gene,cluster_id,max_level_survived,mean_log2fc,direction
CFH,0,4,1.1414113662640055,up
COL17A1,0,4,1.0616866508067222,up
COL1A2,0,4,1.0072104777100863,up
LTBP1,0,4,1.0698010253137253,up
SERPINI2,0,4,1.0820169175049017,up
SLN,0,4,1.1416480054481795,up
TRIM2,0,4,1.0141709553249303,up
CDH3,1,4,1.7566242339481786,up
COL1A1,1,4,1.6556844639775905,up
COMP,1,4,1.766470446487395,up
IL13RA2,1,4,1.788607367520308,up
THY1,1,4,1.7136846190994395,up
TP63,1,4,1.6882842219908958,up
VSIG1,1,4,1.7526998682100836,up
C12orf75,2,4,1.5463349766771715,up
CLCA2,2,4,1.5411275332114849,up
DCLK1,2,4,1.555918143629552,up
GPR87,2,4,1.5268864217394957,up
HS6ST2,2,4,1.5498141952731093,up
LRRN1,2,4,1.5443837879243696,up
MXRA5,2,4,1.5288959260581243,up
ENG,5,4,0.1453031428025211,up
FGF1,5,4,0.572461658051121,up
MMP2,5,4,0.626424953813026,up
ZKSCAN1,5,4,0.5498161071106438,up
ACADL,6,4,-1.2664618246400559,down
CRTAC1,6,4,-1.1915585715413162,down
EDNRB,6,4,-1.2853597349033619,down
GPR4,6,4,-1.3187195329509804,down
GPX3,6,4,-1.3207371628221298,down
PDGFRA,6,4,-1.337479245788515,down
PTPRB,6,4,-1.193159287676469,down
SLC39A8,6,4,-1.2532018135588237,down
ADAMTS14,7,4,0.39497203988305296,up
FN1,7,4,0.5029174488235286,up
ZBTB7C,7,4,0.5839608772506999,up
BMP4,8,4,0.817920623752801,up
COL5A1,8,4,0.7703803406323528,up
COL5A2,8,4,0.8257250504614837,up
KRT14,8,4,0.8817573237556036,up
ASPN,9,4,2.735135089657562,up
CXCL14,9,4,2.24870234032563,up
KRT5,9,4,2.4367028055490203,up
MMP7,9,4,3.1652805852240884,up
MSMB,9,4,2.2030567717275913,up
MUC5B,9,4,2.2219212347864135,up
SERPIND1,9,4,2.2512608852506997,up
COL15A1,10,4,1.9212426135567222,up
EPHA3,10,4,1.8455941360560222,up
FNDC1,10,4,1.8921407817822136,up
KRT15,10,4,1.855834739994398,up
LRRC17,10,4,1.83111143957493,up
BCHE,11,4,1.207921193344538,up
CXCL12,11,4,1.2471934619530805,up
HMCN1,11,4,1.2660829570581233,up
MMP13,11,4,1.2437006226736702,up
HHLA2,12,4,1.3228247194320732,up
PSD3,12,4,1.3110555591043407,up
TMPRSS4,12,4,1.315498003386554,up
GPNMB,13,4,0.7196111275315147,up
IL6,13,4,-2.0329793084579824,down
JAG2,13,4,0.5156077096736698,up
SPARC,13,4,0.35175987261204433,up
TIMP2,13,4,0.2640994590616268,up
COL3A1,15,4,1.4919569576330547,up
MMP10,15,4,1.4890394057955187,up
SULF1,15,4,1.4889647598130265,up
DIO2,16,4,1.4511455716624646,up
KRT17,16,4,1.4561540245070033,up
TMEM45A,16,4,1.4551920527906157,up
HSD17B6,18,4,-1.0943606686372545,down
NPR1,18,4,-1.078145173749999,down
PAPSS2,18,4,-1.0516271467927174,down
SCN7A,18,4,-1.093188756394257,down
TLR2,18,4,-1.0836373917422981,down
AFF3,19,4,-1.9209415685343143,down
CHI3L2,19,4,-1.7629423110672273,down
CLEC4E,19,4,-2.0827251513956573,down
FKBP5,19,4,-1.7389287051960802,down
FMO5,19,4,-1.8799583822275903,down
FPR1,19,4,-1.8097475436316501,down
IL18R1,19,4,-1.9621029492899158,down
IL1RL1,19,4,-1.9551195595616253,down
PROK2,19,4,-2.164880562239494,down
S100A8,19,4,-1.8004380494747907,down
IL18RAP,20,4,-2.3994498794530807,down
IL1R2,20,4,-3.640147056317928,down
MGAM,20,4,-2.671982355483193,down
S100A12,20,4,-3.053917685996499,down
SLCO4A1,20,4,-2.48023097769888,down
CA4,21,4,-1.502036063692576,down
CSF3R,21,4,-1.4842235000014012,down
HIF3A,21,4,-1.4748566370027993,down
FAM107A,22,4,-1.5527219455252097,down
PEBP4,22,4,-1.5713776204103627,down
THBS1,22,4,-1.5916227629033628,down
