gene,cluster_id,max_level_survived,mean_log2fc_sig,direction
CYBA,1,4,0.8712628167693591,up
MAPKAPK3,1,4,0.7311594422895263,up
PLIN2,1,4,1.0501228358988002,up
ABCA5,2,3,-0.3687699603956238,down
DTD1,2,4,-0.33258237848722416,down
GPAT3,2,3,-0.541734887542681,down
ATP6V1E1,3,4,-0.5004476271632852,down
ATPAF1,3,4,0.24163634304793055,up
DEPDC5,3,4,-0.21183136998837515,down
DPP8,3,4,-0.391246006286051,down
SDHA,3,4,-0.33885336306966884,down
TARBP1,3,4,-0.5754520189964696,down
VPS33B,3,4,-0.33038941670390454,down
