gene,n_datasets_detected,n_datasets_significant,mean_log2fc,mean_log2fc_sig,consistent_direction
ATF5,3,2,0.4158599284387782,0.38309904626873426,True
ATP5PF,3,2,0.2973836609389104,0.5136773192160571,False
ATP6AP1,3,2,0.016145892399163603,-0.30725558936857666,True
C1orf74,3,2,-0.11553766004702015,-0.3715927832025462,True
CDC42,3,2,-0.03735343645472463,-0.07798991609992134,False
CPNE4,3,2,-0.04965456724704106,-0.4939301909387761,True
CYP4X1,3,3,0.021246056876594643,0.021246056876594643,False
DCLK1,3,2,-0.06276682464897891,-0.45581314850384214,True
DEPDC5,3,2,0.018321273074113797,-0.21183136998837515,True
DMXL2,3,2,0.003974021904117109,-0.4225501432809802,True
DNAJA2,3,2,0.0620563001707047,-0.29918444681366774,True
FAM234B,3,2,-0.05548483243185073,-0.5125700459564024,True
FERMT2,3,3,0.7512721128195037,0.7512721128195037,True
FGF9,3,2,-0.07009012661984719,-0.5768579376699363,True
FTL,3,2,0.594189357294551,0.6704107830301465,True
HECW2,3,2,0.26599785259539094,0.3723386309309076,False
JAM2,3,2,0.5210411181096575,0.8262626825411035,True
MDK,3,2,0.7511670593605135,0.9759605903901286,True
MTX3,3,2,0.1215800021722983,-0.2799581410595797,True
MYH9,3,3,0.7759351317322688,0.7759351317322688,True
NPAS3,3,2,0.43596387126978325,0.3087010008871882,True
NTAQ1,3,2,0.009263663334826125,-0.33346825245615075,True
PCNT,3,2,0.43514735112916963,0.14181154382683214,False
PDS5B,3,2,0.12983501569018005,-0.3037891447361232,True
PIK3R5,2,2,0.8337956117817689,0.8337956117817689,True
PNP,3,3,0.9351798081040412,0.9351798081040412,True
PPP1R7,3,2,0.03587846895129587,-0.244857857207462,True
PYGB,3,2,-0.06143228788118756,-0.3569067708276146,True
RAB3IL1,3,2,0.6378538208388136,0.5555800658122214,True
RAMP1,3,2,0.3832434118279749,0.28461224669845153,True
REEP2,3,2,-0.23408915264919372,-0.2391404314104344,True
RHPN2,3,2,0.9000262380802789,0.8514839124207318,True
RPL32,2,2,0.492823148084363,0.492823148084363,True
SCMH1,3,2,0.4869674809183528,0.14099155934439,True
SELENOS,3,2,0.6178494119819926,0.7884153610329632,True
TBK1,3,2,0.01109562856406147,-0.2791620898523226,True
TCTN1,3,3,0.5031124692379519,0.5031124692379519,True
TOB1,3,2,0.3912969248565507,0.27131899981694074,True
TRAPPC8,3,2,0.26608746138986267,0.4210042968444103,False
TRO,3,2,0.1332234884362252,-0.2675194954752005,True
TTC38,3,3,0.6308829167745509,0.6308829167745509,True
VPS11,3,2,0.058325701224433445,-0.27301948846170987,True
VRK1,3,2,-0.08921964785812397,-0.33006907477141056,True
YEATS4,3,2,-0.14154426731528727,-0.6088790692713949,True
ZNF362,3,2,0.5203143697316985,0.7225240205545598,True
