gene,avg_log2fc,neg_log10_min_p,n_sig_datasets,direction_consistency,tier_score
ATF5,0.6259170191084108,0.23826616349396934,0.0,1.0,0.0
ATP5PF,0.7083091224049743,0.017145265973355,0.0,0.0,0.0
ATP6AP1,0.19031797826616503,0.4187762613542926,0.0,0.0,0.0
C1orf74,0.14972258210620895,0.15076509193394264,0.0,0.0,0.0
CDC42,0.3349797248794596,0.06600498921950382,0.0,0.0,0.0
CPNE4,0.07253028887298832,0.2216184850595582,0.0,0.0,0.0
CYP4X1,0.39759550583342057,0.37896265404287804,1.0,0.0,0.0
DCLK1,0.09658132911706871,0.0,0.0,0.0,0.0
DEPDC5,0.2505286240551412,0.514247697012172,0.0,0.0,0.0
DMXL2,0.11756957548008942,0.223854684963654,0.0,0.0,0.0
DNAJA2,0.19541069695584795,0.2126332085299767,0.0,0.0,0.0
FAM234B,0.06076893818745129,0.42716675258932757,0.0,0.0,0.0
FERMT2,0.8582263661810355,0.377744572767826,1.0,1.0,0.0
FGF9,0.020204650613234516,0.2975661792930207,0.0,0.0,0.0
FTL,0.807204592908005,0.4333603578293295,0.0,1.0,0.0
HECW2,0.6191274266898789,0.4241376372817901,0.0,0.0,0.0
JAM2,0.9055438151509936,0.3173985875440711,0.0,0.0,0.0
MDK,1.0,0.3222472163931737,0.0,1.0,0.0
MTX3,0.2075420855394692,0.17162529458891096,0.0,0.0,0.0
MYH9,0.8737882047319667,0.12467071937243054,1.0,1.0,0.0
NPAS3,0.5789734403507747,0.21937114536194388,0.0,1.0,0.0
NTAQ1,0.17377834731499844,0.44656708601342915,0.0,0.0,0.0
PCNT,0.4736697548688005,0.05099493586950667,0.0,0.0,0.0
PDS5B,0.19250523084488574,0.12681908983914955,0.0,0.0,0.0
PIK3R5,0.9102969327264804,0.8111093549661309,0.0,1.0,0.0
PNP,0.9742681967620642,0.4136096795309704,1.0,1.0,0.0
PPP1R7,0.2296896155044968,0.19147794682173366,0.0,0.0,0.0
PYGB,0.158989142471103,1.0,0.0,0.0,0.0
RAB3IL1,0.7347488611764748,0.28676322755548944,0.0,1.0,0.0
RAMP1,0.5637739505841687,0.25351732743742883,0.0,1.0,0.0
REEP2,0.2332971891553535,0.22686791639382758,0.0,1.0,0.0
RHPN2,0.9214578729081139,0.41648833213887015,0.0,1.0,0.0
RPL32,0.6951505855116283,0.012439172731520983,0.0,1.0,0.0
SCMH1,0.47315236216131534,0.12870058591925693,0.0,1.0,0.0
SELENOS,0.881662963055064,0.2187644050202542,0.0,1.0,0.0
TBK1,0.2080443768611207,0.28701559527132325,0.0,0.0,0.0
TCTN1,0.7016429275544735,0.09211061226763075,1.0,1.0,0.0
TOB1,0.5553861955198173,0.24196688859642143,0.0,1.0,0.0
TRAPPC8,0.6498344232095749,0.07828552019761077,0.0,0.0,0.0
TRO,0.21539060542509333,0.29893930929453294,0.0,0.0,0.0
TTC38,0.7822633529443122,0.20264557510252246,1.0,1.0,0.0
VPS11,0.2119202272370033,0.759883994708034,0.0,0.0,0.0
VRK1,0.17592315588539106,0.2451864148428176,0.0,0.0,0.0
YEATS4,0.0,0.44870938289277656,0.0,0.0,0.0
ZNF362,0.8400869335326352,0.053930442064699484,0.0,1.0,0.0
