gene,cluster_id,max_level_survived,mean_log2fc_sig,direction
ACBD6,0,4,0.16337336626616716,up
ACTL6B,0,4,-0.5014298500035088,down
COXFA4,0,4,0.6401194033266773,up
KIAA0232,0,3,-0.2304060879950165,down
NDUFAF5,0,4,-0.31827070473796093,down
PFKM,0,4,0.11470143048123423,up
RNF41,0,2,-0.34786836572185464,down
VRK1,0,3,-0.33006907477141056,down
DOK1,1,4,0.509805998347024,up
DTNA,1,4,0.5163805395469101,up
ELF1,1,4,0.42760121786407723,up
MPZL1,1,3,0.24723036598340098,up
PEA15,1,4,0.29505196168780046,up
RPL12,1,3,0.3075327347126118,up
