gene,n_datasets_detected,n_datasets_significant,mean_log2fc,mean_log2fc_sig,consistent_direction
ARHGAP45,2,2,0.6088935478746476,0.6088935478746476,True
BCAR3,3,2,0.4609033740993042,0.629194388646392,True
BEX3,3,2,0.11905587090448815,0.24381901179583476,False
BRWD1,3,2,0.34756675805634946,0.5833489428345224,False
C9orf78,3,2,0.32768025313213806,0.47642025456359116,False
CAMTA1,3,2,-0.013083650620616302,-0.42969198362711225,True
COX6B1,3,2,0.24820507970926395,0.42386431352864085,False
CUTA,3,2,0.33350710108385595,0.5465169510103993,False
DDAH2,3,2,0.49689415280044996,0.4863706950982756,True
DDIT3,3,2,0.2883995956934875,0.36849894929512583,True
DENND2A,3,2,0.43552078411928424,0.36461759912682634,True
DHRS3,3,2,0.6197647594063774,0.8340683570467466,True
DHX30,3,2,0.07483354985482471,-0.2210226790205434,True
DOK1,2,2,0.509805998347024,0.509805998347024,True
DYNC1H1,3,2,0.09165506928664276,-0.2103163287294718,True
EPB41L2,3,2,0.4218036203881228,0.2939707114486736,True
ERLEC1,3,3,0.12473453821385672,0.12473453821385672,False
FAM131B,3,2,-0.3684301430276194,-0.3966067175049153,True
GAL3ST4,3,2,0.4291678125133222,0.5717292524751116,True
KCTD9,3,2,-0.06982949680876456,-0.33672355244754204,True
LDHB,3,2,0.24500222464543567,0.38963024919892364,False
MAGEE1,3,2,-0.007932064620318554,-0.5001824009233764,True
MANSC1,3,2,-0.06791818783225405,-0.35667494444612924,True
METTL2A,3,2,0.13548672792216335,0.25705172755092676,True
NAE1,3,2,0.1480271728707998,-0.2862262762172867,True
NRN1,3,2,-0.20845333834509341,-0.21022404363206348,False
NTAQ1,3,2,0.009263663334826125,-0.33346825245615075,True
PEF1,3,3,0.20108078244406968,0.20108078244406968,False
PIK3CB,3,2,-0.11695325667930057,-0.34480602102987135,True
POLR3GL,3,2,0.34167095886712495,0.5760978699294093,True
PSMD1,3,2,-0.09556176559056251,-0.3340982302421298,True
RBSN,3,2,0.18131124418010489,-0.1826732530845434,True
RDH10,3,3,1.1296936467401586,1.1296936467401586,True
RNF215,3,3,0.005032613880292598,0.005032613880292598,False
RTCB,3,2,0.01599656984799136,-0.1996054066109294,True
SAMM50,3,2,0.18094111514714317,-0.20635345108000136,True
SCN2B,3,2,-0.16477544012811288,-0.6491464428567344,True
SERPINE2,3,2,0.5979682556924034,0.8222849225193176,True
SLC25A5,3,2,0.2685755263201859,0.4722245752431,False
SLC38A11,3,2,-0.004119203908417468,-0.3630382684319575,True
SNAP47,3,2,0.00493238544537918,-0.25736014903469284,True
STEAP2,3,2,-0.21150938810910289,-0.587495968652747,True
TBK1,3,2,0.01109562856406147,-0.2791620898523226,True
TSG101,3,2,0.279936384602931,0.4445017802697824,False
TUBB,3,2,0.23189725913631212,0.4091966550442119,False
UQCRC1,3,2,-0.10704644567286348,-0.44910451403295015,True
ZNF384,3,2,0.2388220864431799,0.34456021402855086,True
ZNF462,3,2,0.7238281223627873,0.9947106848134113,True
