gene,cluster_id,max_level_survived,mean_log2fc_sig,direction
ARHGAP45,0,4,0.6088935478746476,up
DDAH2,0,4,0.4863706950982756,up
DOK1,0,4,0.509805998347024,up
EPB41L2,0,4,0.2939707114486736,up
FAM131B,0,4,-0.3966067175049153,down
RDH10,0,4,1.1296936467401586,up
CAMTA1,1,4,-0.42969198362711225,down
KCTD9,1,4,-0.33672355244754204,down
MAGEE1,1,4,-0.5001824009233764,down
NAE1,1,4,-0.2862262762172867,down
NTAQ1,1,4,-0.33346825245615075,down
SCN2B,1,4,-0.6491464428567344,down
SNAP47,1,4,-0.25736014903469284,down
UQCRC1,1,4,-0.44910451403295015,down
