gene,cluster_id,max_level_survived,mean_log2fc_sig,direction
EHD4,0,4,0.7033896142682229,up
P4HA1,0,4,0.6556598983712033,up
RAB31,0,4,0.8796577786897295,up
CEBPD,1,4,0.9446171802076411,up
CHST11,1,4,0.4350553611027501,up
DEPP1,1,4,1.0515326527743845,up
RPL39,1,4,0.2933870005569905,up
RPS19,1,4,0.3316984624152086,up
ALDOC,2,4,-0.33908116831852464,down
DPP8,2,4,-0.391246006286051,down
FAM81A,2,4,-0.6411722817676102,down
DPP6,4,3,-0.27279660069580647,down
RNF41,4,3,-0.34786836572185464,down
SNX14,4,4,-0.27415390903181835,down
SUV39H1,4,4,-0.20045087491593971,down
TRMT11,4,3,-0.3335735021557018,down
