gene,n_datasets_detected,n_datasets_significant,mean_log2fc,mean_log2fc_sig,consistent_direction
ALDOC,3,2,0.10329543835260384,-0.33908116831852464,True
ALPK1,2,2,0.9697144505943064,0.9697144505943064,True
ARHGEF3,3,2,0.35715329563912324,0.5957168770163777,False
BLMH,3,2,0.15780588934666095,0.20660971882063217,False
C1QTNF1,3,2,0.7353299452417655,0.8123443104544652,True
CEBPD,3,2,0.9232671110491425,0.9446171802076411,True
CHST11,2,2,0.4350553611027501,0.4350553611027501,True
CIAO1,3,2,0.2716429005459024,0.40757701591821194,False
DCBLD2,3,2,0.3523285297136818,0.4901770646387913,False
DCUN1D2,3,2,-0.042361684509987896,-0.2757551918450236,True
DEPP1,3,2,0.9225597113104563,1.0515326527743845,True
DNM1,3,2,-0.19056527219691333,-0.4958643812512271,True
DPP6,3,2,0.23966841046619317,-0.27279660069580647,True
DPP8,3,2,0.01739966438109075,-0.391246006286051,True
EFCAB14,3,3,0.4705785196149093,0.4705785196149093,True
EHD4,3,3,0.7033896142682229,0.7033896142682229,True
EXOSC2,3,2,0.16250728787052182,-0.14370252481161794,True
FAM81A,3,2,-0.4250624316137929,-0.6411722817676102,True
FGR,2,2,0.6840197028946813,0.6840197028946813,True
FKBP14,3,2,0.5447621827460742,0.7713540781607773,True
FLII,3,2,0.230104278329858,0.13201644168716742,False
IMP3,3,3,0.25932379584793114,0.25932379584793114,False
INTS5,3,2,-0.009379011529990914,-0.2530071399272762,True
JADE1,3,2,0.13026997907023485,-0.29003134191842417,True
LRRC42,3,2,0.5641717845392784,0.8204778797781491,True
MAP3K20,3,2,0.5670517864941331,0.31775265384405316,True
NKIRAS2,3,2,0.4407924571663078,0.3266805226389011,True
NR2E1,3,2,0.5949639847657386,0.502818436547366,True
P4HA1,3,3,0.6556598983712033,0.6556598983712033,True
PEX11B,3,2,-0.008803446751826982,-0.4431969756471137,True
PFDN4,3,2,0.012585859809888689,-0.34152020222451096,True
PNKD,3,2,-0.1636952870963929,-0.5239947658054644,True
PPA2,3,2,0.2590912514915355,0.3463664929776886,False
PRPS1,3,2,0.0460586611830515,-0.4065833969547046,True
RAB31,3,3,0.8796577786897295,0.8796577786897295,True
RANBP1,3,2,-0.06735101846569751,-0.20220056725844593,True
RNF41,3,2,-0.11038389507974362,-0.34786836572185464,True
RPL39,3,2,0.5577334728739993,0.2933870005569905,True
RPS19,3,2,0.4884444073213257,0.3316984624152086,True
SGIP1,3,2,0.3401492208823302,0.5297248954452893,False
SLC35A1,3,2,0.26103735645052345,0.43089137624309237,False
SNX14,3,2,0.1657591540444742,-0.27415390903181835,True
STMN1,3,2,0.21849758294516045,0.3976607184145342,False
SUV39H1,3,2,0.03736180546319012,-0.20045087491593971,True
TDRKH,3,2,-0.046650298001856015,0.009031506633579323,False
TFPI,2,2,1.0775407870985907,1.0775407870985907,True
THUMPD1,3,2,0.13592397868335424,-0.26548227639571653,True
TRMT11,3,2,0.1361634246806688,-0.3335735021557018,True
TTC38,3,3,0.6308829167745509,0.6308829167745509,True
USP5,3,2,0.03928212089480857,-0.3288600830337125,True
