gene,n_datasets_detected,n_datasets_significant,mean_log2fc,mean_log2fc_sig,consistent_direction
AMPH,3,2,-0.08950159769825443,-0.574525769908317,True
ANTXR1,3,2,0.6054772939263552,0.7749836980364986,True
ATP6V1C1,3,2,-0.040415732875655586,-0.50631071354224,True
BIRC3,3,2,0.6460018931797167,0.9171978421798311,True
BLMH,3,2,0.15780588934666095,0.20660971882063217,False
C6orf120,3,2,-0.09737718308373229,-0.2513930296473239,True
CALR,3,2,0.4657991481593706,0.3669173639688923,True
CCDC18,2,2,0.753533935399437,0.753533935399437,True
COL4A4,2,2,0.8409330420741287,0.8409330420741287,True
CXCL16,3,2,0.9764846260139954,0.8225178493621171,True
DNM1L,3,2,0.046236034439716356,-0.42332522614646484,True
ERBB2,3,2,0.6547749631817742,0.5101068044344788,True
ESRRG,3,2,-0.25244356620477976,-0.5711910808487577,True
FNDC5,3,2,0.03492985000926888,0.17200839312608274,False
GLS,3,2,-0.08187177438215236,-0.45500245054024324,True
H2AJ,3,2,0.5143427052087908,0.6098222222380003,True
H2AZ1,3,2,0.33721382112431986,0.5660769226672495,False
HLA-F,3,3,0.6298942317361313,0.6298942317361313,True
HOXD13,2,2,0.4472005521955893,0.4472005521955893,False
HPRT1,3,2,0.09847153131106534,0.3092553092454433,False
HSPB1,3,2,1.3859630256405435,1.5195295648245162,True
IDH3A,3,2,-0.006092816571589961,-0.39788765974508467,True
IFITM1,3,2,0.8402010088352642,0.9576649614772803,True
IK,3,2,0.1723005252200472,0.32592872957336194,False
IPCEF1,3,2,-0.3296195676460106,-0.6919532334977632,True
IRX1,2,2,0.33473283924709785,0.33473283924709785,True
ITGAV,3,2,0.592716770188504,0.43344677636624107,True
KBTBD11,3,2,0.2794123899276511,-0.20798628440909628,True
LRRC42,3,2,0.5641717845392784,0.8204778797781491,True
MAPKAPK2,3,2,0.4883339900103964,0.6539921268768489,True
MGST1,3,2,0.7473631271434336,0.8687649906250189,True
MTMR11,3,2,0.6217609009147954,0.5758575504360898,True
NEK6,3,2,0.6437928519309134,0.5134935605263715,True
NPTN,3,2,-0.07054808201313634,-0.38653632378325753,True
PFKM,3,3,0.11470143048123423,0.11470143048123423,False
PON2,3,2,0.6038803728242929,0.8031007874301803,True
PPP1R2,3,3,0.08927180809126038,0.08927180809126038,False
PSMC1,3,2,0.16886806126541684,-0.208429397946146,True
RDH10,3,3,1.1296936467401586,1.1296936467401586,True
RHOT1,3,2,0.40071565155633593,0.5850845634627095,False
RMND1,3,2,-0.052753128877262245,-0.30333494135632333,True
SLC16A3,3,2,0.7579656256954138,1.0205165548423332,True
SLITRK4,3,2,-0.1267524401681032,-0.5338174940465903,True
SPINT2,3,2,-0.06274463030483624,-0.4313405164238189,True
TOP1MT,3,2,0.31076155293416036,0.35895318554397315,True
TRAPPC8,3,2,0.26608746138986267,0.4210042968444103,False
TTC38,3,3,0.6308829167745509,0.6308829167745509,True
UNC79,3,2,0.030536981769329802,-0.254808379724353,True
ZNF581,3,2,0.43847854675220943,0.6207792350001095,True
