gene,cluster_id,max_level_survived,mean_log2fc_sig,direction
APOC1,0,4,0.9050275732561341,up
ATRNL1,0,4,-0.7062793845708244,down
ATXN7,0,4,0.22318459969858617,up
HEY2,0,4,0.4540278714283642,up
RPL36,0,4,0.18955154649062678,up
RPL39,0,4,0.2933870005569905,up
GABRA1,1,4,-0.9218523948313315,down
NAE1,1,4,-0.2862262762172867,down
PREPL,1,4,-0.5714639695147601,down
PSMG3,1,4,-0.3687386321885815,down
SDHA,1,4,-0.33885336306966884,down
TARBP1,1,4,-0.5754520189964696,down
IDH1,2,4,0.6080770177215363,up
IFITM3,2,3,1.0752152689345922,up
RPLP1,2,4,0.7138658784567312,up
