gene,cluster_id,max_level_survived,mean_log2fc_sig,direction
BMP7,1,4,0.47626861041360513,up
ERBB2,1,4,0.5101068044344788,up
NECAP2,1,4,0.4054687271251054,up
RAMP1,1,3,0.28461224669845153,up
SERF2,1,4,0.3273876524056971,up
TMIGD3,1,3,1.014264472990552,up
C1QB,2,4,1.2419780277641732,up
PNP,2,4,0.9351798081040412,up
PTTG1IP,2,4,0.8541576412755431,up
FAM234B,4,4,-0.5125700459564024,down
HMG20A,4,4,-0.22884080848995758,down
RMND1,4,4,-0.30333494135632333,down
RNMT,4,4,-0.33416453445145455,down
SPIN2B,4,4,-0.15712291807627315,down
SYNGR1,4,4,-0.33600401586979345,down
