gene,avg_log2fc,neg_log10_min_p,n_sig_datasets,direction_consistency,tier_score
ATP2B1,0.4802264370751796,0.5286367183680676,0.0,0.0,0.0
CEP44,0.5777601126496824,0.03188237318788544,0.0,0.0,0.0
CPNE3,0.7021595569796145,1.0,1.0,1.0,0.0
ECI2,0.8061635660123149,0.08997009786841062,0.0,1.0,0.0
EPM2AIP1,0.1925626043049212,0.49432485156078926,0.0,0.0,0.0
FBLN7,0.0,0.752744565704325,0.0,0.0,0.0
FLNA,0.6952349167451508,0.32600496072909957,0.0,1.0,0.0
GNG11,0.669375254254551,0.13203765656822106,0.0,1.0,0.0
IBTK,0.6454120399199064,0.15351113006997555,0.0,0.0,0.0
MAPRE1,0.6667086660427307,0.3507344296361321,1.0,1.0,0.0
MATN2,1.0,0.5753935250343415,0.0,1.0,0.0
MCCC1,0.3327024409625731,0.015414626505920887,0.0,0.0,0.0
NEDD8,0.2754727586392575,0.058069034236899734,0.0,0.0,0.0
NR3C2,0.22535527359884336,0.7199299342127102,0.0,0.0,0.0
PLK3,0.6804516929215215,0.6142314617596158,0.0,1.0,0.0
PRDX4,0.7371671497196598,0.0,0.0,1.0,0.0
RBFOX1,0.14079365450683679,0.49648681065187644,0.0,1.0,0.0
RBM38,0.5923852792017956,0.3700459636164992,0.0,1.0,0.0
RTCB,0.2821612399890004,0.2661171177628626,0.0,0.0,0.0
SCMH1,0.46051791243990037,0.22844350139222064,0.0,1.0,0.0
SPIN2B,0.3044075781829489,0.7128115145744763,0.0,0.0,0.0
SRSF2,0.6493179172639957,0.06787043100170549,0.0,0.0,0.0
STMN4,0.3512137316184385,0.25216201538496824,0.0,0.0,0.0
SV2A,0.17705020735940818,0.37135291889897815,0.0,0.0,0.0
TNFSF13B,0.7375799683133457,0.39647031370774066,0.0,1.0,0.0
UBP1,0.6977994364017573,0.014583989364844663,0.0,0.0,0.0
URGCP,0.27532946067096764,0.5886873674789097,0.0,0.0,0.0
XRCC6,0.2562363375471308,0.526361750927265,0.0,0.0,0.0
ZBTB40,0.606027790875657,0.24740319717572878,1.0,1.0,0.0
