gene,cluster_id,random_effect,random_se,random_p,fixed_effect,fixed_se,fixed_p,i_squared,tau_squared,cochran_q,n_datasets,direction
FBLN7,0,-0.37830766498219076,0.3365161264402768,0.26093293398496487,-0.4650365051583422,0.10116061499733589,4.285940804761993e-06,84.12825308982279,0.27636299278084014,12.601007383236242,3,down
NR3C2,0,-0.22350881905441797,0.14544857243615902,0.12437016371264235,-0.26210207291130627,0.056534405417143295,3.5495571590000178e-06,74.17239022379101,0.03886266949664565,7.743651144374546,3,down
SPIN2B,0,0.02845935504474733,0.31767893678564807,0.9286167858716934,0.024329733603082708,0.06827843217299648,0.7215925691640561,93.11759680995432,0.2674030563245625,29.059616892144412,3,up
URGCP,0,-0.19957187444808883,0.06358297835257737,0.0016966283975793808,-0.20388574138202653,0.04293190770326571,2.0437523540988318e-06,36.92974087250387,0.004407183796269958,3.171066724106861,3,down
