gene,cluster_id,max_level_survived,mean_log2fc_sig,direction
HMG20A,0,4,-0.22884080848995758,down
ME3,0,4,-0.35467864383172776,down
NTHL1,0,4,-0.33664118969848,down
NTN4,0,4,-0.4987694890673431,down
RPH3A,0,2,-0.5439118108855281,down
RWDD2B,0,4,-0.4458659729662018,down
SERGEF,0,4,-0.2671340119057657,down
CD14,1,4,1.1477238826406753,up
MAPKAPK3,1,4,0.7311594422895263,up
SP110,1,4,0.8950186882162559,up
WSCD1,1,4,0.6184854627492665,up
CD84,3,4,0.7624343863377896,up
FAM111A,3,4,0.3782417866762894,up
LIMS1,3,4,0.8534256481104914,up
RPL36,3,4,0.18955154649062678,up
SBF2,3,4,0.22849746929813364,up
