gene,cluster_id,max_level_survived,mean_log2fc,direction
BMP4,1,4,0.8848575451813724,up
IGFL2,1,4,1.1054279904068636,up
KRT5,1,4,2.233159223196078,up
LRRC17,1,4,1.8203208223480392,up
PSD3,1,4,1.2981514830539211,up
THY1,1,4,2.0530258371666665,up
FKBP5,2,4,-2.3802050051960792,down
GPX3,2,4,-1.753161091813726,down
HIF3A,2,4,-2.516787820196077,down
NPR1,2,4,-1.2288141649264697,down
PAPSS2,2,4,-1.2884822140196075,down
PEBP4,2,4,-1.769807352343137,down
ASPN,3,4,2.6718291295735286,up
COL17A1,3,4,1.8206032634117644,up
DIO2,3,4,2.18309987922549,up
FNDC1,3,4,2.1812423590931376,up
GPR87,3,4,2.1872147318235298,up
IL13RA2,3,4,2.7125436044950986,up
KRT17,3,4,2.681324067784314,up
LRRN1,3,4,1.7229078799411766,up
MMP10,3,4,1.8697474591568632,up
MMP13,3,4,0.9645806453627453,up
SERPIND1,3,4,2.3352218957549016,up
SULF1,3,4,2.0734964551911768,up
TMPRSS4,3,4,1.8643344222941178,up
CLEC4E,4,4,-2.112202495093137,down
FAM107A,4,4,-2.384273950147059,down
IL1R2,4,4,-3.7289131722843147,down
IL1RL1,4,4,-2.866239589813726,down
SLCO4A1,4,4,-2.824348502068627,down
CDH3,5,4,2.0699573360490184,up
COMP,5,4,2.508882678,up
CXCL12,5,4,1.76327808170098,up
CXCL14,5,4,3.6260561041911763,up
EPHA3,5,4,1.8039062058039212,up
HHLA2,5,4,0.6421102975833337,up
KRT15,5,4,2.0495977589019603,up
MMP7,5,4,3.742058752450979,up
MXRA5,5,4,1.7253818273186279,up
SLAMF7,5,4,2.0776681916323527,up
TP63,5,4,2.2548236266127453,up
VSIG1,5,4,1.4017635518235299,up
C12orf75,6,4,1.6684726460049022,up
CFH,6,4,1.2087352145833345,up
COL1A1,6,4,1.8143886366666662,up
ACADL,7,4,-1.4339803784215688,down
AFF3,7,4,-1.6833030361813726,down
CRTAC1,7,4,-1.350626394230392,down
CSF3R,7,4,-1.2031581357156864,down
HSD17B6,7,4,-1.5218438598137252,down
PDGFRA,7,4,-1.2495446999901965,down
PLLP,7,4,-1.270847671289217,down
SLC39A8,7,4,-1.3368600782647047,down
CA4,8,4,-2.6278435876421566,down
EDNRB,8,4,-1.6202531088529408,down
FMO5,8,4,-2.1291495166813723,down
IL18R1,8,4,-2.005503342147059,down
IL18RAP,8,4,-2.2647721197892148,down
S100A12,8,4,-3.07656019229902,down
FPR1,9,4,-1.4251802272450966,down
GPR4,9,4,-1.3199506976568633,down
PTPRB,9,4,-1.4572815994411756,down
S100A8,9,4,-1.628761359558824,down
SCN7A,9,4,-1.3926632290833323,down
BCHE,11,4,1.3851694320000003,up
COL15A1,11,4,2.2287269114558823,up
COL1A2,11,4,1.0033768407352945,up
DCLK1,11,4,1.142929060436274,up
FGF1,11,4,0.5880047895637259,up
ITGB8,11,4,1.1351947990931373,up
KRT14,11,4,0.8689211813186279,up
LTBP1,11,4,1.1123032223725493,up
MUC5B,11,4,1.5504867662990192,up
TMEM45A,11,4,1.5262565473284317,up
TRIM2,11,4,1.0693242439803916,up
