gene,n_datasets_detected,n_datasets_significant,mean_log2fc,consistent_direction
ABCA3,2,2,-1.0420998272156865,True
ABCA13,2,2,1.426877664862745,True
ACADL,2,2,-1.4339803784215688,True
AFF3,2,2,-1.6833030361813726,True
AGER,2,2,-0.9175623159852946,True
AOC3,2,2,-0.9098368547450972,True
ASPN,2,2,2.6718291295735286,True
BCHE,2,2,1.3851694320000003,True
BMP4,2,2,0.8848575451813724,True
BMP7,2,2,0.15414169640686287,False
C12orf75,2,2,1.6684726460049022,True
CA4,2,2,-2.6278435876421566,True
CACNA2D2,2,2,-1.136808106828432,True
DNAI7,2,2,1.0336619542549021,True
CCL18,2,2,1.01841923559804,True
CDH3,2,2,2.0699573360490184,True
CDH13,2,2,-1.13483438845098,True
CFH,2,2,1.2087352145833345,True
CHI3L2,2,2,-1.503935157705882,True
CLCA2,2,2,1.2341727613627453,True
CLDN1,2,2,1.801255364789215,True
CLEC4E,2,2,-2.112202495093137,True
COL1A1,2,2,1.8143886366666662,True
COL1A2,2,2,1.0033768407352945,True
COL3A1,2,2,1.3968925416666673,True
COL5A2,2,2,0.9882639580245097,True
COL6A3,2,2,1.09371000142157,True
COL14A1,2,2,2.431080493132353,True
COL15A1,2,2,2.2287269114558823,True
COL17A1,2,2,1.8206032634117644,True
COMP,2,2,2.508882678,True
CRTAC1,2,2,-1.350626394230392,True
CSF3R,2,2,-1.2031581357156864,True
CTSK,2,2,1.653792422622549,True
CXCL8,2,2,-0.5622533934411756,False
CXCL12,2,2,1.76327808170098,True
CXCL14,2,2,3.6260561041911763,True
DCLK1,2,2,1.142929060436274,True
DIO2,2,2,2.18309987922549,True
EDNRB,2,2,-1.6202531088529408,True
ENG,2,2,0.09996881002941177,False
EPHA3,2,2,1.8039062058039212,True
FAM81B,2,2,1.8027183953480392,True
FAM107A,2,2,-2.384273950147059,True
FANK1,2,2,1.2624964966323522,True
FGF1,2,2,0.5880047895637259,True
FKBP5,2,2,-2.3802050051960792,True
FMO5,2,2,-2.1291495166813723,True
FNDC1,2,2,2.1812423590931376,True
FPR1,2,2,-1.4251802272450966,True
GPNMB,2,2,0.9492948708088249,True
GPR4,2,2,-1.3199506976568633,True
GPR87,2,2,2.1872147318235298,True
GPX3,2,2,-1.753161091813726,True
TAMALIN,2,2,-0.983573099960785,True
GSTA1,2,2,1.8136411351078434,True
HHIP,2,2,-1.571049106965686,True
HHLA2,2,2,0.6421102975833337,True
HIF3A,2,2,-2.516787820196077,True
HMCN1,2,2,0.9927960642009809,True
HRAS,2,2,0.1043182477794115,False
HSD17B6,2,2,-1.5218438598137252,True
HSPA4L,2,2,0.7750433586960787,True
ID1,2,2,-1.1019949101960775,True
IGFL2,2,2,1.1054279904068636,True
IL1R2,2,2,-3.7289131722843147,True
IL1RL1,2,2,-2.866239589813726,True
IL13RA2,2,2,2.7125436044950986,True
IL18R1,2,2,-2.005503342147059,True
IL18RAP,2,2,-2.2647721197892148,True
IL33,2,2,1.065262786406863,True
INMT,2,2,-1.1989249014509817,True
ITGA3,2,2,-0.009225137205882167,False
ITGAV,2,2,0.4986615771078433,True
ITGB8,2,2,1.1351947990931373,True
KDR,2,2,-0.7827861843529411,True
KRT5,2,2,2.233159223196078,True
KRT14,2,2,0.8689211813186279,True
KRT15,2,2,2.0495977589019603,True
KRT17,2,2,2.681324067784314,True
LIN7A,2,2,-0.8728077075196078,True
LRRC17,2,2,1.8203208223480392,True
LRRC32,2,2,-1.0398387022009798,True
LRRN1,2,2,1.7229078799411766,True
LTBP1,2,2,1.1123032223725493,True
MGAM,2,2,-1.9638225151470585,True
MMP1,2,2,3.8616703616862744,True
MMP7,2,2,3.742058752450979,True
MMP10,2,2,1.8697474591568632,True
MMP13,2,2,0.9645806453627453,True
MNS1,2,2,1.2354436661666661,True
MS4A2,2,2,1.469657860607843,True
MSMB,2,2,2.5597289061813733,True
MUC5B,2,2,1.5504867662990192,True
MXRA5,2,2,1.7253818273186279,True
NEK11,2,2,0.5227292931813718,True
NELL2,2,2,1.2897846062450984,True
NPR1,2,2,-1.2288141649264697,True
OGN,2,2,1.2689391850588227,True
PAPSS2,2,2,-1.2884822140196075,True
PDGFRA,2,2,-1.2495446999901965,True
PEBP4,2,2,-1.769807352343137,True
PGC,2,2,-2.0184683132254895,True
PLA2G1B,2,2,-2.362236490843138,True
PLLP,2,2,-1.270847671289217,True
PRSS12,2,2,1.2261975351617642,True
PSD3,2,2,1.2981514830539211,True
PTPRB,2,2,-1.4572815994411756,True
S100A8,2,2,-1.628761359558824,True
S100A9,2,2,-1.1860468091372547,True
S100A12,2,2,-3.07656019229902,True
SCN7A,2,2,-1.3926632290833323,True
SERPIND1,2,2,2.3352218957549016,True
SERPINI2,2,2,0.810306446916667,True
SFRP2,2,2,3.5944415297745103,True
SFRP4,2,2,1.8523792322450996,True
SLAMF7,2,2,2.0776681916323527,True
SLC39A8,2,2,-1.3368600782647047,True
SLCO2A1,2,2,-1.3373238230931361,True
SLCO4A1,2,2,-2.824348502068627,True
SLN,2,2,1.3108052134313724,True
SOX2,2,2,1.7086029922401966,True
SPATA18,2,2,1.6476969347696078,True
STX11,2,2,-1.0893669451225492,True
SULF1,2,2,2.0734964551911768,True
SLITRK6,2,2,1.3501288319362752,True
SYTL2,2,2,0.6326512075049016,True
TGFB2,2,2,1.0332349970784314,True
THY1,2,2,2.0530258371666665,True
TIMP3,2,2,-1.1384263837254893,True
TMEM45A,2,2,1.5262565473284317,True
TMPRSS4,2,2,1.8643344222941178,True
TP63,2,2,2.2548236266127453,True
TRIM2,2,2,1.0693242439803916,True
VCAM1,2,2,1.917034589343137,True
VEGFA,2,2,-0.557309821950979,True
VSIG1,2,2,1.4017635518235299,True
WDR49,2,2,0.5820028620098034,True
ZBTB16,2,2,-2.043190177127451,True
ZG16B,2,2,1.044511374901961,True
