gene,cluster_id,level_1,level_2,level_3,level_4,max_level,is_core,mean_log2fc,direction
ACADL,7,True,True,True,True,4,True,-1.4339803784215688,down
AFF3,7,True,True,True,True,4,True,-1.6833030361813726,down
ASPN,3,True,True,True,True,4,True,2.6718291295735286,up
BCHE,11,True,True,True,True,4,True,1.3851694320000003,up
BMP4,1,True,True,True,True,4,True,0.8848575451813724,up
C12orf75,6,True,True,True,True,4,True,1.6684726460049022,up
CA4,8,True,True,True,True,4,True,-2.6278435876421566,down
CDH3,5,True,True,True,True,4,True,2.0699573360490184,up
CFH,6,True,True,True,True,4,True,1.2087352145833345,up
CLEC4E,4,True,True,True,True,4,True,-2.112202495093137,down
COL1A1,6,True,True,True,True,4,True,1.8143886366666662,up
COL1A2,11,True,True,True,True,4,True,1.0033768407352945,up
COL15A1,11,True,True,True,True,4,True,2.2287269114558823,up
COL17A1,3,True,True,True,True,4,True,1.8206032634117644,up
COMP,5,True,True,True,True,4,True,2.508882678,up
CRTAC1,7,True,True,True,True,4,True,-1.350626394230392,down
CSF3R,7,True,True,True,True,4,True,-1.2031581357156864,down
CXCL12,5,True,True,True,True,4,True,1.76327808170098,up
CXCL14,5,True,True,True,True,4,True,3.6260561041911763,up
DCLK1,11,True,True,True,True,4,True,1.142929060436274,up
DIO2,3,True,True,True,True,4,True,2.18309987922549,up
EDNRB,8,True,True,True,True,4,True,-1.6202531088529408,down
EPHA3,5,True,True,True,True,4,True,1.8039062058039212,up
FAM107A,4,True,True,True,True,4,True,-2.384273950147059,down
FGF1,11,True,True,True,True,4,True,0.5880047895637259,up
FKBP5,2,True,True,True,True,4,True,-2.3802050051960792,down
FMO5,8,True,True,True,True,4,True,-2.1291495166813723,down
FNDC1,3,True,True,True,True,4,True,2.1812423590931376,up
FPR1,9,True,True,True,True,4,True,-1.4251802272450966,down
GPR4,9,True,True,True,True,4,True,-1.3199506976568633,down
GPR87,3,True,True,True,True,4,True,2.1872147318235298,up
GPX3,2,True,True,True,True,4,True,-1.753161091813726,down
HHLA2,5,True,True,True,True,4,True,0.6421102975833337,up
HIF3A,2,True,True,True,True,4,True,-2.516787820196077,down
HSD17B6,7,True,True,True,True,4,True,-1.5218438598137252,down
IGFL2,1,True,True,True,True,4,True,1.1054279904068636,up
IL1R2,4,True,True,True,True,4,True,-3.7289131722843147,down
IL1RL1,4,True,True,True,True,4,True,-2.866239589813726,down
IL13RA2,3,True,True,True,True,4,True,2.7125436044950986,up
IL18R1,8,True,True,True,True,4,True,-2.005503342147059,down
IL18RAP,8,True,True,True,True,4,True,-2.2647721197892148,down
ITGB8,11,True,True,True,True,4,True,1.1351947990931373,up
KRT5,1,True,True,True,True,4,True,2.233159223196078,up
KRT14,11,True,True,True,True,4,True,0.8689211813186279,up
KRT15,5,True,True,True,True,4,True,2.0495977589019603,up
KRT17,3,True,True,True,True,4,True,2.681324067784314,up
LRRC17,1,True,True,True,True,4,True,1.8203208223480392,up
LRRN1,3,True,True,True,True,4,True,1.7229078799411766,up
LTBP1,11,True,True,True,True,4,True,1.1123032223725493,up
MMP7,5,True,True,True,True,4,True,3.742058752450979,up
MMP10,3,True,True,True,True,4,True,1.8697474591568632,up
MMP13,3,True,True,True,True,4,True,0.9645806453627453,up
MUC5B,11,True,True,True,True,4,True,1.5504867662990192,up
MXRA5,5,True,True,True,True,4,True,1.7253818273186279,up
NPR1,2,True,True,True,True,4,True,-1.2288141649264697,down
PAPSS2,2,True,True,True,True,4,True,-1.2884822140196075,down
PDGFRA,7,True,True,True,True,4,True,-1.2495446999901965,down
PEBP4,2,True,True,True,True,4,True,-1.769807352343137,down
PLLP,7,True,True,True,True,4,True,-1.270847671289217,down
PSD3,1,True,True,True,True,4,True,1.2981514830539211,up
PTPRB,9,True,True,True,True,4,True,-1.4572815994411756,down
S100A8,9,True,True,True,True,4,True,-1.628761359558824,down
S100A12,8,True,True,True,True,4,True,-3.07656019229902,down
SCN7A,9,True,True,True,True,4,True,-1.3926632290833323,down
