gene,cluster_id,random_effect,random_se,random_p,fixed_effect,fixed_se,fixed_p,i_squared,tau_squared,cochran_q,n_datasets,direction
IGFL2,1,1.1105647449035205,0.3368553463242656,0.0009777240198222655,1.1288256979937488,0.15747142162647215,7.585273173960648e-13,78.04590694373732,0.17716094737055862,4.554959284527298,2,up
KRT5,1,2.176811695340658,0.2674466540379725,3.977767401185133e-16,2.176811695340658,0.2674466540379725,3.977767401185133e-16,0.0,0.0,0.06555446204789009,2,up
LRRC17,1,1.7664637664718146,0.3128260816508688,1.6346955520591e-08,1.6509997919119213,0.15142820171207277,1.1169600182200688e-27,68.19234105916694,0.1374222147154414,3.1438968892999877,2,up
PSD3,1,1.307258971967106,0.24672594617090046,1.168057052459234e-07,1.357793785059457,0.09362157314756867,1.159665811741949e-47,84.72981657827403,0.10329689661066413,6.548709811679337,2,up
THY1,1,2.1258181435446097,0.32849312121983804,9.708383090506104e-11,2.2310234459657035,0.18258980987429355,2.467811214348507e-34,59.10489648199291,0.13382111082480028,2.4452805200986374,2,up
GPX3,2,-1.7839669951083952,0.5215874738620134,0.000625603315112476,-1.982205592160746,0.17222723176434762,1.1850988567756121e-30,86.55025409996931,0.4725687089569611,7.435084702958727,2,down
HIF3A,2,-2.6086272814567013,0.571732910924873,5.0507723280382744e-06,-2.925186482704115,0.19467168838495472,4.9416277650743907e-51,77.51230116753469,0.5198176573526481,4.446875633874587,2,down
NPR1,2,-1.2470582473585132,0.28986977135404773,1.691618775779679e-05,-1.3447895575095732,0.10561430924402469,3.875325632251467e-37,84.26900566948231,0.14217416789833576,6.356877251300178,2,down
PAPSS2,2,-1.3018210195270334,0.3099058578696322,2.660929525379546e-05,-1.3913824113520734,0.10535767128972454,8.072093625096611e-40,87.03714292759918,0.16749351971158088,7.714348730490109,2,down
PEBP4,2,-1.7974164023665966,0.15154318609710557,1.8926375563086565e-32,-1.8001505585567,0.14405488840921474,7.822468854769535e-36,9.010768904444873,0.004276077845692293,1.0990311578189065,2,down
ASPN,3,2.7278391569646514,0.18553832319763608,6.231156132281089e-49,2.7278391569646514,0.18553832319763608,6.231156132281089e-49,0.0,0.0,0.07274314420035276,2,up
COL17A1,3,1.8239142954506167,0.9299658423403391,0.04984751138263624,1.9310549663866456,0.1598749179578631,1.3713956166848867e-33,97.00228068044784,1.6778434646672191,33.358693506681995,2,up
DIO2,3,2.196378892142672,0.5738414994481396,0.00012945087746808146,2.3993584140970734,0.13175320975207727,4.221234820438902e-74,93.85965833669088,0.6184795810299167,16.28573872322743,2,up
FNDC1,3,2.191132304011024,0.12160155131580516,1.3834365311632575e-72,2.191132304011024,0.12160155131580516,1.3834365311632575e-72,0.0,0.0,0.03909303943088781,2,up
GPR87,3,2.201833706621317,0.19961726338518174,2.730228632612928e-28,2.201833706621317,0.19961726338518174,2.730228632612928e-28,0.0,0.0,0.00563057218621054,2,up
IL13RA2,3,2.7932715609043606,0.672845834749347,3.304060906302041e-05,3.156686641255314,0.21821312836564313,1.984906775439701e-47,81.82388336016054,0.7515335823667696,5.501725257463093,2,up
KRT17,3,2.730350104147939,0.5026733210651217,5.583251460887487e-08,2.903473706839713,0.21308022848653424,2.7977523837712343e-42,77.93107539040426,0.39757943979559346,4.5312583992660525,2,up
LRRN1,3,1.7246236450841208,0.1141163578456788,1.332452568690052e-51,1.7246236450841208,0.1141163578456788,1.332452568690052e-51,0.0,0.0,0.0013950181067315034,2,up
