gene,cluster_id,max_level_survived,mean_log2fc,direction
ABCA13,0,4,1.4013054992642395,up
C12orf75,0,4,1.478779151118114,up
COL3A1,0,4,1.4701479717553696,up
CTSK,0,4,1.4800853316083098,up
CXCL12,0,4,1.5051464746353869,up
MMP10,0,4,1.521083770530346,up
MS4A2,0,4,1.4621332885845006,up
TMEM45A,0,4,1.4769905351937436,up
VSIG1,0,4,1.5251974121400558,up
NELL2,1,4,1.328880441698413,up
OGN,1,4,1.286565568190475,up
PRSS12,1,4,1.3806909987913165,up
SLN,1,4,1.3051328369654531,up
ADAMTS14,2,4,0.28005969325536867,up
CCL21,2,4,0.8635966715667599,up
COL5A1,2,4,0.6729002270882353,up
FN1,2,4,0.4322616325490191,up
MMP3,2,4,0.4942102116302525,up
WNT5A,2,4,0.49895416361391187,up
ZBTB7C,2,4,0.39604141816713323,up
BCHE,3,4,1.231137462229692,up
CFH,3,4,1.1921934108426706,up
CLCA2,3,4,1.225215855474323,up
DCLK1,3,4,1.2438720957530347,up
MMP13,3,4,1.2059037484491135,up
PSD3,3,4,1.2244562060695605,up
COL17A1,4,4,1.624649433871148,up
EPHA3,4,4,1.640849424037348,up
LRRN1,4,4,1.6054233586162463,up
MUC5B,4,4,1.5798866565242757,up
MXRA5,4,4,1.5740131173720828,up
SOX2,4,4,1.6472572486083097,up
ABCA3,5,4,-1.2255807044183005,down
CSF3R,5,4,-1.2828831666676008,down
GPR4,5,4,-1.275199688633987,down
NPR1,5,4,-1.2251826158333328,down
PAPSS2,5,4,-1.2339764311951449,down
PDGFRA,5,4,-1.2027503305256766,down
PLLP,5,4,-1.2120597920639593,down
SCN7A,5,4,-1.2496016709295046,down
SLCO2A1,5,4,-1.2719772585326792,down
ASPN,7,4,2.7390692264383745,up
COL14A1,7,4,2.30754654220028,up
CXCL14,7,4,2.8185915602170866,up
IL13RA2,7,4,2.322476578346872,up
KRT5,7,4,2.3392952036993466,up
MMP1,7,4,3.3575199654939305,up
MMP7,7,4,3.4712387234827253,up
MSMB,7,4,2.189799514485061,up
SFRP2,7,4,3.266161326292251,up
AGER,8,4,-1.124482715418768,down
CACNA2D2,8,4,-1.0969893468492067,down
CDH13,8,4,-1.0874218488832863,down
ID1,8,4,-1.138305895873015,down
STX11,8,4,-1.0169594564122317,down
TAMALIN,8,4,-1.0904893450718958,down
TIMP3,8,4,-0.9571386804668524,down
AOC3,9,4,-0.7936028241718018,down
ENG,9,4,-0.08222123813165261,down
KDR,9,4,-0.725724234946779,down
LIN7A,9,4,-0.7745386094948646,down
ACADL,10,4,-1.345169549760037,down
AFF3,10,4,-1.5543685456895429,down
CHI3L2,10,4,-1.4578807073781517,down
CRTAC1,10,4,-1.3542657143608776,down
EDNRB,10,4,-1.3711381566022414,down
FAM107A,10,4,-1.8718504636834732,down
FPR1,10,4,-1.4334825290877669,down
GPX3,10,4,-1.6390439418814198,down
HHIP,10,4,-1.5078308785933698,down
HSD17B6,10,4,-1.3506029457581696,down
IL18R1,10,4,-1.8377394661932775,down
PEBP4,10,4,-1.6888667469402419,down
PGC,10,4,-1.7814546379486458,down
PTPRB,10,4,-1.3809278584509794,down
S100A8,10,4,-1.636570366316527,down
SLC39A8,10,4,-1.3304662090392156,down
ZBTB16,10,4,-1.8342584110821678,down
CA4,11,4,-2.0580998757950506,down
CLEC4E,11,4,-2.0020201009304377,down
FKBP5,11,4,-2.034609136797387,down
FMO5,11,4,-1.94774392148506,down
HIF3A,11,4,-2.0151877580018662,down
IL18RAP,11,4,-2.066016586302054,down
IL1R2,11,4,-3.4012213708786185,down
IL1RL1,11,4,-2.4376763730410835,down
MGAM,11,4,-2.0293549036554617,down
PLA2G1B,11,4,-2.058622906500467,down
S100A12,11,4,-2.7214042906643328,down
SLCO4A1,11,4,-2.5659089851325865,down
ADAM17,12,4,-0.26583007116900054,down
CA2,12,4,-0.955354476896825,down
ITGA5,12,4,-0.33988986297572393,down
SFTPA2,12,4,-0.5042287757983189,down
TNNC1,12,4,-0.8901247054080298,down
HGF,13,4,0.615149733755369,up
IGF1,13,4,1.2030187297983201,up
LOXL2,13,4,0.5434686972595703,up
MMP2,13,4,0.498899969208684,up
CDH3,15,4,1.9314253226321192,up
COL15A1,15,4,1.9303192423711482,up
COMP,15,4,2.0458511309915965,up
DIO2,15,4,1.886462047774976,up
FNDC1,15,4,1.9971738545214759,up
KRT15,15,4,1.8654073266629323,up
KRT17,15,4,2.0328968496713355,up
SERPIND1,15,4,1.9745164235004664,up
SLAMF7,15,4,1.8390785961022411,up
SULF1,15,4,1.8552756732086841,up
THY1,15,4,1.9389522460662931,up
TP63,15,4,1.9856203146605973,up
BMP4,16,4,0.8135979158352006,up
COL5A2,16,4,0.9113183669743226,up
FGF1,16,4,0.46530693870074735,up
GPNMB,16,4,0.7555182516876765,up
IGFL2,16,4,0.7954782468258643,up
ITGAV,16,4,0.4601800979038277,up
KRT14,16,4,0.7392473825037357,up
NEK11,16,4,0.7793529775270769,up
SERPINI2,16,4,0.9239662783366013,up
SYTL2,16,4,0.7896117030424832,up
TGFB2,16,4,0.9079257347469659,up
COL1A2,17,4,1.024410318473391,up
COL6A3,17,4,1.066056235121382,up
HHLA2,17,4,1.003731479621382,up
HMCN1,17,4,1.1360128047054154,up
HSPA4L,17,4,1.0741417237245565,up
IL33,17,4,1.0158303987810466,up
ITGB8,17,4,1.1408277848295987,up
LTBP1,17,4,1.0887981835424836,up
TRIM2,17,4,1.0658298035499534,up
WDR49,17,4,1.0871581909197008,up
FCN3,18,4,-2.117171281148926,down
P2RY1,18,4,-1.4202006907021467,down
PROK2,18,4,-1.6322503748263293,down
SLC6A4,18,4,-2.18046999348226,down
TMEM100,18,4,-1.8962240605130714,down
VIPR1,18,4,-1.8710492661918776,down
COL1A1,19,4,1.8007004759850602,up
GPR87,19,4,1.7539726144929972,up
GSTA1,19,4,1.7831189192035481,up
VCAM1,19,4,1.7699759648842204,up
CLDN1,20,4,1.706925831428104,up
LRRC17,20,4,1.7217051263832868,up
SFRP4,20,4,1.708707163793652,up
