gene,n_datasets_detected,n_datasets_significant,mean_log2fc,mean_log2fc_sig,consistent_direction
ADA,3,3,0.7633016109554941,0.7633016109554941,True
ANXA7,3,3,0.1953828000000725,0.1953828000000725,False
ASXL2,3,2,0.3858883533733355,0.19899822484353802,True
BEX5,3,2,-0.23396695343735008,-0.7244214698504252,True
CAND2,3,2,0.20890348372257161,-0.21989313686666678,True
CARD8,3,2,0.478421239381543,0.6423119753086786,True
CDK5RAP2,3,2,0.5936840619798028,0.79735743174919,True
CLIP4,3,2,0.17160867592803766,-0.20112535047365965,True
CYP4X1,3,3,0.021246056876594643,0.021246056876594643,False
DCBLD2,3,2,0.3523285297136818,0.4901770646387913,False
FAT4,2,2,0.5143338062267975,0.5143338062267975,True
GNPDA1,3,2,0.28358066712412394,0.48461029070862205,False
INTS10,3,2,0.2487385707570787,-0.10590402334759341,True
KLHL9,3,2,0.20523994283149172,0.32357667147480207,False
MCUB,3,3,0.7736082489425433,0.7736082489425433,True
MRPL22,3,2,0.1544416072990941,-0.1943443117888768,True
MTIF3,3,2,0.3104671522146063,0.5500342132332889,True
NDUFA9,3,2,0.03498893727503383,-0.3536590829537789,True
PAPOLA,3,3,0.6757603279105311,0.6757603279105311,True
PGAP4,3,2,-0.06214609769996985,-0.35404210774415557,True
PLIN3,3,2,0.6607034158792126,0.6902640546086962,True
PTH2R,3,2,-0.2352037427847026,-0.7807750994895828,True
RAB26,3,2,-0.01916286385792117,-0.42999894811206474,True
RBM12B,3,2,0.4464191127409318,0.23736970974993632,True
RDH11,3,2,0.17261353095049317,0.27186708542253424,False
RMP64,3,3,0.20474638288538158,0.20474638288538158,False
RPLP1,3,3,0.7138658784567312,0.7138658784567312,True
SCMH1,3,2,0.4869674809183528,0.14099155934439,True
SLA,3,3,0.6587424625623977,0.6587424625623977,True
SNAP25,3,2,-0.145858356474332,-0.45084993522007544,False
SPINDOC,3,2,0.21684106373650755,0.19709947001337058,True
TCEAL9,3,3,0.5034853370089678,0.5034853370089678,True
TGFBR3,3,2,0.5496743041557313,0.7108683666515461,True
UNC79,3,2,0.030536981769329802,-0.254808379724353,True
UQCRC2,3,2,0.009913162724396093,-0.39301786787663495,True
XRCC6,3,2,-0.03821305923165911,-0.24911262713176097,True
ZNF581,3,2,0.43847854675220943,0.6207792350001095,True
