gene,n_datasets_detected,n_datasets_significant,mean_log2fc,mean_log2fc_sig,consistent_direction
ABHD10,3,2,0.008843471762017016,-0.35284120693793364,True
ABT1,2,2,0.047309863894559934,0.047309863894559934,False
ADCY1,3,3,0.1251204430769981,0.1251204430769981,False
ANAPC5,3,2,0.10419824206598587,-0.32040831644837997,True
ARL1,3,2,0.17819940731782827,-0.29747585441751356,True
B3GNT5,2,2,0.562068268925239,0.562068268925239,True
CNN3,3,3,0.9279821636024655,0.9279821636024655,True
DENND5A,3,2,0.5379905841233761,0.7295929933338128,True
DSP,2,2,0.49201778582448696,0.49201778582448696,True
DYNLT1,3,3,0.6837544287618078,0.6837544287618078,True
FAM81A,3,2,-0.4250624316137929,-0.6411722817676102,True
FERMT2,3,3,0.7512721128195037,0.7512721128195037,True
FGF2,3,2,0.6880247685420516,0.9028901687486559,True
GADD45A,3,2,0.7059599217518846,0.9657849246448138,True
HSF2,3,2,0.07909304153183738,-0.3422521316314373,True
HSPB3,3,2,0.14500087693022032,0.36364613392210554,False
INPP5D,3,2,0.44199495283936924,0.33216789111579703,True
IRF7,2,2,0.9868962660473843,0.9868962660473843,True
LGALS3,3,2,0.6293035666538463,0.5518506502023959,True
MMP14,2,2,0.7123409175900204,0.7123409175900204,True
MRRF,3,2,0.3511433674341415,0.5650791895810228,False
NT5C2,3,2,0.3291193077884624,0.19292331305133104,True
PFKFB2,3,2,0.19806751771729628,-0.22087383414158834,True
PGGHG,2,2,0.9085196597405414,0.9085196597405414,True
PLSCR1,2,2,0.9092291082190531,0.9092291082190531,True
POMGNT2,3,2,-0.055000227816079196,-0.30373534334790353,True
POP7,3,2,-0.1269644835422179,-0.32500974140960937,True
PPARGC1A,3,2,0.06828164613940609,-0.37961841181210465,True
PRR14,3,2,0.4724116125318784,0.6392364507497414,True
RASA1,3,2,0.17486399262350716,-0.2854776263925345,True
RBFOX2,3,2,-0.012534301442064097,-0.34779437791971723,True
RPH3A,3,2,-0.26034159646507266,-0.5439118108855281,True
SARAF,3,2,0.24268947903324514,0.4119177630658917,False
SATB1,3,2,-0.22201517625095177,-0.2849742433662259,True
SERGEF,3,2,0.12218669392536678,-0.2671340119057657,True
SERPINI1,3,2,0.06215347760982729,0.1361138634557677,False
SMO,2,2,0.7063128155508683,0.7063128155508683,True
TPK1,3,2,0.007910692032051822,-0.3210526285878761,True
TTLL12,3,2,0.05156090333284524,-0.2045051801166018,True
TUBG1,3,2,0.15361815221180888,-0.2083996224197242,True
TYMP,3,2,0.9117977891709894,0.8080967438138977,True
UBQLN2,3,2,0.3239498942502624,0.6091629114471644,False
USP4,3,2,0.26815001204785044,0.08020051227316305,False
WASF1,3,2,-0.20681489841482717,-0.394757772228278,True
WDR1,3,2,0.6622127004353843,0.9167931948710257,True
ZBTB20,3,2,0.5962140804464783,0.7762906699107432,True
ZNF395,3,2,0.5027209484026732,0.7081233432668306,True
ZNF786,3,2,0.4748410995343522,0.6416532647822968,True
