gene,cluster_id
APOL3,432
APOL6,-1
APOM,105
APOO,12
APP,434
APRT,197
APTX,50
AQP1,350
AQP3,31
ARAP2,111
ARB2A,296
AREL1,394
ARF3,50
ARF5,281
ARF6,198
ARFGAP1,208
ARFGEF1,1
ARFGEF3,261
ARFIP1,478
ARFIP2,383
ARGLU1,392
ARHGAP10,445
ARHGAP19,455
ARHGAP20,361
ARHGAP21,348
ARHGAP24,276
ARHGAP31,381
ARHGAP35,0
ARHGAP5,256
ARHGAP6,411
ARHGDIB,111
ARHGEF10,380
ARHGEF10L,138
ARHGEF12,441
ARHGEF15,340
ARHGEF16,155
ARHGEF17,25
ARHGEF18,288
ARHGEF19,222
ARHGEF28,341
ARHGEF3,201
ARHGEF40,3
ARHGEF6,2
ARHGEF7,433
ARHGEF9,258
ARID4A,202
ARID4B,394
ARID5B,211
ARIH2,173
ARL2,315
ARL4D,41
ARL6IP1,76
ARL6IP5,219
ARLN,454
ARMC8,166
ARMCX1,252
ARMH3,413
ARNT,70
ARNT2,228
ARPC1B,386
ARPC4,139
ARPC5L,308
ARPP19,-1
ARRB1,126
ARRDC1,151
ARRDC2,145
ARRDC3,21
ARRDC4,128
ARSD,12
ARSJ,387
ASAH1,353
ASAP3,442
ASB1,449
ASB13,342
ASB6,405
ASH1L,390
ASIC1,91
ASL,434
ASNS,385
ASPA,133
ASPH,350
ASPHD1,145
ASPM,292
ASPSCR1,309
ASS1,270
ASXL1,292
ATAD2,74
ATAD2B,152
ATAD3A,266
ATAD5,88
ATE1,99
ATF1,138
ATF2,132
ATF3,-1
ATF4,243
ATF6,139
ATF7,402
ATF7IP,138
ATG10,28
ATG101,394
ATG12,441
ATG16L1,143
ATG4B,171
ATG4D,201
ATG5,132
ATG7,100
ATIC,456
ATL3,173
ATMIN,452
ATOH8,344
ATP11A,463
ATP11B,311
ATP11C,68
ATP13A1,60
ATP13A2,251
ATP1A1,87
ATP1A2,339
ATP1B1,415
ATP23,20
ATP2A2,462
ATP2A3,4
ATP2B4,341
ATP2C1,33
ATP5F1A,69
ATP5F1C,293
ATP5F1E,109
ATP5IF1,429
ATP5MC1,171
ATP5MC3,463
ATP5MG,173
ATP5MJ,102
ATP5PF,254
ATP5PO,-1
ATP6AP1,121
ATP6V0B,294
ATP6V0C,31
ATP6V1C1,42
ATP6V1D,164
ATP6V1G1,262
ATP6V1H,438
ATP7B,54
ATP8B1,114
ATP9A,5
ATPAF1,230
ATRIP,439
ATXN7L3,359
AUH,238
AUP1,287
AURKA,233
AUTS2,193
AVEN,268
AVL9,314
AVPI1,72
AVPR1A,191
AXIN1,190
AXIN2,447
AXL,461
AZGP1,14
AZI2,374
AZIN2,237
B3GALNT1,346
B3GALNT2,450
B3GALT6,192
B3GAT3,143
B3GNT2,111
B4GALT1,388
B4GALT2,464
B4GALT3,263
B4GALT4,203
B4GALT7,195
B4GAT1,95
B9D1,224
BAALC,301
BACE1,127
BAG1,104
BAG4,11
BAIAP2L1,226
BAMBI,346
BANF1,288
BANK1,355
BANP,111
BARD1,107
BATF,110
BAZ1A,283
BBS10,476
BBS9,322
BCAP29,173
BCAR1,76
BCAR3,189
BCAS4,49
BCHE,461
BCKDHB,66
BCKDK,42
BCL10,197
BCL2,253
BCL2L1,147
BCL2L11,147
BCL2L12,314
BCL2L13,245
BCL2L2,247
BCL6,459
BCL7B,-1
BCL7C,115
BCL9,75
BCOR,407
BCS1L,413
BDH1,111
BDH2,160
BDKRB2,70
BECN1,464
BEND3,-1
BEND7,181
BET1L,440
BGN,108
BHLHE22,463
BHLHE40,285
BHLHE41,135
BHMT2,215
BICC1,20
BICDL1,-1
BICDL2,480
BIK,193
BIN1,8
BIRC5,233
BIVM,312
BLCAP,432
BLNK,385
BLOC1S2,36
BLZF1,136
BMERB1,41
BMP1,7
BMP2,162
BMP4,396
BMP5,103
BMP6,403
BMPR1A,396
BNC2,272
BNIP2,191
BNIP3,229
BNIP3L,376
BOC,423
BOK,362
BOLA2B,205
BOLA3,88
BORCS8,464
BPNT1,165
BRCA2,56
BRCC3,306
BRD1,106
BRD2,365
BRD7,101
BRD8,251
BRI3,330
BRI3BP,152
BRIP1,55
BRMS1,207
BRMS1L,301
BRWD1,283
BSN,88
BSPRY,193
BST2,193
BTBD18,79
BTBD3,43
BTBD6,239
BTD,279
BTG1,254
BTG2,204
BTN2A1,140
BTN2A2,185
BTNL9,320
BTRC,223
BUB1B,148
BUB3,167
BUD23,288
BYSL,12
BZW2,389
C11orf96,220
C11orf98,60
C12orf76,438
C14orf180,339
C15orf40,-1
C16orf86,41
C16orf89,65
C19orf12,307
C19orf33,261
C1QA,330
C1QB,137
C1QBP,387
C1QTNF1,211
C1S,128
C1orf115,210
C1orf116,13
C1orf122,90
C1orf35,456
C22orf39,381
C2CD2,8
C2CD3,207
C2orf74,175
C2orf81,52
C3,375
C3orf18,45
C3orf52,480
C4B_2,435
C4orf46,80
C5AR2,88
C5orf22,430
C5orf46,261
C6,461
C6orf120,279
C6orf62,477
C7,377
C9orf152,151
C9orf40,452
C9orf72,28
CA12,435
CA2,286
CA3,20
CA4,29
CA8,54
CAB39,41
CAB39L,189
CABLES1,219
CABLES2,50
CACFD1,288
CACHD1,326
CACNA2D1,30
CACNB3,462
CADM1,358
CALB2,213
CALCOCO1,448
CALCOCO2,194
CALCRL,461
CALHM2,476
CALHM5,463
CALM1,20
CALML4,413
CAMK1,-1
CAMK2D,158
CAMK2N1,14
CANT1,116
CANX,286
CAP2,161
CAPG,151
CAPN1,206
CAPN13,152
CAPN2,104
CAPN7,57
CAPN8,261
CAPRIN2,313
CAPS,480
CAPZB,179
CARD10,427
CARD19,119
CARD6,458
CARD8,80
CARMIL1,198
CASK,389
CASKIN2,254
CASP1,127
CASP10,41
CASP3,456
CASP6,394
CASP9,198
CASQ2,10
CAST,58
CASTOR1,463
CASZ1,151
CAT,29
CAV1,215
CAV2,370
CAVIN1,8
CAVIN2,133
CAVIN3,241
CBFA2T2,249
CBL,469
CBLL1,477
CBX1,371
CBX3,456
CBX4,228
CBX5,290
CBX6,139
CBX7,357
CBY1,452
CC2D1A,168
CC2D2A,173
CCAR1,358
CCDC107,364
CCDC117,198
CCDC137,288
CCDC167,263
CCDC178,326
CCDC24,205
CCDC28A,374
CCDC3,320
CCDC43,186
CCDC47,197
CCDC50,37
CCDC57,306
CCDC6,34
CCDC69,59
CCDC7,302
CCDC71L,135
CCDC74B,74
CCDC80,162
CCDC82,109
CCDC88C,55
CCDC92,316
CCDC97,61
CCHCR1,195
CCL13,220
CCL2,125
CCL4,45
CCL5,31
CCL8,420
CCM2L,344
CCN1,11
CCN4,225
CCN5,356
CCNB1,226
CCNB2,148
CCND2,421
CCNDBP1,220
CCNF,250
CCNG1,403
CCNH,272
CCNI,27
CCNK,464
CCNL2,34
CCNQ,198
CCNT1,186
CCP110,443
CCR5,334
CCSAP,51
CCSER2,24
CCT2,436
CCT5,450
CCT6A,328
CCT7,198
CCT8,112
CD14,11
CD151,38
CD163,11
CD163L1,321
CD164,99
CD2,460
CD200,461
CD209,417
CD22,464
CD24,292
CD248,274
CD27,223
CD276,98
CD2AP,155
CD2BP2,359
CD300LG,339
CD34,277
CD36,134
CD37,351
CD47,117
CD5,92
CD6,223
CD63,7
CD69,57
CD74,217
CD81,402
CD82,97
CD83,57
CD8A,31
CD9,414
CD93,243
CD99,303
CD99L2,174
CDAN1,299
CDC14B,350
CDC16,23
CDC20,292
CDC25A,92
CDC26,254
CDC37L1,305
CDC42,100
CDC42BPB,169
CDC42EP2,432
CDC42EP4,254
CDC42SE1,410
CDC50B,193
CDC7,62
CDC73,455
CDCA3,193
CDCA4,82
CDH1,292
CDH11,87
CDH4,91
CDH5,72
CDK1,225
CDK12,16
CDK2,231
CDK20,196
CDK2AP2,467
CDK4,387
CDK5,144
CDK5RAP1,359
CDK5RAP3,308
CDK7,118
CDKAL1,44
CDKN1C,213
CDKN2A,15
CDKN2B,400
CDKN2C,216
CDKN3,149
CDO1,133
CDON,135
CDS1,193
CDS2,282
CDV3,243
CDY1B,313
CDYL2,77
CEACAM6,435
CEBPA,176
CEBPB,241
CEBPD,253
CELF2,8
CELSR1,233
CELSR2,63
CENATAC,-1
CENPF,225
CENPN,251
CENPU,226
CENPW,334
CENPX,1
CEP112,72
CEP120,313
CEP126,424
CEP135,359
CEP15,414
CEP164,343
CEP170B,306
CEP350,306
CEP55,63
CEP57,41
CEP63,127
CEP68,381
CEP78,289
CEP85,142
CEP85L,312
CERCAM,52
CERS2,208
CERS4,309
CERS5,170
CERS6,456
CERT1,432
CES2,173
CES3,88
CETN2,203
CETN3,442
CETP,105
CFAP298,410
CFB,148
CFD,154
CFDP1,465
CFH,153
CFHR1,162
CFL1,124
CFL2,337
CFLAR,310
CGGBP1,104
CGN,107
CH25H,330
CHAF1A,43
CHCHD10,461
CHCHD7,102
CHD1,114
CHD1L,418
CHD3,288
CHD4,179
CHD7,283
CHD8,155
CHDH,472
CHFR,288
CHKA,288
CHL1,176
CHLSN,289
CHML,234
CHMP1B,164
CHMP4C,193
CHMP5,43
CHORDC1,197
CHP1,269
CHPF,110
CHPF2,167
CHPT1,26
CHRDL1,134
CHST10,413
CHST11,383
CHST15,346
CHST2,64
CHST3,402
CHST7,268
CHSY1,394
CHTF18,193
CHTOP,141
CIAO3,179
CIAPIN1,434
CIB1,314
CIB2,64
CIBAR1,65
CIC,75
CIDEA,59
CIDEC,178
CILP,-1
CIRBP,27
CIRSR,256
CISH,196
CITED2,130
CKAP4,151
CKAP5,287
CKB,129
CKLF,147
CKMT1A,385
CKMT2,93
CKS2,292
CLASP1,109
CLASRP,199
CLBA1,141
CLCC1,282
CLCN6,136
CLCN7,365
CLDN1,223
CLDN10,92
CLDN11,325
CLDN12,431
CLDN15,302
CLDN3,333
CLDN4,193
CLDN5,2
CLDN7,107
CLDN8,442
CLDND1,293
CLEC10A,221
CLEC11A,408
CLEC14A,445
CLEC16A,123
CLEC1A,191
CLEC2B,382
CLEC7A,87
CLGN,468
CLIC2,211
CLIC4,173
CLIC5,345
CLIP1,255
CLIP3,255
CLIP4,-1
CLK2,235
CLMP,320
CLN3,456
CLSTN1,193
CLSTN2,20
CLTC,319
CLU,-1
CMA1,461
CMAS,197
CMC1,-1
CMC2,101
CMC4,446
CMIP,52
CMPK1,475
CMPK2,14
CMTM4,431
CMTM6,409
CMTR1,437
CNBP,322
CNDP2,450
CNIH1,310
CNIH4,171
CNN3,256
CNOT11,207
CNOT2,438
CNOT6,168
CNOT9,147
CNPY2,308
CNPY3,365
CNRIP1,338
CNTFR,91
COA1,-1
COA3,258
COA6,332
COASY,203
COBL,389
COBLL1,8
COCH,452
COG2,309
COIL,287
COL10A1,292
COL11A1,292
COL14A1,132
COL15A1,375
COL16A1,31
COL4A1,244
COL4A2,81
COL4A5,193
COL5A1,184
COL5A2,246
COL5A3,453
COL6A6,401
COL8A2,366
COLEC11,204
COLEC12,65
COMMD4,195
COMMD6,425
COMMD7,288
COMMD8,392
COMMD9,302
COMP,188
COMTD1,266
COPA,179
COPB1,456
COPE,281
COPG1,470
COPRS,322
COPS2,267
COPS3,293
COPS7B,169
COPS9,35
COPZ1,166
COPZ2,355
COQ10A,80
COQ2,309
COQ8A,8
COQ8B,217
CORO1B,342
CORO2A,480
CORO2B,411
COX14,239
COX16,79
COX20,470
COX4I1,254
COX4I2,158
COX6C,456
COX7A1,59
COX7A2,455
COXFA4L3,188
CPAP,146
CPE,304
CPED1,320
CPM,214
CPNE1,170
CPNE2,458
CPPED1,293
CPQ,296
CPSF6,371
CPVL,130
CPXM2,66
CRABP2,18
CRACDL,309
CRADD,69
CRB3,207
CRBN,219
CRCP,391
CREB1,104
CREB3L1,471
CREB3L4,18
CREBBP,224
CREBL2,211
CREBRF,41
CREBZF,-1
CREG1,189
CRELD2,124
CRIM1,20
CRIP1,478
CRIP2,366
CRISP2,198
CRISP3,62
CRK,248
CRLS1,21
CRNKL1,443
CROT,358
CRTAP,432
CRTC3,425
CRY1,318
CRY2,432
CRYAB,59
CRYBG3,2
CRYL1,244
CRYZL1,282
CS,268
CSAD,301
CSDE1,433
CSE1L,170
CSF1,446
CSF1R,420
CSGALNACT1,459
CSK,291
CSNK1A1,473
CSNK1E,477
CSNK1G1,309
CSNK1G2,332
CSNK2A1,306
CSNK2A2,425
CSPG4,181
CSPP1,197
CSRNP1,137
CSRNP2,31
CSRP2,38
CST3,396
CST7,43
CSTA,349
CSTF2,231
CSTF3,389
CSTPP1,251
CTAGE8,32
CTBP2,193
CTCF,33
CTDNEP1,7
CTDP1,223
CTDSP1,80
CTDSP2,449
CTHRC1,63
CTIF,344
CTLA4,88
CTNNAL1,93
CTPS1,121
CTPS2,235
CTSC,137
CTSD,-1
CTSF,173
CTSG,296
CTSH,358
CTXND1,90
CUEDC1,196
CUL7,198
CUTA,98
CUTC,350
CWC22,5
CXADR,292
CXCL10,148
CXCL12,212
CXCL14,273
CXCL2,297
CXCL9,261
CXCR2,136
CXCR4,284
CXXC5,114
CYB561,415
CYB561D2,168
CYB5A,11
CYB5B,131
CYB5D2,419
CYB5R3,58
CYB5R4,392
CYBC1,86
CYBRD1,65
CYCS,392
CYFIP2,63
CYGB,349
CYLD,392
CYP26B1,2
CYP2R1,383
CYP2U1,247
CYP4B1,273
CYP4F12,311
CYRIA,243
CYSTM1,220
CYYR1,307
CZIB,398
DAAM1,245
DAAM2,324
DAGLB,207
DAP,124
DAP3,389
DAPK2,421
DAXX,179
DAZAP1,34
DBF4,295
DCAF10,258
DCAF11,1
DCAF12,198
DCAF13,264
DCAF16,164
DCAF17,199
DCAF4,31
DCAF7,1
DCBLD2,445
DCLK1,37
DCLRE1C,15
DCN,377
DCP1A,70
DCPH1,218
DCPS,33
DCTN5,365
DCTN6,19
DCTPP1,82
DCUN1D3,348
DCUN1D4,403
DDAH1,394
DDAH2,127
DDHD2,459
DDN,91
DDOST,438
DDR2,176
DDRGK1,224
DDTL,230
DDX1,131
DDX11,280
DDX17,166
DDX18,186
DDX21,197
DDX23,394
DDX24,158
DDX27,406
DDX31,124
DDX39A,60
DDX41,98
DDX49,438
DDX50,440
DDX56,384
DDX59,114
DDX6,313
DDX60,286
DECR1,238
DEDD2,171
DEFB1,293
DEFB132,362
DEGS2,74
DENND10,402
DENND1B,480
DENND2A,350
DENND4B,106
DENND4C,475
DENND5A,157
DENND5B,174
DENR,394
DEPP1,215
DERL3,119
DET1,313
DGAT1,336
DGAT2,339
DGKA,434
DGKD,456
DGKH,179
DHCR24,285
DHCR7,443
DHDDS,379
DHRS11,335
DHRS12,66
DHRS13,479
DHRS3,212
DHRS7B,189
DHRSX,88
DHTKD1,78
DHX15,347
DHX33,180
DHX57,101
DHX58,147
DHX9,451
DIABLO,168
DIAPH1,283
DIAPH2,29
DIP2A,478
DIP2B,40
DIP2C,296
DIPK1A,2
DIPK2A,160
DIS3,136
DIS3L,66
DIXDC1,274
DKK3,14
DLAT,157
DLC1,270
DLD,241
DLG1,70
DLG3,107
DLG5,285
DLST,71
DMD,361
DMTN,341
DMXL1,353
DNAAF11,359
DNAAF5,141
DNAH17,160
DNAH9,303
DNAJA2,256
DNAJA3,474
DNAJB1,136
DNAJB11,299
DNAJB4,277
DNAJC1,480
DNAJC10,117
DNAJC11,259
DNAJC12,444
DNAJC19,123
DNAJC2,288
DNAJC24,16
DNAJC7,289
DNAJC8,475
DNAJC9,264
DNAL4,388
DNASE1L3,362
DNASE2,124
DNLZ,217
DNM1,254
DNM2,164
DNMT1,-1
DNMT3A,82
DNMT3B,86
DNPH1,393
DNTTIP1,288
DOCK1,448
DOCK11,361
DOCK5,16
DOCK6,432
DOLPP1,199
DONSON,-1
DOP1A,322
DPCD,193
DPH2,222
DPH3,254
DPH7,171
DPM2,328
DPP3,480
DPP4,272
DPT,133
DPY30,288
DPYD,129
DPYSL2,317
DRAM2,157
DRAP1,223
DRG1,70
DSE,244
DSP,292
DST,191
DSTYK,0
DTD2,130
DTL,292
DTNB,168
DTWD1,106
DTX1,17
DTX3,283
DTX3L,152
DTYMK,206
DUOX2,92
DUS1L,12
DUSP1,336
DUSP12,288
DUSP14,230
DUSP22,433
DUSP3,11
DUSP4,53
DUSP5,166
DUSP6,276
DVL3,434
DXO,306
DYNC1LI1,124
DYNC1LI2,448
DYNC2H1,248
DYNC2I2,107
DYNLT1,429
DYNLT2B,235
DYRK2,223
DYRK4,139
DZIP1,302
E2F2,310
E2F3,334
E2F4,164
E4F1,266
EARS2,60
EBF1,339
EBF2,153
EBF3,360
EBP,60
EBPL,358
ECE1,258
ECH1,315
ECHDC1,29
ECHDC3,176
ECHS1,240
ECI2,252
ECM2,216
ECPAS,301
ECRG4,401
ECSCR,349
ECT2,149
EDEM1,306
EDEM3,418
EDF1,404
EDIL3,223
EDN1,282
EDNRB,47
EEA1,24
EEF1A1,-1
EEF1A2,62
EEF2,440
EEIG1,456
EEPD1,364
EFCAB11,-1
EFCAB14,445
EFEMP1,212
EFEMP2,11
EFHC2,56
EFHD1,408
EFNA1,435
EFNA3,179
EFNA4,415
EFNA5,423
EFNB2,13
EFR3A,171
EGFL6,354
EGFLAM,300
EGFR,297
EGLN1,312
EGLN3,1
EGR1,244
EGR2,229
EGR3,229
EHBP1,9
EHD1,70
EHD2,8
EHHADH,65
EHMT1,31
EHMT2,428
EID1,80
EIF1,245
EIF1B,447
EIF2AK1,284
EIF2AK3,443
EIF2B1,322
EIF2B2,455
EIF2B3,296
EIF2B5,155
EIF2D,301
EIF2S1,310
EIF2S2,101
EIF3A,41
EIF3F,301
EIF3G,312
EIF3H,367
EIF3I,164
EIF3K,312
EIF3L,469
EIF4A3,86
EIF4B,95
EIF4E2,124
EIF4E3,174
EIF4EBP2,432
EIF6,171
EIPR1,168
ELAPOR1,444
ELAVL1,260
ELF3,284
ELF5,259
ELK1,187
ELK3,399
ELK4,352
ELL3,431
ELMO3,294
ELMOD3,362
ELOA,425
ELOF1,288
ELOVL5,305
ELP2,78
ELP5,136
EMC10,17
EMC3,395
EMC9,165
EMCN,275
EMD,319
EME1,121
EMILIN2,336
EML1,-1
EML2,155
EML3,254
EMP1,275
EMX2,20
ENAH,436
ENC1,209
ENDOG,393
ENDOV,112
ENG,158
ENO2,295
ENO3,88
ENOPH1,389
ENPEP,175
ENPP2,176
ENPP4,26
ENPP5,261
ENSA,327
ENTPD6,457
ENTR1,438
ENTREP1,310
ENTREP3,32
EOGT,317
EOLA1,124
EOLA2,193
EP400,31
EPAS1,9
EPB41L1,135
EPB41L2,8
EPB41L3,316
EPB41L4B,421
EPB41L5,283
EPB42,461
EPCAM,292
EPDR1,400
EPHA1,473
EPHB2,196
EPHB3,94
EPHB4,284
EPHX1,377
EPHX2,230
EPM2A,17
EPM2AIP1,111
EPPK1,166
EPRS1,437
EPS15,173
EPS8,421
EPS8L1,415
EPS8L2,193
ERAL1,427
ERAP1,130
ERBB2,456
ERBB3,414
ERCC2,122
ERCC5,132
ERCC8,130
ERG,191
ERG28,-1
ERGIC1,291
ERGIC2,289
ERMP1,234
ERP27,107
ERP29,76
ESAM,380
ESCO1,474
ESD,433
ESF1,439
ESR1,14
ESRP1,193
ESYT1,277
ETF1,244
ETFA,135
ETFB,297
ETFDH,377
ETFRF1,128
ETNK1,265
ETS1,475
EVA1B,343
EVI5,5
EVL,121
EXO5,16
EXOC1,395
EXOC2,224
EXOC6,386
EXOC6B,341
EXOSC2,106
EXOSC4,48
EXOSC5,405
EXOSC7,191
EXPH5,366
EXTL2,322
EZH1,58
EZH2,18
EZR,108
F10,161
F11R,60
F12,227
F13A1,356
F2R,223
F2RL2,284
F3,210
F8,369
FAAH,190
FAAH2,480
FAAP100,6
FABP3,26
FABP4,177
FABP5,153
FADD,407
FADS2,43
FADS3,275
FAF2,78
FAH,376
FAM107A,73
FAM110C,261
FAM110D,244
FAM111A,430
FAM120C,440
FAM135A,311
FAM13A,213
FAM13C,424
FAM149A,400
FAM149B1,301
FAM162B,325
FAM168A,413
FAM171A1,398
FAM174B,333
FAM174C,392
FAM193B,115
FAM204A,173
FAM222B,190
FAM228B,174
FAM234B,309
FAM241A,248
FAM241B,193
FAM43A,459
FAM53B,390
FAM91A1,200
FAM98B,301
FAM98C,98
FANCF,480
FANCG,208
FANCL,291
FAP,418
FARP1,94
FARP2,217
FARSA,170
FASN,330
FASTK,309
FASTKD1,287
FAT1,68
FAT4,65
FAXDC2,221
FBL,224
FBLIM1,472
FBLN1,65
FBLN2,270
FBLN5,10
FBLN7,312
FBN1,125
FBP1,-1
FBRS,138
FBRSL1,55
FBXL14,32
FBXL16,226
FBXL17,469
FBXL19,155
FBXL2,437
FBXL3,463
FBXL5,241
FBXL7,26
FBXO16,71
FBXO17,130
FBXO22,392
FBXO25,330
FBXO3,45
FBXO33,103
FBXO45,291
FBXO46,334
FBXO5,450
FBXO8,463
FBXO9,321
FBXW4,71
FBXW7,23
FCER1A,229
FCGR2B,420
FCMR,472
FDPS,410
FDX2,217
FEM1B,470
FEN1,166
FER,433
FERMT2,46
FEZ1,379
FEZ2,421
FGD1,112
FGD3,87
FGD4,160
FGD5,447
FGF1,344
FGF13,129
FGF2,10
FGF7,238
FGFBP2,362
FGFR1,432
FGFR3,233
FGFR4,124
FGFRL1,322
FGL2,240
FHDC1,334
FHIP2A,173
FHIP2B,139
FHL1,59
FIBP,16
FIGN,324
FIGNL1,334
FILIP1L,377
FIS1,395
FITM2,173
FKBP10,36
FKBP11,249
FKBP2,391
FKBP4,389
FKBP5,162
FLAD1,199
FLI1,282
FLNC,126
FLT1,1
FLVCR1,107
FMC1,461
FMNL2,304
FMO1,452
FMO2,215
FMO3,221
FMO4,71
FMOD,275
FN1,389
FNBP1L,182
FNDC4,296
FNIP2,157
FNTA,126
FOLR1,309
FOLR2,210
FOS,336
FOSB,59
FOXA1,292
FOXK1,54
FOXK2,209
FOXN2,348
FOXN3,412
FOXO1,8
FOXO3B,136
FOXO4,67
FOXO6,480
FOXP2,325
FRA10AC1,126
FRAT2,351
FRK,250
FRMD3,403
FRMD4A,432
FRMD4B,69
FRZB,43
FSAF1,172
FSIP1,334
FST,452
FSTL1,377
FSTL3,245
FSTL4,35
FTL,296
FTO,41
FUBP1,457
FUNDC2,67
FUS,436
FUT1,55
FUT8,443
FXYD1,47
FXYD3,383
FXYD6,317
FYCO1,372
FYN,421
FZD1,183
FZD2,431
FZD4,47
FZD5,275
FZD6,358
FZD7,164
G0S2,134
G3BP1,367
G6PC3,467
GAA,365
GAB2,277
GABARAPL1,277
GABARAPL2,41
GABBR1,166
GABPA,463
GABRB3,88
GABRP,257
GADD45A,28
GADD45G,16
GAK,6
GAL3ST4,394
GALE,116
GALNS,32
GALNT10,418
GALNT12,220
GALNT15,362
GALNT16,458
GALNT3,193
GALNT6,188
GALNT7,435
GALT,399
GAMT,258
GANAB,250
GAPDH,124
GAR1,288
GAREM1,95
GARNL3,392
GARS1,288
GART,366
GAS1,376
GAS2L1,132
GAS2L3,53
GAS6,243
GAS7,37
GATA2,404
GATA3,292
GATB,189
GATC,113
GATD3,64
GBE1,275
GBP1,477
GCAT,86
GCFC2,395
GCH1,116
GCHFR,452
GCLC,296
GCNT1,168
GDAP1,12
GDF10,130
GDF15,415
GDF5,302
GDI1,223
GDPD5,72
GEM,305
GET3,147
GFOD1,426
GFPT2,128
GFUS,116
GGA1,405
GGA2,465
GGCT,295
GGPS1,451
GGT5,452
GHR,133
GID4,381
GID8,351
GIMAP1,458
GIMAP4,181
GIMAP6,378
GIMAP7,221
