gene,cluster_id
ARHGAP32,46
ARHGAP39,392
ARHGAP44,436
ARHGAP45,40
ARHGAP6,146
ARHGDIA,307
ARHGEF1,387
ARHGEF10,50
ARHGEF10L,267
ARHGEF15,357
ARHGEF2,263
ARHGEF25,203
ARHGEF26,81
ARHGEF28,167
ARID1A,126
ARID3B,-1
ARID4A,427
ARID4B,407
ARID5A,65
ARID5B,152
ARL1,396
ARL14EP,200
ARL15,336
ARL4C,379
ARL6IP5,303
ARL8A,241
ARMC1,202
ARMC10,369
ARMC3,42
ARMC5,56
ARMC9,14
ARMCX2,333
ARMH1,416
ARMH4,8
ARNT2,278
ARRB1,47
ARRDC2,47
ARSJ,182
ASAH1,175
ASB13,306
ASB2,135
ASB5,374
ASCC3,439
ASPH,246
ASPHD2,409
ASPM,437
ASPN,194
ASRGL1,352
ASTN2,372
ASXL2,234
ATF4,347
ATF7,60
ATG16L2,422
ATG2A,426
ATG4C,239
ATIC,111
ATL2,202
ATOH8,181
ATP10B,314
ATP11A,339
ATP11C,268
ATP12A,399
ATP13A2,88
ATP13A4,209
ATP1A1,113
ATP1B1,276
ATP1B2,8
ATP1B3,241
ATP2A2,233
ATP2A3,323
ATP2B1,284
ATP2B4,25
ATP2C2,258
ATP5F1D,283
ATP5MK,61
ATP6AP1,341
ATP6V0D1,308
ATP6V0D2,432
ATP6V0E2,366
ATP6V1E1,208
ATP8A1,134
ATP8B4,235
ATP9A,265
ATR,447
ATRX,-1
ATXN1,409
AURKA,425
AVIL,28
AVPR1A,284
AZGP1,33
AZI2,216
AZIN1,182
B3GALNT1,50
B3GALNT2,163
B3GAT3,90
B3GNT3,373
B3GNT7,269
B4GALT4,202
BAALC,90
BAAT,354
BACE2,384
BACH1,177
BACH2,174
BAG1,140
BAG2,225
BAG6,306
BAIAP2,380
BANF1,369
BARD1,337
BAZ2A,306
BBLN,409
BBOX1,266
BBS1,268
BBS12,231
BBS2,233
BBS5,143
BBS9,201
BCAP29,97
BCAP31,20
BCAS1,398
BCAS3,288
BCAT1,288
BCAT2,289
BCHE,290
BCKDHA,240
BCL11A,309
BCL11B,447
BCL2,327
BCL2A1,292
BCL6,112
BCLAF3,344
BDKRB1,373
BDKRB2,277
BDNF,72
BEAN1,341
BEND5,429
BEND6,261
BEND7,436
BEST1,347
BEST4,343
BET1,204
BET1L,336
BEX1,-1
BFAR,40
BGN,185
BHLHE22,297
BHLHE40,127
BHLHE41,326
BHMT2,345
BICC1,106
BIK,333
BIRC3,311
BKGD,28
BLID,192
BLK,311
BLNK,53
BLOC1S1,56
BLVRA,104
BLVRB,0
BMAL1,0
BMAL2,373
BMERB1,295
BMP2,220
BMP2K,248
BMP4,384
BMP7,118
BMP8A,109
BMP8B,64
BMPER,241
BMPR2,33
BMX,218
BNC2,320
BNIP3,328
BOC,19
BORCS7,337
BPHL,205
BPIFB1,194
BRD3OS,261
BRD8,88
BRINP3,384
BRMS1,214
BSPRY,45
BTBD1,433
BTBD8,226
BTC,321
BTLA,424
BTN2A2,345
BTN3A1,230
BTN3A3,231
BTNL8,105
BTNL9,36
BUB1B,182
BYSL,24
C11orf16,403
C11orf24,369
C11orf96,356
C12orf75,165
C16orf87,46
C16orf89,333
C1GALT1,29
C1QA,379
C1QC,378
C1QTNF2,305
C1QTNF6,446
C1QTNF7,284
C1orf162,40
C1orf198,71
C1orf21,71
C1orf210,329
C1orf54,106
C2,371
C20orf96,120
C2CD3,18
C2CD4B,110
C2orf81,411
C3AR1,359
C3orf70,121
C4B_2,447
C5AR2,423
C5orf15,4
C5orf63,386
C6orf132,433
C6orf141,118
C6orf89,56
C7orf57,415
C8orf34,384
C9orf50,51
CA11,238
CA12,178
CA2,270
CA3,400
CA4,36
CABLES1,139
CABLES2,318
CACHD1,374
CACNA1C,284
CACNA1D,175
CACNA1H,21
CACNA2D1,374
CACNA2D2,146
CACNA2D3,348
CACNB1,347
CACNB2,122
CACNB3,120
CACNB4,157
CACNG4,139
CACNG6,284
CADM3,227
CADPS,116
CALB2,280
CALCOCO1,111
CALCOCO2,112
CALM2,13
CALML4,285
CAMK1D,286
CAMK4,-1
CAMSAP1,292
CAMSAP3,430
CAP2,375
CAPN1,15
CAPN13,382
CAPN5,414
CAPN6,55
CAPNS1,253
CAPNS2,327
CAPS,197
CAPS2,197
CARD11,372
CARD6,395
CARF,31
CARMIL1,0
CASD1,409
CASKIN2,26
CASP12,369
CASP3,13
CASS4,241
CASTOR2,419
CASZ1,258
CATSPERB,196
CAV1,137
CAV2,33
CAVIN2,11
CBFA2T3,363
CBLB,91
CBLN3,261
CBLN4,93
CBS,32
CBX1,366
CC2D2A,7
CC2D2B,230
CCAR1,331
CCBE1,187
CCDC102A,346
CCDC102B,235
CCDC125,84
CCDC14,98
CCDC141,2
CCDC146,165
CCDC149,28
CCDC170,290
CCDC191,68
CCDC22,56
CCDC24,200
CCDC28B,441
CCDC3,372
CCDC34,250
CCDC39,428
CCDC47,330
CCDC60,158
CCDC69,222
CCDC7,307
CCDC71L,227
CCDC74B,221
CCDC78,373
CCDC80,130
CCDC85A,75
CCDC88A,141
CCDC88C,369
CCDC89,9
CCDC90B,345
CCDC91,202
CCK,137
CCL11,190
CCL13,309
CCL18,309
CCL19,445
CCL2,89
CCL21,372
CCL22,124
CCL23,222
CCL24,439
CCL26,211
CCL5,277
CCL7,230
CCL8,446
CCM2L,357
CCN1,178
CCN5,49
CCNA1,54
CCNA2,286
CCNB1,428
CCNB1IP1,21
CCNB2,248
CCND1,338
CCND2,95
CCND3,113
CCNE1,293
CCNJL,170
CCNL1,263
CCNO,343
CCNQ,339
CCNYL1,189
CCP110,144
CCR10,253
CCR5,281
CCR6,83
CCR7,182
CCR8,121
CCSER1,118
CD101,127
CD151,142
CD163,105
CD163L1,1
CD177,219
CD180,226
CD19,372
CD1A,442
CD1B,293
CD1C,309
CD1E,125
CD2,277
CD200,354
CD200R1,120
CD207,95
CD209,243
CD24,195
CD248,365
CD27,57
CD274,146
CD276,-1
CD28,92
CD300LF,381
CD300LG,257
CD36,32
CD38,138
CD3D,304
CD3E,182
CD3G,373
CD4,10
CD5,294
CD55,241
CD58,139
CD59,72
CD5L,62
CD6,123
CD69,22
CD74,442
CD79A,190
CD79B,243
CD83,141
CD84,203
CD8A,89
CD8B,224
CD96,446
CD99,104
CDA,177
CDC14A,74
CDC14B,416
CDC20,366
CDC25B,350
CDC42BPA,122
CDC42BPB,44
CDC42EP2,112
CDC42EP4,394
CDCA7,309
CDCA7L,330
CDCP1,275
CDH11,99
CDH13,146
CDH19,391
CDH2,198
CDH23,363
CDH26,93
CDH3,154
CDH5,39
CDH6,297
CDIN1,201
CDK1,182
CDK11A,241
CDK14,9
CDK2,103
CDK20,204
CDK2AP2,381
CDKL2,289
CDKL5,352
CDKN1A,111
CDKN2A,94
CDKN2D,186
CDKN3,205
CDO1,359
CDON,442
CEACAM19,400
CEACAM4,289
CEBPA,90
CEBPB,394
CEBPD,328
CEBPE,363
CEBPG,387
CEBPZ,62
CECR2,47
CELSR1,37
CELSR2,248
CEMIP2,188
CENATAC,210
CENPF,406
CENPK,428
CENPV,267
CENPW,444
CEP126,290
CEP128,152
CEP135,262
CEP20,175
CEP290,144
CEP41,438
CEP43,265
CEP44,312
CEP55,99
CEP57,295
CEP68,299
CEP78,18
CEP83,406
CEP97,403
CERCAM,8
CERS2,100
CES1,257
CES2,336
CETN2,334
CFAP100,10
CFAP107,1
CFAP119,143
CFAP126,354
CFAP157,355
CFAP184,447
CFAP206,198
CFAP20DC,55
CFAP210,221
CFAP251,338
CFAP263,249
CFAP276,43
CFAP298,98
CFAP36,101
CFAP418,118
CFAP44,96
CFAP46,200
CFAP47,338
CFAP53,42
CFAP57,338
CFAP61,221
CFAP68,261
CFAP69,354
CFB,396
CFH,361
CFHR1,153
CFHR2,124
CFHR3,437
CFI,68
CFL2,220
CFLAR,257
CGAS,-1
CGN,222
CGNL1,71
CH25H,46
CHAC1,127
CHCHD3,363
CHCHD7,395
CHD1,46
CHD3,266
CHD6,308
CHD9,44
CHDH,307
CHEK2,85
CHI3L2,76
CHID1,185
CHIT1,119
CHKA,62
CHKB,283
CHL1,320
CHN1,438
CHP1,241
CHPF,261
CHPT1,353
CHRAC1,5
CHRDL1,63
CHRDL2,182
CHRM1,20
CHRM3,0
CHRNA5,230
CHRNB1,156
CHST1,175
CHST15,308
CHST2,186
CHST3,109
CHST6,197
CHST9,291
CHSY1,288
CHSY3,118
CHTF8,253
CIB1,325
CIBAR1,366
CIITA,268
CILP2,323
CIMAP1B,31
CIMAP3,249
CIRSR,252
CISD1,261
CITED2,220
CIZ1,319
CKAP2,159
CKAP5,407
CKMT1A,158
CKMT2,315
CKS1B,417
CLCA2,290
CLCF1,142
CLCN4,423
CLCN6,422
CLDN1,301
CLDN10,182
CLDN16,1
CLDN18,105
CLDN2,416
CLDN3,243
CLDN5,47
CLEC11A,138
CLEC1B,0
CLEC2B,62
CLEC2D,182
CLEC4C,261
CLEC4D,133
CLEC4E,36
CLGN,260
CLIC2,217
CLIC3,172
CLIC5,175
CLIC6,165
CLK4,315
CLMB,365
CLMN,144
CLMP,444
CLN6,227
CLOCK,157
CLPP,269
CLPTM1L,340
CLSTN1,266
CLSTN2,122
CLSTN3,18
CLTB,358
CLU,334
CMA1,245
CMC4,407
CMIP,323
CMKLR1,412
CMTM7,203
CMTM8,350
CNDP2,378
CNIH3,396
CNIH4,169
CNKSR3,24
CNN1,338
CNNM2,156
CNOT4,56
CNOT8,100
CNP,440
CNPY4,200
CNR1,47
CNR2,101
CNTN1,299
CNTN3,361
CNTN6,209
CNTNAP1,202
CNTNAP3B,85
CNTROB,348
COA5,35
COBLL1,145
COCH,116
COG4,319
COG6,17
COL10A1,297
COL14A1,195
COL15A1,154
COL16A1,267
COL17A1,300
COL18A1,335
COL1A1,119
COL1A2,287
COL22A1,409
COL24A1,399
COL28A1,120
COL3A1,165
COL4A4,-1
COL4A5,413
COL5A1,402
COL5A2,106
COL6A2,276
COL6A3,309
COL7A1,138
COL8A1,367
COL8A2,58
COLEC11,138
COLEC12,261
COLGALT1,22
COLGALT2,240
COMMD3,417
COMMD6,205
COMMD9,177
COMP,154
COPA,420
COQ10B,129
CORIN,284
CORO2B,424
CORO6,150
COX4I1,318
COX6A1,358
COXFA4L3,325
CP,43
CPA3,58
CPA6,410
CPAP,139
CPB2,78
CPD,140
CPE,247
CPEB2,363
CPED1,273
CPLANE1,413
CPM,264
CPNE2,177
CPNE4,53
CPNE5,324
CPT1C,408
CPT2,340
CPXM1,297
CPXM2,130
CR1,181
CR1L,40
CRABP2,384
CRACD,296
CRACDL,378
CRACR2A,337
CRACR2B,324
CRB3,157
CREB3L2,233
CREB5,264
CREG1,72
CRIM1,360
CRIP1,130
CRIP2,85
CRISPLD1,310
CRISPLD2,220
CRK,172
CRLF1,297
CROCC,166
CROT,399
CRTAC1,75
CRTAM,337
CRYAB,328
CRYBG3,175
CRYM,384
CSF1,419
CSF3R,105
CSGALNACT1,333
CSGALNACT2,129
CSNK2B,56
CSPG4,270
CSRNP1,114
CSRNP3,7
CSRP1,-1
CST1,396
CST2,302
CST5,312
CSTB,344
CSTF3,127
CTAG1A,283
CTBP2,283
CTC1,72
CTH,75
CTHRC1,154
CTLA4,101
CTNNBIP1,50
CTSE,361
CTSF,325
CTSG,326
CTSH,104
CTSK,165
CTSV,305
CTSZ,323
CUBN,16
CUEDC2,51
CWC25,400
CWH43,125
CXCL1,89
CXCL12,165
CXCL13,42
CXCL14,194
CXCL17,251
CXCL2,162
CXCL6,221
CXCL8,62
CXCR1,353
CXCR2,114
CXCR4,107
CXCR5,117
CXXC1,23
CXXC4,342
CXXC5,333
CXorf65,45
CYB561A3,237
CYB561D1,262
CYB561D2,20
CYB5A,208
CYBA,261
CYBRD1,400
CYC1,213
CYFIP2,433
CYGB,445
CYP11B1,90
CYP24A1,290
CYP27A1,-1
CYP27C1,85
CYP2F1,57
CYP2J2,428
CYP2S1,438
CYP3A5,114
CYP4A11,73
CYP4F3,177
CYP51A1,168
CYREN,122
CYSLTR1,437
CYTIP,46
CYTL1,205
DAAM1,24
DAAM2,5
DACH1,241
DACH2,236
DACT1,37
DACT3,303
DAGLB,272
DAPK1,103
DAPK2,11
DAPK3,356
DAPP1,158
DBI,380
DBN1,416
DBNL,241
DBP,396
DCAF17,366
DCAF7,15
DCBLD1,98
DCDC1,413
DCLK1,290
DCLRE1A,175
DCP1B,243
DCSTAMP,267
DCTN1,440
DCTN2,306
DCTPP1,366
DCUN1D3,103
DCUN1D4,314
DCXR,11
DDAH2,140
DDB2,96
DDHD1,205
DDIAS,345
DDIT3,178
DDIT4L,278
DDR1,79
DDT,423
DDX21,357
DDX39A,241
DDX3X,103
DDX60,345
DEAF1,366
DECR2,56
DEDD,216
DEF6,267
DEFA1B,115
DEFA4,145
DEGS2,293
DENND1B,275
DENND2A,293
DENND2B,143
DENND2D,366
DENND3,12
DENND4B,347
DENND4C,253
DENND5A,5
DENND5B,342
DENR,332
DEPDC7,31
DERA,257
DERL3,130
DES,190
DGAT1,212
DGAT2,289
DGKA,200
DGKD,395
DGKG,189
DGLUCY,59
DHCR24,329
DHCR7,39
DHFR2,230
DHRS1,409
DHX58,230
DIO2,119
DIO3,147
DIPK1A,406
DIPK1B,62
DIRAS3,445
DISP1,377
DIXDC1,372
DLAT,22
DLC1,219
DLEC1,6
DLG2,84
DLG5,30
DLGAP5,372
DMAC2,38
DMAC2L,210
DMBT1,74
DMD,84
DMP1,56
DNAAF1,198
DNAAF10,402
DNAAF11,413
DNAAF2,98
DNAAF3,54
DNAAF6,443
DNAH1,351
DNAH17,5
DNAH5,373
DNAH6,221
DNAH7,190
DNAH9,221
DNAI1,198
DNAI2,190
DNAI3,249
DNAI7,310
DNAJA4,6
DNAJB12,216
DNAJB13,286
DNAJB2,283
DNAJB5,205
DNAJC10,-1
DNAJC12,92
DNAL1,410
DNALI1,125
DNASE2,140
DNER,437
DNM1,84
DNM2,38
DNM3,72
DNMBP,184
DNPEP,212
DOCK1,408
DOCK10,299
DOCK4,223
DOCK5,395
DOCK6,242
DOCK9,3
DOK2,264
DOK3,33
DOK4,178
DOK5,414
DONSON,346
DPCD,17
DPH3,269
DPH5,139
DPP9,358
DPT,273
DPY19L4,141
DPY30,245
DPYD,422
DPYS,276
DPYSL3,136
DRAP1,230
DRC1,250
DRC12,277
DRC2,1
DRC4,295
DRC7,1
DRC9,355
DSC2,97
DSC3,361
DSE,387
DSEL,289
DSG2,432
DSG3,94
DSP,411
DTHD1,57
DTNA,308
DTWD1,279
DTX3,185
DTX4,284
DUOX1,86
DUOXA1,368
DUOXA2,25
DUSP1,81
DUSP10,1
DUSP14,288
DUSP19,429
DUSP2,226
DUSP23,268
DUSP4,101
DUSP5,288
DUSP7,255
DUSP8,256
DUSP9,56
DYDC2,402
DYNC1H1,15
DYNC1LI1,145
DYNLL1,7
DYNLRB1,253
DYNLT2B,6
DYNLT5,79
DYRK2,202
DYRK3,74
DYSF,41
DZANK1,437
DZIP1,96
DZIP1L,429
DZIP3,197
E2F5,441
E2F8,18
EAF2,288
EBF3,224
EBP,86
ECHDC1,339
ECHDC3,187
ECM1,303
ECM2,291
ECRG4,259
EDA2R,17
EDEM1,340
EDEM2,109
EDF1,262
EDNRA,79
EDNRB,75
EEIG1,297
EEIG2,244
EFCAB10,338
EFCAB11,163
EFCAB12,125
EFCAB13,308
EFCAB7,402
EFHC1,383
EFHC2,382
EFNA1,21
EFNA4,-1
EFNA5,185
EFNB1,27
EFNB2,206
EFNB3,396
EFR3B,271
EGFL6,136
EGFL7,207
EGFLAM,285
EGFR,72
EGR1,199
EGR2,31
EGR3,227
EHD1,256
EHD4,102
EHHADH,74
EID1,331
EID3,176
EIF1,427
EIF1B,242
EIF2AK1,253
EIF2AK2,231
EIF2AK3,63
EIF2D,15
EIF2S2,157
EIF4A3,380
EIF4E3,401
EIF4G3,337
EIF5A2,447
ELAPOR1,221
ELAPOR2,352
ELK3,53
ELK4,408
ELL,52
ELMO1,220
ELMO2,104
ELMOD1,411
ELMOD2,247
ELOA,431
ELOVL1,430
ELOVL3,363
ELOVL6,169
EMB,185
EMC1,177
EMC10,386
EMC3,170
EMILIN1,91
EML4,408
EMP1,34
EMP2,150
ENAH,-1
ENC1,106
ENG,341
ENKUR,197
ENO1,269
ENOSF1,264
ENPP3,96
ENPP5,384
ENTPD1,375
ENTPD3,403
ENTPD7,226
ENTREP1,230
ENTREP3,87
ENY2,28
EOMES,369
EPAS1,133
EPB41L1,445
EPB41L3,107
EPB41L5,48
EPDR1,241
EPHA3,300
EPHB2,393
EPHB3,324
EPHB4,272
EPHX1,-1
EPHX2,442
EPHX3,369
EPN3,313
EPS8,101
EPS8L1,273
ERAL1,318
ERBB2,231
ERG28,171
ERICH3,57
ERICH5,131
ERLN,366
ERN1,66
ERN2,144
ERP27,305
ERRFI1,81
ESAM,50
ESCO1,421
ESR2,379
ESRP2,70
ESRRG,9
ESYT3,39
ETFRF1,127
ETHE1,20
ETS1,360
ETS2,112
ETV1,264
ETV4,87
ETV6,396
EVC,118
EVI2B,216
EVL,397
EXOC2,261
EXOC3L1,169
EXPH5,65
EXTL2,432
EYA1,402
EYA2,291
EYA4,311
EZH1,216
F10,317
F11,49
F2RL2,152
F2RL3,146
F3,206
F8,316
FAAH,15
FAAH2,415
FAAP100,418
FAAP20,319
FADS1,50
FADS3,207
FAH,206
FAHD2A,319
FAIM,297
FAM107A,78
FAM110C,230
FAM111A,230
FAM114A1,99
FAM13A,20
FAM13C,58
FAM161A,351
FAM162A,234
FAM162B,277
FAM167A,11
FAM169A,94
FAM171B,125
FAM177A1,240
FAM181B,226
FAM184A,292
FAM20A,230
FAM20C,227
FAM229B,403
FAM3C,440
FAM3D,185
FAM43A,357
FAM50A,358
FAM81A,192
FAM81B,301
FAM89A,350
FAM89B,166
FANCA,261
FANCC,356
FANCE,394
FANCF,298
FANCG,345
FANCL,276
FANK1,291
FAP,42
FASLG,447
FASN,132
FASTKD1,74
FAT1,335
FAT2,399
FAT3,284
FAXC,392
FBLN1,234
FBLN2,310
FBLN5,2
FBXL12,28
FBXL13,404
FBXL2,404
FBXL4,-1
FBXO16,286
FBXO17,74
FBXO31,202
FBXO32,448
FBXO45,139
FBXW7,296
FCAR,39
FCER1A,164
FCF1,73
FCGR2B,31
FCGRT,101
FCHO2,395
FCHSD2,5
FCMR,215
FCN3,115
FCRL2,260
FCRL3,-1
FCRL5,197
FCRLA,99
FDCSP,190
FDFT1,395
FDPS,350
FDXR,333
FEM1A,426
FERMT1,153
FERMT2,113
FERRY3,369
FES,160
FFAR2,378
FGD4,38
FGD6,298
FGF1,275
FGF13,152
FGF14,287
FGF18,267
FGF7,312
FGFBP2,34
FGFR3,267
FGFR4,39
FGL1,32
FGL2,445
FGR,39
FHAD1,158
FHDC1,352
FHL2,165
FHOD1,242
FHOD3,287
FIBIN,133
FIGNL1,276
FILIP1L,53
FITM2,241
FKBP11,227
FKBP1A,28
FKBP2,337
FKBP3,336
FKBP5,36
FKBP7,372
FKTN,260
FLI1,423
FLNC,158
FLOT2,214
FLRT2,83
FLRT3,258
FLT3,2
FLT4,356
FLVCR1,419
FLVCR2,329
FMN1,2
FMNL2,240
FMO1,385
FMO3,31
FMO5,36
FN1,55
FNBP1L,209
FNDC1,154
FNDC4,447
FNIP1,209
FNIP2,69
FOCAD,82
FOLR1,260
FOLR2,295
FOSL2,340
FOXA1,411
FOXE1,261
FOXF1,48
FOXG1,73
FOXJ1,402
FOXL1,410
FOXO1,400
FOXO3,263
FOXQ1,127
FPR1,76
FPR2,76
FPR3,131
FRAS1,294
FREM1,384
FREM3,369
FRK,94
FRMD4A,139
FRMD5,116
FRMD6,125
FRY,358
FRYL,330
FRZB,277
FSCN1,396
FSIP1,156
FSTL3,206
FTO,1
FUCA1,202
FUNDC1,345
FURIN,394
FUT1,11
FUT2,438
FUT8,7
FXYD5,251
FYN,2
FZD3,320
FZD4,26
FZD5,187
FZD6,410
FZD7,304
FZD8,38
GAA,227
GAB1,175
GAB2,0
GABARAPL1,347
GABBR2,248
GABPA,440
GABRP,322
GABRR2,69
GADD45A,66
GADD45B,181
GADD45G,219
GAL3ST1,426
GALM,182
GALNT1,247
GALNT12,434
GALNT15,223
GALNT16,117
GALNT17,0
GALNT18,81
GALNT6,106
GALNT7,4
GALR2,436
GAN,407
GAS2L2,185
GAS6,4
GATA2,48
GATA5,261
GATA6,241
GATAD1,283
GATD3,88
GATM,375
GBA2,161
GBE1,69
GBGT1,271
GBP3,448
GCA,193
GCC2,410
GCH1,257
GCHFR,141
GCNT1,13
GCNT2,70
GCNT3,182
GDF15,198
GDPD1,196
GEM,42
GEMIN6,237
GEMIN8,65
GEN1,143
GFOD1,149
GFPT2,263
GFRA1,85
GFRA3,13
GFUS,141
GGH,182
GGT6,266
GGTLC1,48
GGTLC2,168
GHDC,253
GHITM,269
GHR,348
GIMAP6,241
GIMAP8,47
GINS1,183
GIPR,155
GJA4,86
GJB1,407
GJB2,354
GKN2,219
GLB1L,247
GLB1L2,232
GLB1L3,192
GLCCI1,22
GLDN,114
GLI1,182
GLIPR1,292
GLIPR2,366
GLIS3,196
GLO1,147
GLRX5,103
GLT1D1,368
GLT8D2,287
GLTPD2,73
GLUL,371
GM2A,251
GMDS,410
GMNN,345
GNA11,358
GNA13,176
GNAI2,283
GNAL,354
GNG2,299
GNG5,212
GNG8,440
GNMT,211
GNPTAB,230
GOLGA1,88
GOLM1,153
GOLM2,244
GOLPH3L,200
GOPC,234
GORAB,252
GORASP1,56
GP1BA,-1
GPC3,210
GPC5,447
GPD1L,257
GPER1,32
GPIHBP1,75
GPM6A,390
GPM6B,270
GPN3,134
GPNMB,281
GPR135,224
GPR137B,345
GPR146,222
GPR155,144
GPR156,379
GPR160,316
GPR18,260
GPR183,14
GPR20,401
GPR21,73
GPR4,105
GPR45,435
GPR87,119
GPRASP1,167
GPRASP3,121
GPRIN2,289
GPX1,356
GPX2,325
GPX3,77
GPX7,247
GPX8,355
GRB10,2
GREM1,190
GREM2,342
GRHL1,321
GRIA1,11
GRIA3,191
GRINA,272
GRK1,426
GRK3,294
GRK5,371
GRM8,363
GRN,24
GSAP,107
GSDMB,293
GSDME,259
GSKIP,325
GSN,312
GSTA1,119
GSTA2,58
GSTA3,6
GSTA4,289
GSTP1,24
GTF2IRD1,240
GTF3C5,319
GTPBP4,20
GTPBP6,169
GUCD1,170
GUCY1A1,1
GULP1,225
GUSB,230
GXYLT2,291
GYG2,192
GYPC,389
GZMA,131
GZMK,248
GZMM,372
H1-2,209
H1-7,127
H2BC5,263
H2BC6,139
H3C8,20
H4C6,44
H4C8,139
H4C9,306
HABP2,248
HACD1,222
HACD3,227
HACD4,80
HAL,0
HAP1,56
HAS2,342
HAUS2,107
HBA2,333
HBB,333
HBD,131
HBEGF,81
HCLS1,348
HCST,167
HDAC2,327
HDAC6,306
HDAC8,15
HDAC9,156
HDC,43
HDGFL3,315
HEATR4,436
HECTD2,121
HECTD3,52
HECW2,149
HELB,64
HELLS,158
HELZ,319
HEPH,438
HERC4,327
HERC6,238
HES4,185
HEXB,111
HEY1,48
HEYL,38
HGF,182
HHAT,385
HHIP,77
HHLA2,259
HIBADH,-1
HIBCH,227
HIF3A,36
HIGD1B,129
HILPDA,185
HIP1,175
HIPK2,161
HIRIP3,69
HIVEP1,116
HIVEP2,424
HIVEP3,91
HLA-DMA,235
