gene,cluster_id,max_level_survived,mean_log2fc_sig,direction
COQ3,1,4,0.05307464503480378,up
LCMT1,1,4,0.21644158215159295,up
NIF3L1,1,4,0.16541074371756018,up
PARP2,1,4,0.14883119183640847,up
ATP6V1A,2,4,-0.6299214538507041,down
CAMTA1,2,4,-0.42969198362711225,down
COX7A1,2,4,-0.5222407232987285,down
CPLX2,2,4,-0.5023270260432877,down
DDX1,2,4,-0.41776238715064373,down
DHX35,2,4,-0.27013552103933747,down
KIFBP,2,4,-0.3005041937325186,down
NPTN,2,2,-0.38653632378325753,down
RETREG2,2,3,-0.32297497666210395,down
RHBDL3,2,3,-0.6218545530639821,down
