cluster_id,n_iron_clad_members,members,min_modal_count,max_modal_count,mean_modal_count
369,24,ADIPOR2|ALDH6A1|BNIP3|CEBPD|CLCN4|CRYAB|DDT|DENND5B|GREM2|HAS2|KNL1|LAMB1|MAMLD1|NAPEPLD|NFKBIA|RHOH|SMOC1|STAB1|TBCK|TFPI|TMEM154|VPS13A|ZKSCAN1|ZNF91,1,2,1.9
370,12,CLCN6|DTWD1|LLGL2|MAPK14|MTMR14|PPP2R3B|RHOBTB3|RRP9|SLC46A3|TMEM243|TRUB1|WDR27,1,2,1.9
371,12,CD163L1|CDO1|CLDN16|DRC7|DUSP10|FTO|KIAA1549|KLF13|MBOAT1|NCKAP5|SUSD2|TTC3,2,2,2.0
372,8,AKAP13|ITPRID2|IZUMO1|MRPS15|NUPR1|PXDC1|TEAD4|VPS26C,2,2,2.0
373,4,ANKRD45|KIF20A|PSCA|RBP5,2,2,2.0
374,1,DOK5,2,2,2.0
375,6,ASPM|CFHR3|CYSLTR1|DNER|HLTF|LRRC55,2,2,2.0
376,2,CHL1|STARD9,1,2,1.5
377,9,AGTR1|CCBE1|ECHDC3|FZD5|HYAL1|KLF9|PIP5K1B|PTPRG|TOX2,2,2,2.0
378,11,AURKA|C2|ENOSF1|GLUL|MNAT1|MTCL3|MTRR|PCOLCE2|QKI|TNFAIP8L1|UNC13D,2,2,2.0
379,5,PALD1|RIPOR3|SEC14L1|SPRY2|ST7,2,2,2.0
381,3,CCNQ|ECHDC1|TMEM41A,1,1,1.0
383,7,ANO1|BDKRB2|CCL5|FAM162B|FRZB|MID1|RGS10,2,2,2.0
384,16,ATP1B1|CMA1|COL6A2|DPYS|FANCL|IGFL2|LIMA1|LPAR5|MYO1E|NALCN|NENF|PFKP|PHTF1|PRR5L|RPS27L|SSX2IP,2,3,2.3
385,4,EFNA4|MICALL2|TRIM47|XAF1,2,2,2.0
386,13,AQP5|BICC1|C1orf54|COL5A2|ENC1|ITGB4|KCNN4|LDLRAD4|LTBP2|LXN|PRR15|SERPINI2|TGFB2,2,2,2.0
387,17,ARL6IP5|CD28|COL5A1|DACT3|DNAAF10|DNAJC12|ECM1|IGSF9|IKZF2|IRAG1|SLFN13|SOX4|SPEF1|THBS4|TMEM19|TNFRSF21|ZNF260,2,2,2.0
388,6,CST2|NHERF1|SEPTIN1|SERINC2|UBASH3A|VLDLR,2,2,2.0
389,7,AFAP1L1|CACNA2D3|CNTROB|GHR|INPP5A|PGD|TKT,2,2,2.0
390,12,CEP41|CHN1|CHP1|FMNL2|FUT2|HEPH|KLHL4|MAN1C1|MGLL|PPL|SEPTIN6|TRPS1,2,3,2.3
391,5,ELOA|MSRB1|NHEJ1|RBMS2|SLC43A1,2,2,2.0
392,4,FAAH2|ST6GAL1|THSD4|WEE1,2,2,2.0
393,1,CNPY4,1,1,1.0
394,6,BBS9|CDIN1|KIAA0753|SHC4|TWSG1|XG,1,1,1.0
396,7,CLIC3|CPLANE1|MACF1|PCDH18|PELI1|THBD|TRIM59,2,2,2.0
398,5,CDH6|GRIA3|MKX|SDK2|SPATA6L,2,2,2.0
399,16,BLID|FAM81A|FZD7|LRRN1|MUC4|MUC5B|MXRA5|PTPN20|SCN4B|SEMA3A|SIX1|SPTBN2|ST14|STYXL1|TP73|USP18,2,2,2.0
400,3,C1QTNF6|MYO18A|TTC14,2,2,2.0
401,10,AFF2|ASRGL1|CDKL5|FNBP1L|IDI1|IRS2|LIN7A|SHE|TBXAS1|USP54,2,2,2.0
402,5,AOC3|CHPT1|KLRG2|SPTSSA|TENT5B,2,2,2.0
404,4,COL14A1|IL13RA2|KRT5|MSMB,2,2,2.0
405,1,SIDT1,2,2,2.0
406,5,DRC9|GPX8|HPSE2|MUC20|PRUNE2,2,2,2.0
407,4,AGTPBP1|LIMS2|PEAR1|SFTA2,2,2,2.0
410,2,CD1C|NRP2,2,2,2.0
412,5,AEBP1|CDCP1|DENND1B|FGF1|TMEM106B,2,2,2.0
414,9,ANK2|CD1A|CDON|HLA-DOB|HTR2A|KIF11|KIF3A|LDOC1|SCEL,2,2,2.0
415,4,CCL8|SERPINB4|STMN3|TSPAN8,2,2,2.0
418,7,DRC4|MYEF2|NFATC4|PRIM2|PRSS22|SLCO1B3|STRA6,2,2,2.0
419,5,CCNB1|CD5|NAA40|PZP|SLC18A2,2,2,2.0
421,12,BCAS1|CXCL13|FAP|GEM|HS6ST2|LRRC49|NFASC|PIP|POSTN|SERPINB5|TMEM98|TSPAN1,2,2,2.0
422,13,COL24A1|CP|CROT|FAT2|HDC|JCHAIN|POU2AF1|PROM1|SERPINB3|SNCAIP|SPP1|TDO2|TFAP2A,2,2,2.0
423,18,ACAN|ADCYAP1|AGPAT4|ARHGAP45|BFAR|C1orf162|CD1B|CELSR1|DACT1|DENND2A|GSDMB|ITGA2B|LRP12|LUC7L3|MARCHF4|MGARP|SCCPDH|TNFSF13B,2,2,2.0
425,2,ABCC8|PDK4,3,3,3.0
426,1,JADE1,1,1,1.0
427,7,APOBEC3F|ARMH1|CDC14B|CLDN2|DBN1|IL17RD|SLC22A23,2,2,2.0
428,3,COL17A1|EPHA3|SOX2,2,2,2.0
431,6,CLTB|FAM50A|FRY|SERF1B|TM6SF1|TPCN1,1,1,1.0
433,5,GALNT12|PAPPA|PIGU|POGLUT2|PRAG1,3,3,3.0
434,2,CCDC69|HACD1,3,3,3.0
435,4,GATAD1|PIGG|TUFM|VIPAS39,2,2,2.0
436,12,ACER2|CRACD|FANCF|FNDC4|GPC5|IL2RG|NIPAL2|PKP4|SPATA20|ST8SIA1|TARBP1|TRAF3,2,3,2.5
437,25,ANTXR1|CENPW|CLMP|ECRG4|FGD6|GSDME|HHLA2|HOMER2|IGFBPL1|JMY|MAP4K1|NDC80|PRSS2|PRTFDC1|PTPA|PXDNL|RBP1|RPAP3|SLC39A6|SLX4IP|TFAP2C|TSHZ2|UBXN10|ZNF43|ZNF875,2,3,2.2
438,8,COL1A2|FGF14|FHOD3|GLT8D2|IL33|MACC1|PIEZO2|ROBO1,2,2,2.0
439,5,ATXN1|LURAP1|NRXN3|SSR4|ZNF564,2,2,2.0
440,6,CRISPLD1|FBLN2|IGFBP2|ITIH5|KCNJ16|KIF26B,2,2,2.0
441,7,EIF5A2|FASLG|OGT|PIK3R2|RASD2|RBM38|SCPEP1,3,3,3.0
442,6,ENTPD3|FAM229B|HMGN3|LRRC4C|NT5E|TP53BP1,2,2,2.0
445,1,IGFBP4,2,2,2.0
446,4,EXTL2|KLHL3|KRT13|SYNGR1,2,2,2.0
448,1,NUP210,2,2,2.0
