gene,n_datasets_detected,n_datasets_significant,mean_log2fc,mean_log2fc_sig,consistent_direction
ABCA3,3,3,-1.2255807044183005,-1.2255807044183005,True
ABCA13,3,3,1.4013054992642395,1.4013054992642395,True
ACADL,3,3,-1.345169549760037,-1.345169549760037,True
ACVRL1,3,2,-1.0791288974477131,-1.2146371794117647,True
ADAM17,3,2,-0.26583007116900054,-0.3868764121848744,True
ADAMTS14,3,2,0.28005969325536867,0.39497203988305296,True
AFF3,3,3,-1.5543685456895429,-1.5543685456895429,True
AGER,3,3,-1.124482715418768,-1.124482715418768,True
AKAP13,3,2,-0.37348837526610534,-0.42662213907562885,True
ANXA3,3,2,-1.115486341664331,-1.291761978991596,True
AOC3,3,3,-0.7936028241718018,-0.7936028241718018,True
ASPN,3,3,2.7390692264383745,2.7390692264383745,True
ATP11A,3,2,-0.31580098626237124,-0.36550312310924393,True
BCHE,3,3,1.231137462229692,1.231137462229692,True
BMP4,3,3,0.8135979158352006,0.8135979158352006,True
BMP7,2,2,0.15414169640686287,0.15414169640686287,False
BMPR2,3,2,-0.34557556349486457,-0.5096283155462178,True
C12orf75,3,3,1.478779151118114,1.478779151118114,True
CA2,3,2,-0.955354476896825,-1.152340903781511,True
CA4,3,3,-2.0580998757950506,-2.0580998757950506,True
CACNA2D2,3,3,-1.0969893468492067,-1.0969893468492067,True
DNAI7,3,3,1.117496093873016,1.117496093873016,True
CCL2,3,2,0.6185351622530347,1.456409821428572,True
CCL18,3,3,1.0816233150485532,1.0816233150485532,True
CCL21,3,2,0.8635966715667599,0.8924217714285712,True
CDH2,3,2,1.0742225272264232,1.3147811319327727,True
CDH3,3,3,1.9314253226321192,1.9314253226321192,True
CDH5,3,2,-0.5636214475298785,-0.7767756600840332,True
CDH13,3,3,-1.0874218488832863,-1.0874218488832863,True
CFH,3,3,1.1921934108426706,1.1921934108426706,True
CHI3L2,3,3,-1.4578807073781517,-1.4578807073781517,True
CLCA2,3,3,1.225215855474323,1.225215855474323,True
CLDN1,3,3,1.706925831428104,1.706925831428104,True
CLEC4E,3,3,-2.0020201009304377,-2.0020201009304377,True
COL1A1,3,3,1.8007004759850602,1.8007004759850602,True
COL1A2,3,3,1.024410318473391,1.024410318473391,True
COL3A1,3,3,1.4701479717553696,1.4701479717553696,True
COL5A1,3,2,0.6729002270882353,0.7703803406323528,True
COL5A2,3,3,0.9113183669743226,0.9113183669743226,True
COL6A3,3,3,1.066056235121382,1.066056235121382,True
COL14A1,3,3,2.30754654220028,2.30754654220028,True
COL15A1,3,3,1.9303192423711482,1.9303192423711482,True
COL17A1,3,3,1.624649433871148,1.624649433871148,True
