gene,cluster_id,max_level_survived,mean_log2fc_sig,direction
HMG20A,0,4,-0.22884080848995758,down
KRT222,0,3,-0.6446842389697196,down
NDRG4,0,4,-0.36161641888937535,down
NMNAT2,0,3,-0.5083146875348756,down
PSMG3,0,3,-0.3687386321885815,down
RETREG2,0,3,-0.32297497666210395,down
SPOCK2,0,4,-0.33034898553810166,down
TTC1,0,2,-0.1806277131388625,down
UNC80,0,3,-0.07174017089276763,down
CNN3,2,4,0.9279821636024655,up
JUN,2,4,0.6218879302918516,up
NBPF9,2,4,1.1632490453589632,up
PARP14,2,3,0.5729377371745161,up
