gene,n_datasets_detected,n_datasets_significant,mean_log2fc,mean_log2fc_sig,consistent_direction
AIG1,3,2,0.15490293636783323,-0.04993063831399125,False
ALG5,3,2,0.18893388670616115,0.2878680553412934,False
ANXA6,3,2,-0.2098113359805088,-0.5644420376634862,True
ATIC,3,2,0.3684791456740039,0.5845991038379275,False
CNN3,3,3,0.9279821636024655,0.9279821636024655,True
COPS3,3,2,0.19235119858974667,-0.2985762920555082,True
FSTL3,3,2,0.4782843613611112,0.692947154315704,True
HMG20A,3,2,0.10982404217533788,-0.22884080848995758,True
IRX1,2,2,0.33473283924709785,0.33473283924709785,True
JUN,3,2,0.8364571547687726,0.6218879302918516,True
KDM1A,3,2,0.3149609594140446,-0.12385291917753749,True
KRT222,3,2,-0.14677205811203065,-0.6446842389697196,True
LDHB,3,2,0.24500222464543567,0.38963024919892364,False
LGALS3,3,2,0.6293035666538463,0.5518506502023959,True
LRRC47,3,3,0.16503066096562038,0.16503066096562038,False
MLLT11,3,2,0.13931279834643137,0.300428461862595,False
MYH11,3,2,0.30536665242836847,0.46044073068549274,False
NAV1,3,2,0.468185383684203,0.6354219838593163,True
NBPF9,2,2,1.1632490453589632,1.1632490453589632,True
NDRG4,3,2,-0.027159758556167663,-0.36161641888937535,True
NMNAT2,3,2,-0.25216094568366404,-0.5083146875348756,True
PARP14,3,2,0.6142375235893048,0.5729377371745161,True
PEG3,3,2,0.22600897912016768,0.3850413547924312,False
POLR3GL,3,2,0.34167095886712495,0.5760978699294093,True
PRKD1,3,3,0.6427957893086381,0.6427957893086381,True
PSMG3,3,2,-0.13754667807915263,-0.3687386321885815,True
PXN,2,2,0.6127616138627969,0.6127616138627969,True
RETREG2,3,2,-0.16058714502301394,-0.32297497666210395,True
SCFD1,3,2,0.25945232999900786,0.37796086442799837,False
SCG5,3,2,-0.09949247173250253,-0.5494922461533975,True
SEC61B,3,2,0.4674861426306401,0.16914646436854142,True
SLC35A1,3,2,0.26103735645052345,0.43089137624309237,False
SPOCK2,3,2,0.1433932713678896,-0.33034898553810166,True
TBCC,3,2,-0.11146554089729932,-0.37543125758973606,True
TBP,3,2,0.12394536140489325,-0.14531569767590558,True
TCEAL9,3,3,0.5034853370089678,0.5034853370089678,True
TMEM14C,3,2,0.3449705864309142,0.5325775258771395,False
TOP1MT,3,2,0.31076155293416036,0.35895318554397315,True
TTC1,3,2,0.1400639621990202,-0.1806277131388625,True
TTC9C,3,2,-0.05694924794420982,-0.2868995586548788,True
TYMP,3,2,0.9117977891709894,0.8080967438138977,True
UBR3,3,2,-0.08220093123339822,-0.25355722660648095,True
UNC80,2,2,-0.07174017089276763,-0.07174017089276763,False
YEATS4,3,2,-0.14154426731528727,-0.6088790692713949,True
ZNF7,3,2,0.31308443866166336,0.42515278526238687,False
