gene,n_datasets_detected,n_datasets_significant,mean_log2fc,mean_log2fc_sig,consistent_direction
ABCC8,3,2,0.11057940621420759,-0.3326503317797811,True
ALDH1A2,3,3,0.5394419885699482,0.5394419885699482,False
ANKRD34A,2,2,0.3430967622270895,0.3430967622270895,False
ATP6V0E1,3,2,0.6363356338663565,0.7394756347006588,True
CARD8,3,2,0.478421239381543,0.6423119753086786,True
CDCA5,3,2,-0.12630897912811845,-0.48898235295242043,True
CPEB1,3,2,-0.009109466746702951,-0.22322816199714546,True
DMXL1,3,2,-0.07811012120951884,-0.24869956990757158,True
DMXL2,3,2,0.003974021904117109,-0.4225501432809802,True
FAIM2,3,2,0.07123993610158053,-0.3792727577592405,True
FGF9,3,2,-0.07009012661984719,-0.5768579376699363,True
FOCAD,3,2,-0.05069482439166192,-0.4149851965057163,True
FRG1,3,2,0.11182226023731283,-0.27429130663415946,True
H2AJ,3,2,0.5143427052087908,0.6098222222380003,True
HSDL1,3,2,-0.03977822815789297,-0.37989877891771195,True
KLF4,2,2,0.7256791588199119,0.7256791588199119,True
LMAN2L,3,2,0.49023413732426785,0.25200170927727683,True
LPAR6,3,2,0.4896191944696315,0.6247304469630679,True
LSM1,3,2,0.42536679500466007,0.6095507080967333,False
MAP3K9,3,2,-0.10075978298009029,-0.36556458746448595,True
MDH2,3,2,-0.08859290161226567,-0.309647679461158,True
MPP1,3,2,-0.03525773929272239,-0.41560015395580807,True
MVB12A,3,2,0.471806050716259,0.32738998203140257,True
NFIL3,3,2,0.6679129385485222,0.5421692511206246,True
NPPA,2,2,0.8519098560476959,0.8519098560476959,True
NUP93,3,2,0.08872713764479793,-0.1755183972450869,True
ODAD4,3,2,0.36686099413791734,0.08177633495941128,False
PARP9,2,2,0.8872580623238547,0.8872580623238547,True
PIGZ,3,2,0.014437053530115188,-0.26629595114350035,True
PON2,3,2,0.6038803728242929,0.8031007874301803,True
PPM1K,3,2,0.21284742123473807,0.24843446429377414,False
PVALB,3,2,-0.7894449026791704,-1.7674234542334433,True
PYM1,3,2,0.22484198342970854,-0.16925766537348474,True
SLC38A11,3,2,-0.004119203908417468,-0.3630382684319575,True
SMO,2,2,0.7063128155508683,0.7063128155508683,True
SNAP47,3,2,0.00493238544537918,-0.25736014903469284,True
SORL1,3,2,-0.11097079879457954,-0.3559962400152257,True
SPRY1,3,2,0.29557403813175115,0.301635694007685,True
SRSF2,3,2,0.3094056608034557,0.501531526432748,False
STK38,3,2,0.661585989741896,0.9115632658083006,True
TNFRSF10B,2,2,1.0331259304913258,1.0331259304913258,True
TNFRSF1B,3,3,0.7231714791228488,0.7231714791228488,True
TSPAN14,3,2,0.37118855768203396,0.41885524879111724,True
URGCP,3,2,0.13536741439674196,-0.2126516429856231,True
USP46,3,2,0.26751709278467306,0.49526774187025024,True
