gene,n_datasets_detected,n_datasets_significant,mean_log2fc,mean_log2fc_sig,consistent_direction
ANO6,3,3,0.6704436830014285,0.6704436830014285,True
ARHGEF3,3,2,0.35715329563912324,0.5957168770163777,False
ARSG,3,2,-0.280193141940527,-0.3416889316745666,True
BIN2,2,2,0.6403119749145968,0.6403119749145968,True
C10orf88,3,2,-0.06606384191367749,-0.2477895548979867,True
CBFB,3,2,0.38554733283393783,0.5249943109895324,True
CCDC121,2,2,0.47303932798026754,0.47303932798026754,True
COPS4,3,2,0.17630957650246928,0.3782199363370369,False
CRELD2,3,2,0.5175733861152056,0.333437798561681,True
DHRS3,3,2,0.6197647594063774,0.8340683570467466,True
DIPK1B,3,2,0.014464900444779735,-0.21316472861315905,True
FCGBP,2,2,1.1425195089791487,1.1425195089791487,True
GLS,3,2,-0.08187177438215236,-0.45500245054024324,True
H2BC12,3,3,0.5451932151846757,0.5451932151846757,True
KIFC3,2,2,0.2732569196375114,0.2732569196375114,True
KLF6,3,2,0.6385954976531641,0.8667924190246179,True
LYRM9,3,2,-0.16673826843843007,-0.38685155166413954,True
MTMR11,3,2,0.6217609009147954,0.5758575504360898,True
MTMR2,3,2,-0.06127247665319402,-0.2651153921007019,True
NLRC3,2,2,0.5470316474106216,0.5470316474106216,True
NOMO1,3,2,-0.19810629338164767,-0.3278333573059786,True
NPEPPS,3,2,0.15169935414556276,-0.1733238352546138,True
OSMR,2,2,1.0157521289966047,1.0157521289966047,True
PAX7,3,2,-0.0993756793804154,-0.1774594116388919,False
PBX3,3,2,0.5562073646044154,0.3988922626054673,True
PHYH,3,2,-0.010678981641670434,-0.29500516105148056,True
PLAA,3,2,-0.020129406382041637,-0.05632888907763034,False
PPP2R1A,3,2,0.1143648957238046,-0.28842825076788703,True
PPP2R5D,3,2,0.09538188562029444,-0.2419322271741744,True
RNF34,3,2,0.1001930144321556,-0.2110981569169348,True
RPL27A,3,2,0.3760328794086316,0.20785152929932504,True
SEZ6L2,3,2,-0.2735071993985774,-0.4820854248276607,True
STRADB,3,2,0.4178824742532982,0.6754191018505633,True
SZRD1,3,2,0.49929623145536633,0.32993640879036445,True
TBC1D4,3,2,0.011412617680577183,-0.38461684325176426,True
TOP2B,3,2,0.10457010337975643,-0.23364364206766108,True
TRIM56,2,2,0.9597351006268648,0.9597351006268648,True
TRIM68,3,2,0.2066515094036855,0.30110364848052806,False
TTC38,3,3,0.6308829167745509,0.6308829167745509,True
ZBTB20,3,2,0.5962140804464783,0.7762906699107432,True
ZNF581,3,2,0.43847854675220943,0.6207792350001095,True
