gene,avg_log2fc,neg_log10_min_p,n_sig_datasets,direction_consistency,tier_score
ANO6,0.7094211545501453,0.54148060233305,1.0,1.0,0.0
ARHGEF3,0.6634242451292505,0.12258267203932165,0.0,0.0,0.0
ARSG,0.08641885188918762,0.8030604798423855,0.0,1.0,0.0
BIN2,0.6908740558310577,0.8241647098175713,0.0,1.0,0.0
C10orf88,0.14421713553501703,0.5538590890763706,0.0,0.0,0.0
CBFB,0.6198920825984333,0.7490510176734123,0.0,1.0,0.0
CCDC121,0.5879120104417382,0.31745593482960405,0.0,1.0,0.0
COPS4,0.5295474261233538,0.23531055369929743,0.0,0.0,0.0
CRELD2,0.5019824859686903,0.11420329679589705,0.0,1.0,0.0
DHRS3,0.8101377476371239,0.1288092649935236,0.0,1.0,0.0
DIPK1B,0.16552990245102905,0.3057080775136067,0.0,0.0,0.0
FCGBP,1.0,0.5364949647236323,0.0,1.0,0.0
GLS,0.0166704986079022,0.23370602308067628,0.0,0.0,0.0
H2BC12,0.6323252001981767,0.37910790970956243,1.0,1.0,0.0
KIFC3,0.46493909303552194,0.17685030770258633,0.0,1.0,0.0
KLF6,0.8302805289970152,0.28994607204105705,0.0,1.0,0.0
LYRM9,0.05861971189535113,0.38816720342339506,0.0,0.0,0.0
MTMR11,0.6512001491862736,0.7995914732659944,0.0,1.0,0.0
MTMR2,0.1335524891079519,0.34786304282348585,0.0,0.0,0.0
NLRC3,0.6334568182227743,0.2238354221904033,0.0,1.0,0.0
NOMO1,0.09494743264150707,0.7685033787591123,0.0,0.0,0.0
NPEPPS,0.1900533373671038,0.004029641423560085,0.0,0.0,0.0
OSMR,0.9219703342365827,0.05346338884618319,0.0,1.0,0.0
PAX7,0.18750774840684656,0.25754019890063307,0.0,0.0,0.0
PBX3,0.5422719512298919,0.47638714225511186,0.0,1.0,0.0
PHYH,0.11515431221657664,0.6414902125750014,0.0,0.0,0.0
PLAA,0.2620677352938898,0.1288481437501801,0.0,0.0,0.0
PPP2R1A,0.1192026258383889,0.4088107257901117,0.0,0.0,0.0
PPP2R5D,0.1478225214364911,0.4194504901329861,0.0,0.0,0.0
RNF34,0.16680194813624177,0.6562266347268969,0.0,0.0,0.0
RPL27A,0.42467983432151135,0.17108571706707398,0.0,1.0,0.0
SEZ6L2,0.0,0.6436463722919743,0.0,0.0,0.0
STRADB,0.7124836953227357,0.20137178958326712,0.0,0.0,0.0
SZRD1,0.49982726059761373,0.6230401765476338,0.0,1.0,0.0
TBC1D4,0.059995251490161335,1.0,0.0,0.0,0.0
TOP2B,0.15292442955829605,0.39296704927922643,0.0,0.0,0.0
TRIM56,0.8874899339841474,0.21713654648399663,0.0,1.0,0.0
TRIM68,0.48207970874063716,0.01717956855578157,0.0,0.0,0.0
TTC38,0.685070147481505,0.33943950422853103,1.0,1.0,0.0
ZBTB20,0.774573601589249,0.024822413377053737,0.0,1.0,0.0
ZNF581,0.6788509851706,0.0,0.0,1.0,0.0
