gene,n_datasets_detected,n_datasets_significant,mean_log2fc,mean_log2fc_sig,consistent_direction
ABLIM2,3,2,-0.07471529322286674,-0.35725888236088865,True
ARMC8,3,2,0.02289026315130312,-0.33102729489304217,True
CAMSAP2,3,2,0.3383275959721317,0.5303862936569166,False
CEBPB,3,2,0.8850196076479525,1.1623058942059021,True
CNIH3,3,2,-0.009200362321501565,-0.2937435401181365,True
COX6B1,3,2,0.24820507970926395,0.42386431352864085,False
DGAT2,2,2,0.37959013673532005,0.37959013673532005,True
ERICH1,3,2,0.4694418467675196,0.7477888958724317,True
FAHD2B,3,3,0.08721153122710164,0.08721153122710164,False
FAM131B,3,2,-0.3684301430276194,-0.3966067175049153,True
FTL,3,2,0.594189357294551,0.6704107830301465,True
H2AX,3,3,0.3265000219401542,0.3265000219401542,True
IFITM2,2,2,0.9705131613105751,0.9705131613105751,True
KCNE4,2,2,1.0896742036938754,1.0896742036938754,True
LYRM9,3,2,-0.16673826843843007,-0.38685155166413954,True
MRPS9,3,2,-0.03841117946167646,-0.2785694550795095,True
MTRES1,3,2,0.02769572355321559,-0.18459873674994953,True
NAP1L3,3,2,-0.08442186022791216,-0.6433933030527559,True
NUMB,3,2,0.4897579761352239,0.720894192106682,True
PAFAH1B1,3,2,0.09851145193032274,-0.3194531790132613,True
PDCD4,3,2,0.3672758913393401,0.4718407012397785,False
PLCD3,3,2,0.28823803275978516,0.39826094895732567,True
PNKD,3,2,-0.1636952870963929,-0.5239947658054644,True
POLE3,3,2,0.2884407525569214,0.4720025843674318,False
PPP2R5D,3,2,0.09538188562029444,-0.2419322271741744,True
PRPF19,3,2,-0.10564300803958915,-0.36035083625773057,True
RBFOX2,3,2,-0.012534301442064097,-0.34779437791971723,True
RBM38,3,2,0.2676412136094924,0.3928107058357173,True
RNF166,2,2,0.3644724325881352,0.3644724325881352,True
RRBP1,3,2,0.48527591262286524,0.45480200079350386,True
RTN4IP1,3,2,-0.006962757789995629,-0.2825686147272479,True
SCMH1,3,2,0.4869674809183528,0.14099155934439,True
SH3BGRL2,3,2,0.08601795771767289,0.22020223763099622,False
SNRPN,3,2,0.1027717573058912,-0.34012741207259056,True
STXBP1,3,2,-0.054501764774049256,-0.4783913175200789,True
TBC1D2B,3,2,0.4707191421925471,0.6726295921933074,True
TGFB3,3,2,0.7259975934813102,0.6350582922446013,True
TOP2B,3,2,0.10457010337975643,-0.23364364206766108,True
TRIM23,3,2,-0.06910662249335105,-0.4412579604584672,True
UBR3,3,2,-0.08220093123339822,-0.25355722660648095,True
UBTD1,3,2,0.33599912131321,0.3479733381964438,True
USP13,3,2,0.1846339366492972,0.33059519295759987,False
ZHX2,3,2,0.35152297635916935,0.3663267171033877,True
ZNF750,2,2,0.7216478061474794,0.7216478061474794,True
