gene,cluster_id,random_effect,random_se,random_p,fixed_effect,fixed_se,fixed_p,i_squared,tau_squared,cochran_q,n_datasets,direction
FAHD2B,0,-0.1260885619486619,0.24741251484079077,0.6103114895538402,-0.15434018617615708,0.03978652130593844,0.00010479717729246144,88.97887281781169,0.13790501846834216,18.146964161998625,3,down
LYRM9,0,-0.3308872345029412,0.10757509995504914,0.0020988794878411213,-0.33106203831015313,0.08098295250541332,4.3502183041007974e-05,24.85444699547258,0.009765131297494838,2.661501472854292,3,down
MTRES1,0,-0.12487985362180837,0.0988625451598966,0.20652935484792723,-0.12365042331638418,0.03214705568373026,0.00011986619689691729,72.54422505487969,0.017919283881971785,7.284441994435337,3,down
PRPF19,0,-0.20939077392066568,0.1753550797540264,0.23244047438664672,-0.2215881060352852,0.04884148234765488,5.709167513829704e-06,78.41682002609247,0.0651894780250792,9.266475108940629,3,down
