gene,n_datasets_detected,n_datasets_significant,mean_log2fc,mean_log2fc_sig,consistent_direction
ADAP2,3,3,0.810874537025375,0.810874537025375,True
AKIP1,3,2,0.32087967560634256,0.478003446310155,False
APOE,3,3,0.8107512643967812,0.8107512643967812,True
ATIC,3,2,0.3684791456740039,0.5845991038379275,False
BLVRA,3,3,0.05962799667700599,0.05962799667700599,False
CAMK1G,3,2,-0.1868495447489155,-0.48451071957657543,True
CCDC90B,3,2,0.36945083346534346,0.1902812241973555,True
CNKSR3,3,2,0.40670156671952934,0.6750109018835371,True
COL4A4,2,2,0.8409330420741287,0.8409330420741287,True
DDIT4,3,3,0.716642233070797,0.716642233070797,True
DDX24,3,2,0.07932843486756447,-0.4265053021672829,True
EXOSC1,3,2,0.301884352326375,-0.16122674852790708,True
FGF2,3,2,0.6880247685420516,0.9028901687486559,True
GNB4,3,2,0.39400165370659296,0.5104095938462534,True
GTPBP3,3,2,0.34236459747874753,0.5393158351464811,False
IFITM2,2,2,0.9705131613105751,0.9705131613105751,True
IRF7,2,2,0.9868962660473843,0.9868962660473843,True
KCNG1,2,2,0.556738022801603,0.556738022801603,True
KLHL12,3,2,0.14251457051725858,0.26952106847460744,False
LCMT1,3,3,0.21644158215159295,0.21644158215159295,False
LMO3,3,2,0.3648092037156898,0.5511507225607155,False
LYN,3,3,0.9178880358934803,0.9178880358934803,True
MAD2L1BP,3,2,-0.09047559483478522,-0.36429447795988157,True
MARF1,3,2,0.21726546578512038,-0.30515377291431767,True
MIPEP,3,2,0.0694875242061704,-0.237539730030232,True
NAE1,3,2,0.1480271728707998,-0.2862262762172867,True
NET1,3,2,0.06930181552651533,-0.3894730584459798,True
NUMB,3,2,0.4897579761352239,0.720894192106682,True
PARP9,2,2,0.8872580623238547,0.8872580623238547,True
POLR3F,3,2,0.07499323591239548,-0.2352859431954566,True
PPP2R1A,3,2,0.1143648957238046,-0.28842825076788703,True
PTBP3,3,2,0.45889521554111984,0.1976337512499935,True
QRICH1,3,2,0.033018744514012134,-0.18021878844793626,True
RPA3,3,2,0.13981711160705487,0.2874143865740437,False
RPS11,3,2,0.413893640989271,0.19147438714252907,True
SEH1L,3,2,-0.07119039083828109,-0.25603693436115904,True
SHC1,3,2,0.48789941587619223,0.43030626718729104,True
SLC16A3,3,2,0.7579656256954138,1.0205165548423332,True
SNU13,3,2,-0.0334845409236495,-0.3046751634736302,True
TUBG1,3,2,0.15361815221180888,-0.2083996224197242,True
VPS45,3,2,0.1690592134925799,-0.22658864938225554,True
YWHAG,3,2,0.17952461401792932,0.32635157677048277,False
ZNFX1,3,2,0.3481418032739585,0.5118563416388215,True
