gene,cluster_id,random_effect,random_se,random_p,fixed_effect,fixed_se,fixed_p,i_squared,tau_squared,cochran_q,n_datasets,direction
CERS3,0,1.1279254721913206,0.7186989396421617,0.11655497262701071,0.6104423721020366,0.05893814550917984,3.875937818115399e-25,98.5580522839104,1.0182731867065582,69.35064211009615,2,up
DSC2,0,1.1303505716478761,0.21606909580404074,1.6820279577990123e-07,1.167687816372986,0.06217990962329438,1.117897767088812e-78,91.41383667476072,0.08537714636064969,11.646645447105236,2,up
EPN3,0,1.120943666730907,0.4056903155984295,0.005726354374473722,0.9495004900687541,0.0607068592016236,3.8420814104062655e-55,97.23994033483059,0.32013004974779513,36.23110082073615,2,up
GBP5,0,1.1252873152046248,0.698568217456349,0.10721282517794281,0.636682249544409,0.051724471630810606,8.090973079216159e-35,98.90337456992971,0.9653501548990976,91.18883919515811,2,up
MMP9,0,1.1095213310427994,0.31409580659126846,0.0004117598115479773,0.9447119170308121,0.08608497359987817,5.086576785377579e-28,88.498930118776,0.17543127600368222,8.694843265256083,2,up
PI15,0,1.1201088199061084,1.0415773649943831,0.2821971763297545,0.12115879605618299,0.02758994289837456,1.1261710728757056e-05,98.7780034522854,2.1435540542001634,81.8332917445814,2,up
PRF1,0,1.1189212867199485,0.8757795108371665,0.2013802758783203,0.2966843085652379,0.03675099990749088,6.869128554155163e-16,97.73083265752672,1.4998833438096564,44.06902837364349,2,up
RASGRP1,0,1.1367335912422594,0.5579936628981501,0.0416319963444412,1.0287189689006015,0.06657391539163432,7.281811603917638e-54,98.5193760330959,0.6134989974152076,67.5390931359122,2,up
SHCBP1,0,1.1208464264826,0.5217874448354445,0.03170660128980656,0.7640002763021285,0.06870304941644884,9.990675984471885e-29,96.5229027018471,0.5259096397368325,28.75962086339144,2,up
A2M,1,-0.2883417114731804,0.05003692029674041,8.283819441103447e-09,-0.2835179205806789,0.03791463157001535,7.557878571942418e-14,40.395330857758125,0.0020636799495993845,1.6777209141343916,2,down
ARHGEF15,1,-0.6091127639686694,0.4831750365199792,0.20743635272018557,-0.17066524656611592,0.032036829541226934,9.976148575212808e-08,95.75463062781905,0.4478175761948281,23.55507642168425,2,down
CACNB1,1,-0.5155425272172647,0.41807829534712154,0.21752937309001563,-0.14785923224664074,0.0339783756859103,1.3516702471979787e-05,95.86892845450153,0.33561887722071737,24.206794508065915,2,down
CDH11,1,-0.4874123957001747,0.07523054424792741,9.23837607790977e-11,-0.48127628994911664,0.0620405445976822,8.665548541340466e-15,29.242869022953634,0.0034390038730018556,1.4132851151418226,2,down
DDX19B,1,-0.45480560294637074,0.23915527794222538,0.05720819212195687,-0.2708474322397861,0.04139744754450685,6.045357627900575e-11,87.38022441561452,0.10118822460190878,7.924071179501044,2,down
