gene,n_datasets_detected,n_datasets_significant,mean_log2fc,consistent_direction
AKIP1,2,2,-0.16435040277953894,True
AKIRIN2,2,2,0.46190874874809806,True
AKNA,2,2,0.24543606887043615,True
AKR1B1,2,2,-0.17798903273960343,True
AKR1B10,2,2,4.974329513723378,True
AKR1C1,2,2,-0.318418181129565,True
AKR1C3,2,2,-0.5093705433253045,True
AKT1,2,2,-0.2528529082150109,True
AKT2,2,2,-0.44750146217355447,True
AKT3,2,2,-0.36033546279158135,True
ALAD,2,2,-0.22290307287969158,True
ALAS1,2,2,0.8341370222648337,True
ALCAM,2,2,-0.6592043996577055,True
ALDH16A1,2,2,0.41534069463108536,True
ALDH1A1,2,2,-0.5744473554449796,True
ALDH1A3,2,2,0.9605890694884636,True
ALDH1B1,2,2,-0.44157973361435165,True
ALDH1L1,2,2,-0.34775219127155194,True
ALDH2,2,2,0.34463258774404393,True
ALDH3A1,2,2,0.7479492548015957,True
ALDH3A2,2,2,-0.701893383715771,True
ALDH3B2,2,2,0.45279241946627724,True
ALDH4A1,2,2,0.7524455488558572,True
ALDH6A1,2,2,-0.7338649171684859,True
ALDOA,2,2,0.2195160739414287,True
ALDOC,2,2,-0.5630541516544116,True
ALG1,2,2,0.16916283974074522,True
ALG10B,2,2,-0.29642729294497894,True
ALG11,2,2,-0.20890732508240548,True
ALG12,2,2,0.24855318802294613,True
ALG13,2,2,-0.18027615772375727,True
ALG3,2,2,0.48173727280362594,True
ALG8,2,2,0.2572290125348628,True
ALKAL2,2,2,-0.8618154508589002,True
ALKBH5,2,2,-0.13576028169371146,True
ALKBH6,2,2,0.2536875457657213,True
ALKBH7,2,2,-0.07767666189148195,False
ALMS1,2,2,-0.21302472524721028,True
ALOX12,2,2,0.6026540383335433,True
ALOX12B,2,2,1.7856397179259647,True
ALOX15,2,2,-0.16362519212728224,True
ALOX15B,2,2,-0.7603398081738089,True
ALOX5AP,2,2,0.5630150282549443,True
ALOXE3,2,2,0.6900176872622981,True
ALYREF,2,2,0.5424514979716027,True
AMBN,2,2,0.08324758558886923,True
AMBRA1,2,2,0.24466077866696112,True
AMD1,2,2,0.18350164076762238,True
AMER1,2,2,-0.09744511479462531,False
AMIGO1,2,2,-0.6808431898770285,True
AMIGO2,2,2,-0.264722455929893,True
AMIGO3,2,2,1.0923260555749241,True
AMMECR1,2,2,0.7172734179291325,True
AMMECR1L,2,2,-0.13973197469257148,True
AMN1,2,2,-0.3013094482124756,True
AMOTL2,2,2,-0.1686872511251275,True
AMPD2,2,2,0.21972786552357942,True
AMPD3,2,2,1.0995546855983762,True
AMPH,2,2,-0.241647035290948,True
AMT,2,2,-0.4532586268065414,True
ANAPC13,2,2,-0.09648181063007058,True
ANAPC16,2,2,-0.3832359482441662,True
ANG,2,2,-1.3251918460160992,True
ANGEL2,2,2,-0.29307062694916286,True
ANGPT1,2,2,-0.5799352878581387,True
ANGPTL1,2,2,-0.6473352509825048,True
ANGPTL4,2,2,2.000725910116634,True
ANGPTL7,2,2,-0.5475452275450053,True
ANK2,2,2,-0.4658927586682305,True
ANKDD1A,2,2,-0.797939251251902,True
ANKFN1,2,2,-0.5254883157486052,True
ANKH,2,2,-0.5374112770505846,True
ANKRD10,2,2,-0.2868492007796619,True
ANKRD11,2,2,0.3386724871165051,True
ANKRD12,2,2,-0.2946429390054507,True
ANKRD13A,2,2,0.033176254769902366,False
ANKRD18A,2,2,-0.879910818870436,True
ANKRD22,2,2,0.8468068384729979,True
ANKRD27,2,2,-0.18180059557238826,True
ANKRD31,2,2,0.027398242029031804,True
ANKRD33B,2,2,-1.4723963545100154,True
ANKRD36,2,2,-0.5932929760712473,True
ANKRD36B,2,2,-0.603558140371451,True
ANKRD36C,2,2,-0.8674401608297406,True
ANKRD37,2,2,-0.18356781348250434,True
ANKRD40,2,2,-0.4426571151591034,True
ANKRD46,2,2,-0.36516614181351315,True
ANKRD50,2,2,-0.5338112447546898,True
ANKRD6,2,2,-0.6547894537747204,True
ANKS1A,2,2,0.08685553662208431,False
ANKS6,2,2,-0.4892831455058315,True
ANKZF1,2,2,-0.21576818963932592,True
ANLN,2,2,0.7554433244802247,True
ANO1,2,2,-0.21256240976800161,True
ANO10,2,2,0.4924512179893509,True
ANO3,2,2,-0.13373797695867093,True
ANO5,2,2,-0.12254474600659213,True
ANO6,2,2,-0.29923819036828186,True
ANO8,2,2,0.0920126672635651,False
ANP32A,2,2,-0.4424964969098637,True
ANP32B,2,2,-0.11274098160180034,True
ANPEP,2,2,-0.07225875865238279,False
ANTKMT,2,2,0.38635726098187173,True
ANTXR2,2,2,-0.5801897467513958,True
ANXA11,2,2,-0.2562760504246955,True
ANXA2,2,2,-0.06095255194599276,True
ANXA4,2,2,-0.08513135601546723,True
ANXA5,2,2,-0.21780464652003068,True
ANXA6,2,2,-0.2664618121672145,False
ANXA9,2,2,1.1015305893445748,True
AOAH,2,2,0.5206455826572012,True
AOC3,2,2,-0.7855820847331394,True
AOX1,2,2,-0.43359873653017345,True
AP1AR,2,2,0.25947574312246435,True
AP1B1,2,2,0.4830723617361823,True
AP1G2,2,2,0.2916100254183548,True
AP1M2,2,2,0.632067742773833,True
AP1S3,2,2,0.7415453290282706,True
AP2S1,2,2,0.5162778093464739,True
AP3B1,2,2,0.39798764731237346,True
AP3D1,2,2,0.44926188563323904,True
AP3S1,2,2,-0.10732781324480256,True
AP5M1,2,2,0.12531831158088044,False
AP5S1,2,2,0.5343683487100664,True
APBA1,2,2,-0.8866228630673172,True
APC,2,2,0.13490651904792073,False
APCDD1,2,2,-0.2930284310661787,True
APELA,2,2,1.398473291217673,True
APH1A,2,2,-0.24107100857314817,True
APH1B,2,2,-0.7782478814972106,True
API5,2,2,-0.0616963218496458,True
APLF,2,2,0.17122267152637077,True
APLNR,2,2,-0.4454442149309063,True
APLP2,2,2,-0.12390541640783416,True
APMAP,2,2,-0.637988273310725,True
APOBEC2,2,2,0.02873556270600916,False
APOBEC3A_B,2,2,1.651256576017368,True
APOBEC3B,2,2,1.6635333985484282,True
APOBEC3F,2,2,0.1974456077427738,True
APOBEC3G,2,2,0.5194856097077848,True
APOC1,2,2,-1.8364766653777898,True
APOC2,2,2,0.011814257939274903,False
APOD,2,2,-0.771327054544878,True
APOE,2,2,-0.6036553027383379,True
APOL1,2,2,1.7099998651432544,True
APOL2,2,2,0.5682748561105453,True
APOL4,2,2,0.1627666977053751,True
APOL6,2,2,0.8219420082086721,True
APOOL,2,2,-0.4359865142938647,True
APP,2,2,-0.31240447512043445,True
APPBP2,2,2,-0.3008741785465261,True
APPL1,2,2,-0.17368620697578746,True
APRT,2,2,0.2901240753993428,True
AQP1,2,2,-0.48462842152636987,True
AQP11,2,2,-0.09052436368534508,True
AQP3,2,2,0.11735744971792281,True
AQP5,2,2,-1.271581739810471,True
AQP6,2,2,-0.032610258573148976,False
AQP9,2,2,-1.6815863535116635,True
AQR,2,2,0.11519985894713433,False
AR,2,2,-0.9963787006211964,True
ARB2A,2,2,-0.4392036674220333,True
ARC,2,2,0.15151115132162774,True
ARFGAP3,2,2,-0.45484140184457467,True
ARFGEF3,2,2,-1.6751668472046148,True
ARFIP1,2,2,-0.12477941474391452,True
ARFRP1,2,2,0.3532385662715518,True
ARG1,2,2,1.1031014626964992,True
ARGLU1,2,2,-0.33937815843686514,True
ARHGAP11A,2,2,0.5805429491474391,True
ARHGAP12,2,2,-0.3616111594669127,True
ARHGAP17,2,2,-0.174453599581643,True
ARHGAP18,2,2,-0.20436401104525828,True
ARHGAP20,2,2,-1.4275819319060599,True
ARHGAP21,2,2,-0.17204178506909223,True
ARHGAP24,2,2,-0.3904867519808587,True
ARHGAP27,2,2,0.31651439648833835,True
ARHGAP28,2,2,0.3296221830470325,False
ARHGAP29,2,2,-0.21560854150291625,True
ARHGAP30,2,2,0.23518813406440017,False
ARHGAP31,2,2,-0.5325211864382615,True
ARHGAP35,2,2,-0.15694516338108483,True
ARHGAP42,2,2,-0.6465661242551985,True
ARHGAP5,2,2,-0.1926570071627783,True
ARHGAP6,2,2,-0.9495367182587477,True
ARHGAP9,2,2,0.7101599737417601,True
ARHGEF1,2,2,-0.1479489752947518,True
ARHGEF10,2,2,-0.6554791378517997,True
ARHGEF10L,2,2,0.02879065285877236,False
ARHGEF12,2,2,-0.29984435626901385,True
ARHGEF15,2,2,-0.6285517367837219,True
ARHGEF17,2,2,-0.49711270442444333,True
ARHGEF18,2,2,0.30331673019143046,True
ARHGEF19,2,2,0.35345230715960985,True
ARHGEF2,2,2,-0.3019734944219067,True
ARHGEF25,2,2,-0.15802379974328096,True
ARHGEF26,2,2,-0.7690370035972354,True
ARHGEF28,2,2,-0.6671054161859782,True
ARHGEF37,2,2,0.22336900400925452,True
ARHGEF40,2,2,-0.648820774198149,True
ARHGEF6,2,2,-0.3688051615903897,True
ARHGEF7,2,2,-0.5354335770632614,True
ARHGEF9,2,2,-0.5984284583544628,True
ARID1A,2,2,-0.059478468654918015,False
ARID1B,2,2,-0.26547484650735176,True
ARID3B,2,2,-0.09470016897502598,False
ARID4B,2,2,-0.18661701404031514,True
ARIH2,2,2,-0.2021353363495197,True
ARL1,2,2,-0.16318247310788522,True
ARL14,2,2,0.09586586866125799,True
ARL14EP,2,2,-0.274830260443079,True
ARL15,2,2,-0.24188490255768294,True
ARL17B,2,2,-0.550752433633367,True
ARL5B,2,2,0.700719185392368,True
ARL6IP4,2,2,-0.04424553975976207,False
ARL6IP5,2,2,-0.31479054931541567,True
ARL6IP6,2,2,-0.0017951723345582954,False
ARL8A,2,2,-0.28717491422096864,True
ARL8B,2,2,0.14958391281059927,True
ARMC10,2,2,0.21885356261093092,False
ARMC5,2,2,0.2600827628834942,True
ARMC8,2,2,-0.2180476103575048,True
ARMCX1,2,2,-0.359884983313259,True
ARMCX2,2,2,-0.5820469713171906,True
ARMCX3,2,2,-0.5098778455882353,True
ARMCX4,2,2,-0.3744678169688133,True
