gene,cluster_id,max_level_survived,mean_log2fc_sig,direction
AARS1,0,4,-0.24757447404502608,down
ANAPC5,0,4,-0.32040831644837997,down
CIRBP,0,4,-0.4156977362911771,down
HPS6,0,3,-0.31179782087834385,down
NDRG3,0,4,-0.5395675907369588,down
NMNAT2,0,3,-0.5083146875348756,down
PIGZ,0,4,-0.26629595114350035,down
RGS7,0,2,-0.42191076724476995,down
UNC80,0,3,-0.07174017089276763,down
VSNL1,0,4,-0.8045351599160462,down
MANF,1,4,0.3830609957079105,up
PDIA5,1,2,0.5859766773453643,up
RASGEF1B,1,3,0.5520490041416599,up
