gene,cluster_id,level_1,level_2,level_3,level_4,max_level,is_core,mean_log2fc,mean_log2fc_sig,direction
AARS1,0,True,True,True,True,4,True,0.0837317797936364,-0.24757447404502608,down
ANAPC5,0,True,True,True,True,4,True,0.10419824206598587,-0.32040831644837997,down
CIRBP,0,True,True,True,True,4,True,-0.012431649009328657,-0.4156977362911771,down
MANF,1,True,True,True,True,4,True,0.6389588429198407,0.3830609957079105,up
NDRG3,0,True,True,True,True,4,True,-0.265287398854855,-0.5395675907369588,down
PIGZ,0,True,True,True,True,4,True,0.014437053530115188,-0.26629595114350035,down
VSNL1,0,True,True,True,True,4,True,-0.3135678827799981,-0.8045351599160462,down
AAMDC,1,True,False,True,True,4,False,0.4441409089909816,0.4441409089909816,up
BEX3,0,True,False,True,True,4,False,0.11905587090448815,0.24381901179583476,up
BEX5,0,True,False,True,True,4,False,-0.23396695343735008,-0.7244214698504252,down
MDH1,0,True,False,True,True,4,False,0.14554284985600763,0.14554284985600763,up
STK38,1,True,False,True,True,4,False,0.661585989741896,0.9115632658083006,up
HPS6,0,True,True,True,False,3,True,0.09437952066329765,-0.31179782087834385,down
NMNAT2,0,True,True,True,False,3,True,-0.25216094568366404,-0.5083146875348756,down
RASGEF1B,1,True,True,True,False,3,True,0.5520490041416599,0.5520490041416599,up
UNC80,0,True,True,True,False,3,True,-0.07174017089276763,-0.07174017089276763,down
LDHB,0,True,False,True,False,3,False,0.24500222464543567,0.38963024919892364,up
PYCR1,1,True,False,True,False,3,False,0.5721474283762291,0.5721474283762291,up
TDRKH,0,True,False,True,False,3,False,-0.046650298001856015,0.009031506633579323,up
PDIA5,1,True,True,False,False,2,True,0.5859766773453643,0.5859766773453643,up
RGS7,0,True,True,False,False,2,True,-0.014085711183797459,-0.42191076724476995,down
INPP5D,2,True,True,False,False,2,False,0.44199495283936924,0.33216789111579703,up
ABHD10,0,True,False,False,False,1,False,0.008843471762017016,-0.35284120693793364,down
AIG1,0,True,False,False,False,1,False,0.15490293636783323,-0.04993063831399125,down
ARHGAP4,0,True,False,False,False,1,False,0.295554829792595,0.4821417397161656,up
CAND2,0,True,False,False,False,1,False,0.20890348372257161,-0.21989313686666678,down
CBL,2,True,False,False,False,1,False,0.3064431689250104,0.18800841660356227,up
CLDN15,2,True,False,False,False,1,False,0.47806100930320833,0.34452170000404136,up
EMILIN2,1,True,False,False,False,1,False,0.6993016589805803,0.6993016589805803,up
FGFRL1,1,True,False,False,False,1,False,0.4354122678679788,0.5531932787099856,up
KALRN,2,True,False,False,False,1,False,-0.23940327092652147,-0.31369234787665157,down
MAPK4,2,True,False,False,False,1,False,0.4655854161598751,0.25533062893411307,up
MICAL2,0,True,False,False,False,1,False,0.003916553898087945,-0.4179453604847243,down
NAV1,1,True,False,False,False,1,False,0.468185383684203,0.6354219838593163,up
NIPA2,0,True,False,False,False,1,False,0.13748023923650296,-0.20801489058458555,down
PHLDB3,1,True,False,False,False,1,False,0.7040830572380343,0.7040830572380343,up
PRDX4,1,True,False,False,False,1,False,0.48642192924422606,0.6692919002092873,up
PTBP3,2,True,False,False,False,1,False,0.45889521554111984,0.1976337512499935,up
SCFD1,0,True,False,False,False,1,False,0.25945232999900786,0.37796086442799837,up
SLC38A1,0,True,False,False,False,1,False,0.16862089478457035,0.16862089478457035,up
SNPH,0,True,False,False,False,1,False,0.22667073290063358,0.00321866719852526,up
SPINDOC,2,True,False,False,False,1,False,0.21684106373650755,0.19709947001337058,up
SPOP,0,True,False,False,False,1,False,0.34214117656402127,0.34214117656402127,up
SYK,1,True,False,False,False,1,False,0.8055063078091483,0.8055063078091483,up
TFDP1,1,True,False,False,False,1,False,0.4559237096583644,0.6528912320099822,up
TSEN34,1,True,False,False,False,1,False,0.5729606634047425,0.7217860351130625,up
