gene,cluster_id,max_level_survived,mean_log2fc_sig,direction
BST2,0,4,0.8618405843978599,up
MORC4,0,2,0.49110705470504,up
NME4,0,3,0.32751611930801694,up
PLXDC2,0,4,0.6773891119759394,up
SELENOK,0,3,0.5020718994590911,up
COX7A1,1,4,-0.5222407232987285,down
DDX1,1,4,-0.41776238715064373,down
KYAT3,1,4,-0.4951053319289449,down
OBI1,1,4,-0.3411163565959301,down
PHYH,1,4,-0.29500516105148056,down
SERGEF,1,4,-0.2671340119057657,down
UBE4A,1,4,-0.2153001855429264,down
UQCRC2,1,4,-0.39301786787663495,down
