gene,n_datasets_detected,n_datasets_significant,mean_log2fc,mean_log2fc_sig,consistent_direction
ANGPTL4,3,2,0.7311635447433593,0.910557427243314,True
BST2,3,3,0.8618405843978599,0.8618405843978599,True
C1orf115,3,2,0.2650858601828728,0.38812449335700094,False
CELF3,3,2,0.4859775890935258,0.3764261863875378,True
CEMP1,2,2,0.24203841422275074,0.24203841422275074,True
COX6B1,3,2,0.24820507970926395,0.42386431352864085,False
COX7A1,3,2,-0.1503866685172325,-0.5222407232987285,True
COX7B,3,2,0.25931598023588887,0.43555482324165196,False
DCTN1,3,2,-0.16236984611158256,-0.19484063381968042,True
DDX1,3,2,0.11901865397295157,-0.41776238715064373,True
DNAJA3,3,2,0.2407922041457707,-0.15885766118786826,True
EBNA1BP2,3,3,0.15045877293729001,0.15045877293729001,False
EMP3,2,2,0.7130347342933208,0.7130347342933208,True
FTO,3,2,0.030832370024916973,-0.23418490879859677,True
GAD1,3,2,-0.12419076377005507,-0.7310942337729935,True
KIAA0930,3,2,0.3670132486954237,0.2978048804450153,True
KYAT3,3,2,-0.13723157588165247,-0.4951053319289449,True
LMBRD1,3,2,0.21770132226357294,0.3405768065780521,False
MORC4,2,2,0.49110705470504,0.49110705470504,True
MSX1,3,2,0.8299989623860592,1.0864899885050505,True
NBEA,3,2,-0.14304614647817124,-0.3734515268305998,True
NME4,3,2,0.37098020219892014,0.32751611930801694,True
OBI1,3,2,-0.012865089258761842,-0.3411163565959301,True
PDCD4,3,2,0.3672758913393401,0.4718407012397785,False
PHYH,3,2,-0.010678981641670434,-0.29500516105148056,True
PLXDC2,3,3,0.6773891119759394,0.6773891119759394,True
PRDX4,3,2,0.48642192924422606,0.6692919002092873,True
PTPRZ1,3,2,0.5480810639045295,0.38254890248732387,True
RPL27A,3,2,0.3760328794086316,0.20785152929932504,True
SARAF,3,2,0.24268947903324514,0.4119177630658917,False
SELENOK,3,3,0.5020718994590911,0.5020718994590911,True
SERGEF,3,2,0.12218669392536678,-0.2671340119057657,True
SLC22A17,3,2,0.10193727927367391,-0.33708840460032086,True
SNPH,3,2,0.22667073290063358,0.00321866719852526,False
SRGAP1,3,2,0.8019680640554917,1.0938776599591997,True
SRP54,3,2,0.1733149328031461,-0.23420398752356353,True
SUCLA2,3,2,0.11616523205387382,0.26068843668337616,False
SV2B,3,2,-0.3883212785103935,-0.792108096937743,True
TCEA3,3,2,0.5544862330943443,0.4523393414768383,True
TRAPPC11,3,2,0.13163553400854985,-0.2340140141582161,True
UBE4A,3,2,0.11337893235268807,-0.2153001855429264,True
UQCRC2,3,2,0.009913162724396093,-0.39301786787663495,True
WDR41,3,2,0.4116125195160277,0.6004837118685238,True
XRCC6,3,2,-0.03821305923165911,-0.24911262713176097,True
YKT6,2,2,0.2832846840769805,0.2832846840769805,True
ZNF10,3,2,0.20952439732164585,-0.2120305605477517,True
