gene,cluster_id
ADK,167
ADNP,501
ADORA2B,348
ADPGK,779
ADPRH,754
ADPRS,652
ADRA1A,756
ADRA2A,611
ADRB1,363
ADRB2,616
ADRM1,71
ADSL,-1
ADSS1,787
ADSS2,460
AEBP1,333
AEBP2,516
AEN,720
AFAP1,417
AFAP1L1,-1
AFAP1L2,721
AFF1,654
AFF3,573
AFMID,755
AGA,603
AGAP1,788
AGAP2,46
AGAP4,598
AGAP9,655
AGBL5,313
AGFG1,212
AGFG2,117
AGGF1,267
AGO1,147
AGO3,118
AGO4,100
AGPAT1,83
AGPAT3,-1
AGR2,332
AGR3,52
AGT,358
AGTPBP1,237
AGTR1,756
AGTRAP,34
AHCY,526
AHCYL2,3
AHDC1,62
AHNAK,11
AHNAK2,13
AHRR,210
AHSA1,85
AIDA,5
AIF1L,513
AIFM2,122
AIM2,124
AK1,97
AK6,447
AK7,372
AK9,413
AKAP1,524
AKAP10,61
AKAP11,577
AKAP12,656
AKAP13,285
AKAP19,84
AKAP8L,556
AKAP9,208
AKIP1,789
AKIRIN2,771
AKNA,310
AKR1B1,265
AKR1B10,718
AKR1C1,453
AKR1C3,446
AKT1,741
AKT2,252
AKT3,782
ALAD,417
ALAS1,245
ALCAM,243
ALDH16A1,757
ALDH1A1,336
ALDH1A3,688
ALDH1B1,723
ALDH1L1,327
ALDH2,286
ALDH3A1,725
ALDH3A2,657
ALDH3B2,689
ALDH4A1,725
ALDH6A1,138
ALDOA,121
ALDOC,579
ALG1,796
ALG10B,192
ALG11,189
ALG12,806
ALG13,366
ALG3,480
ALG8,383
ALKAL2,52
ALKBH5,559
ALKBH6,481
ALKBH7,270
ALMS1,804
ALOX12,807
ALOX12B,433
ALOX15,555
ALOX15B,546
ALOX5AP,133
ALOXE3,315
ALYREF,153
AMBN,370
AMBRA1,503
AMD1,339
AMER1,242
AMIGO1,374
AMIGO2,561
AMIGO3,259
AMMECR1,525
AMMECR1L,600
AMN1,602
AMOTL2,599
AMPD2,77
AMPD3,80
AMPH,635
AMT,306
ANAPC13,636
ANAPC16,608
ANG,756
ANGEL2,317
ANGPT1,389
ANGPTL1,358
ANGPTL4,527
ANGPTL7,546
ANK2,333
ANKDD1A,505
ANKFN1,164
ANKH,232
ANKRD10,3
ANKRD11,98
ANKRD12,789
ANKRD13A,475
ANKRD18A,181
ANKRD22,184
ANKRD27,264
ANKRD31,112
ANKRD33B,299
ANKRD36,691
ANKRD36B,714
ANKRD36C,180
ANKRD37,466
ANKRD40,662
ANKRD46,617
ANKRD50,232
ANKRD6,663
ANKS1A,335
ANKS6,68
ANKZF1,417
ANLN,725
ANO1,559
ANO10,665
ANO3,496
ANO5,459
ANO6,359
ANO8,575
ANP32A,662
ANP32B,160
ANPEP,414
ANTKMT,-1
ANTXR2,393
ANXA11,758
ANXA2,559
ANXA4,555
ANXA5,511
ANXA6,140
ANXA9,348
AOAH,166
AOC3,82
AOX1,607
AP1AR,581
AP1B1,534
AP1G2,187
AP1M2,583
AP1S3,249
AP2S1,200
AP3B1,619
AP3D1,659
AP3S1,539
AP5M1,293
AP5S1,21
APBA1,225
APC,517
APCDD1,317
APELA,624
APH1A,314
APH1B,238
API5,-1
APLF,423
APLNR,418
APLP2,696
APMAP,788
APOBEC2,519
APOBEC3A_B,169
APOBEC3B,169
APOBEC3F,271
APOBEC3G,133
APOC1,419
APOC2,730
APOD,238
APOE,714
APOL1,433
APOL2,31
APOL4,424
APOL6,540
APOOL,171
APP,485
APPBP2,359
APPL1,560
APRT,448
AQP1,91
AQP11,149
AQP3,498
AQP5,573
AQP6,575
AQP9,251
AQR,454
AR,51
ARB2A,724
ARC,79
ARFGAP3,306
ARFGEF3,-1
ARFIP1,636
ARFRP1,621
ARG1,80
ARGLU1,280
ARHGAP11A,74
ARHGAP12,392
ARHGAP17,372
ARHGAP18,-1
ARHGAP20,426
ARHGAP21,464
ARHGAP24,486
ARHGAP27,154
ARHGAP28,295
ARHGAP29,635
ARHGAP30,-1
ARHGAP31,232
ARHGAP35,742
ARHGAP42,486
ARHGAP5,784
ARHGAP6,69
ARHGAP9,564
ARHGEF1,547
ARHGEF10,663
ARHGEF10L,295
ARHGEF12,359
ARHGEF15,1
ARHGEF17,145
ARHGEF18,670
ARHGEF19,502
ARHGEF2,360
ARHGEF25,373
ARHGEF26,288
ARHGEF28,374
ARHGEF37,709
ARHGEF40,486
ARHGEF6,584
ARHGEF7,232
ARHGEF9,692
ARID1A,651
ARID1B,794
ARID3B,268
ARID4B,159
ARIH2,5
ARL1,390
ARL14,498
ARL14EP,778
ARL15,741
ARL17B,585
ARL5B,352
ARL6IP4,241
ARL6IP5,523
ARL6IP6,558
ARL8A,587
ARL8B,647
ARMC10,487
ARMC5,274
ARMC8,130
ARMCX1,783
ARMCX2,-1
ARMCX3,590
ARMCX4,118
ARMCX6,255
ARMH3,775
ARMH4,461
ARNT,662
ARPC1A,405
ARPC1B,619
ARPC2,528
ARPC3,98
ARPC5,519
ARPC5L,732
ARPIN,517
ARRB2,757
ARRDC1,535
ARRDC4,651
ARSF,799
ARSK,223
ART3,402
ARTN,47
ARV1,448
AS3MT,122
ASAH1,734
ASAP2,229
ASAP3,372
ASB1,364
ASB8,698
ASB9,375
ASCC2,699
ASF1A,672
ASF1B,736
ASGR2,355
ASH1L,738
ASL,300
ASMTL,135
ASPA,70
ASPH,577
ASPM,67
ASPN,288
ASPRV1,386
ASTE1,741
ASXL1,6
ASXL3,605
ATAD1,276
ATAD2,-1
ATAD3A,652
ATAD5,669
ATAT1,218
ATE1,442
ATF4,796
ATF5,780
ATF6,279
ATF6B,368
ATF7,662
ATF7IP,764
ATG101,46
ATG12,642
ATG14,279
ATG16L1,637
ATG16L2,413
ATG2A,675
ATG3,641
ATG4A,97
ATG4B,289
ATG5,196
ATG7,359
ATIC,771
ATL1,285
ATL3,739
ATM,327
ATMIN,537
ATOH8,51
ATOSB,779
ATOX1,-1
ATP10A,194
ATP10B,676
ATP10D,535
ATP11B,200
ATP12A,718
ATP13A1,621
ATP13A3,187
ATP13A5,248
ATP1A2,248
ATP1B3,448
ATP2A1,710
ATP2A3,174
ATP2B1,623
ATP2B4,417
ATP2C2,199
ATP5F1B,338
ATP5F1C,12
ATP5F1D,311
ATP5IF1,625
ATP5MC1,339
ATP5MC2,76
ATP5ME,338
ATP5MJ,397
ATP5MK,397
ATP5PB,432
ATP5PD,469
ATP5PF,458
ATP6V0A4,299
ATP6V0B,387
ATP6V0D1,732
ATP6V0E1,201
ATP6V0E2,592
ATP6V1A,386
ATP6V1B1,336
ATP6V1B2,704
ATP6V1C2,593
ATP6V1E1,684
ATP6V1G1,534
ATP7A,488
ATP7B,253
ATP8A1,202
ATP8B2,451
ATP8B4,53
ATP9A,204
ATR,-1
ATRAID,589
ATRX,453
ATXN10,572
ATXN2,344
ATXN2L,754
ATXN3,541
ATXN7,358
ATXN7L1,281
ATXN7L3,695
AUNIP,701
AURKB,677
AUTS2,727
AVEN,595
AVIL,294
AVPI1,319
AWAT1,52
AXIN2,232
AXL,261
AZI2,175
B2M,460
B3GALNT1,205
