gene,n_datasets_detected,n_datasets_significant,mean_log2fc,mean_log2fc_sig,consistent_direction
ACOT7,3,2,-0.08554655006716445,-0.37553320150899117,True
ADAMTS9,2,2,1.2482507363940039,1.2482507363940039,True
AKIP1,3,2,0.32087967560634256,0.478003446310155,False
ARHGAP27,2,2,0.6613951960476596,0.6613951960476596,True
BANF1,3,2,0.3504060886072427,0.21371923846084084,True
CCAR2,3,2,0.23475690449628375,0.3823183236115195,False
CD44,3,2,1.3540982896450107,1.8021375706687992,True
CD99,3,3,0.5719956763109796,0.5719956763109796,True
CPNE3,3,3,0.6024400145533623,0.6024400145533623,True
DTD1,3,2,-0.008563541535823541,-0.33258237848722416,True
EPB41L2,3,2,0.4218036203881228,0.2939707114486736,True
FBXO11,3,2,0.2300790495185915,0.35952244794775856,False
GOT1,3,2,-0.2875157093865062,-0.6460352983074924,True
IFI44,3,2,0.6781795596044603,0.8711442707897032,True
IMMT,3,3,0.19585121768667513,0.19585121768667513,False
ITGB2,3,3,1.012481564048065,1.012481564048065,True
KBTBD11,3,2,0.2794123899276511,-0.20798628440909628,True
KIAA0513,3,2,-0.17619078782188305,-0.3804111501903211,True
LSM1,3,2,0.42536679500466007,0.6095507080967333,False
MBD1,3,2,-0.0072565366944286796,0.019335370105735272,False
MLC1,3,2,0.2890489699594084,0.33104210302649717,True
MRPL2,3,2,0.01698690610955067,-0.3125198907393727,True
MRPS18B,3,2,0.2364725413281031,0.349522493235743,False
MTX3,3,2,0.1215800021722983,-0.2799581410595797,True
MYG1,3,2,0.08474308113271996,-0.22623311360407827,True
NDUFS5,3,3,0.2682326390774363,0.2682326390774363,False
NOMO1,3,2,-0.19810629338164767,-0.3278333573059786,True
PARN,3,2,0.0075917023313119,-0.22865956628747286,True
PITPNA,3,2,0.11021344032303126,-0.2207434992585915,True
PNMA2,3,2,0.10986542141366999,0.2967415782999918,False
PREPL,3,2,-0.2938694439079219,-0.5714639695147601,True
RAB11FIP5,3,2,0.07171447548958139,-0.2621419542708656,True
RFXANK,3,2,0.5088781786193805,0.34324891080297526,True
SERINC1,3,2,0.19519134270360894,0.30731426954259167,False
SH2B3,3,2,0.5516503010395238,0.7362036402660159,True
SH3GLB1,3,2,0.4488867973858784,0.26634382917486965,True
SLC17A6,3,2,-0.5334277465291019,-1.0026711915900428,True
SRGAP1,3,2,0.8019680640554917,1.0938776599591997,True
STAU2,3,2,-0.04361355946064075,-0.3374914723672662,True
TOB1,3,2,0.3912969248565507,0.27131899981694074,True
TRMT11,3,2,0.1361634246806688,-0.3335735021557018,True
UBA6,3,2,0.37004894900681445,0.578752522772656,True
USP46,3,2,0.26751709278467306,0.49526774187025024,True
VAMP1,3,2,-0.313094602301879,-0.9075396805426736,True
VIM,3,2,1.0546074237330838,1.4056506993560343,True
