gene,cluster_id,max_level_survived,mean_log2fc_sig,direction
ADAMTS9,0,4,1.2482507363940039,up
CPNE3,0,4,0.6024400145533623,up
EPB41L2,0,4,0.2939707114486736,up
RFXANK,0,3,0.34324891080297526,up
SH3GLB1,0,4,0.26634382917486965,up
TOB1,0,3,0.27131899981694074,up
VIM,0,3,1.4056506993560343,up
DTD1,1,3,-0.33258237848722416,down
GOT1,1,4,-0.6460352983074924,down
MRPL2,1,4,-0.3125198907393727,down
NOMO1,1,4,-0.3278333573059786,down
PARN,1,4,-0.22865956628747286,down
PREPL,1,4,-0.5714639695147601,down
TRMT11,1,3,-0.3335735021557018,down
VAMP1,1,4,-0.9075396805426736,down
