gene,cluster_id,level_1,level_2,level_3,level_4,max_level,is_core,mean_log2fc,mean_log2fc_sig,direction
ADAMTS9,0,True,True,True,True,4,True,1.2482507363940039,1.2482507363940039,up
CPNE3,0,True,True,True,True,4,True,0.6024400145533623,0.6024400145533623,up
EPB41L2,0,True,True,True,True,4,True,0.4218036203881228,0.2939707114486736,up
GOT1,1,True,True,True,True,4,True,-0.2875157093865062,-0.6460352983074924,down
MRPL2,1,True,True,True,True,4,True,0.01698690610955067,-0.3125198907393727,down
NOMO1,1,True,True,True,True,4,True,-0.19810629338164767,-0.3278333573059786,down
PARN,1,True,True,True,True,4,True,0.0075917023313119,-0.22865956628747286,down
PREPL,1,True,True,True,True,4,True,-0.2938694439079219,-0.5714639695147601,down
SH3GLB1,0,True,True,True,True,4,True,0.4488867973858784,0.26634382917486965,up
VAMP1,1,True,True,True,True,4,True,-0.313094602301879,-0.9075396805426736,down
AKIP1,1,True,False,True,True,4,False,0.32087967560634256,0.478003446310155,up
ITGB2,0,True,False,True,True,4,False,1.012481564048065,1.012481564048065,up
KIAA0513,1,True,False,True,True,4,False,-0.17619078782188305,-0.3804111501903211,down
PNMA2,1,True,False,True,True,4,False,0.10986542141366999,0.2967415782999918,up
RAB11FIP5,1,True,False,True,True,4,False,0.07171447548958139,-0.2621419542708656,down
SERINC1,1,True,False,True,True,4,False,0.19519134270360894,0.30731426954259167,up
SRGAP1,0,True,False,True,True,4,False,0.8019680640554917,1.0938776599591997,up
USP46,1,True,False,True,True,4,False,0.26751709278467306,0.49526774187025024,up
DTD1,1,True,True,True,False,3,True,-0.008563541535823541,-0.33258237848722416,down
RFXANK,0,True,True,True,False,3,True,0.5088781786193805,0.34324891080297526,up
TOB1,0,True,True,True,False,3,True,0.3912969248565507,0.27131899981694074,up
TRMT11,1,True,True,True,False,3,True,0.1361634246806688,-0.3335735021557018,down
VIM,0,True,True,True,False,3,True,1.0546074237330838,1.4056506993560343,up
BANF1,0,True,False,True,False,3,False,0.3504060886072427,0.21371923846084084,up
CD99,0,True,False,True,False,3,False,0.5719956763109796,0.5719956763109796,up
SLC17A6,1,True,False,True,False,3,False,-0.5334277465291019,-1.0026711915900428,down
ACOT7,1,True,False,False,False,1,False,-0.08554655006716445,-0.37553320150899117,down
ARHGAP27,0,True,False,False,False,1,False,0.6613951960476596,0.6613951960476596,up
CCAR2,2,True,False,False,False,1,False,0.23475690449628375,0.3823183236115195,up
CD44,0,True,False,False,False,1,False,1.3540982896450107,1.8021375706687992,up
FBXO11,2,True,False,False,False,1,False,0.2300790495185915,0.35952244794775856,up
IFI44,0,True,False,False,False,1,False,0.6781795596044603,0.8711442707897032,up
IMMT,2,True,False,False,False,1,False,0.19585121768667513,0.19585121768667513,up
KBTBD11,1,True,False,False,False,1,False,0.2794123899276511,-0.20798628440909628,down
LSM1,2,True,False,False,False,1,False,0.42536679500466007,0.6095507080967333,up
MBD1,1,True,False,False,False,1,False,-0.0072565366944286796,0.019335370105735272,up
MLC1,0,True,False,False,False,1,False,0.2890489699594084,0.33104210302649717,up
MRPS18B,2,True,False,False,False,1,False,0.2364725413281031,0.349522493235743,up
MTX3,1,True,False,False,False,1,False,0.1215800021722983,-0.2799581410595797,down
MYG1,1,True,False,False,False,1,False,0.08474308113271996,-0.22623311360407827,down
NDUFS5,2,True,False,False,False,1,False,0.2682326390774363,0.2682326390774363,up
PITPNA,1,True,False,False,False,1,False,0.11021344032303126,-0.2207434992585915,down
SH2B3,0,True,False,False,False,1,False,0.5516503010395238,0.7362036402660159,up
STAU2,1,True,False,False,False,1,False,-0.04361355946064075,-0.3374914723672662,down
UBA6,2,True,False,False,False,1,False,0.37004894900681445,0.578752522772656,up
