gene,n_datasets_detected,n_datasets_significant,mean_log2fc,mean_log2fc_sig,consistent_direction
ATAD1,3,2,-0.030220031834690353,-0.3126178124510477,True
ATP5PD,3,2,0.0660381903180219,-0.28664354428534944,True
BIN3,3,2,0.40519441067673573,0.62099618291965,True
BLMH,3,2,0.15780588934666095,0.20660971882063217,False
CADM1,3,2,0.5466440245457193,0.8102036299568338,True
CAMK1G,3,2,-0.1868495447489155,-0.48451071957657543,True
CHRNB1,3,2,0.4139835998790309,0.29584586255305245,True
CNIH3,3,2,-0.009200362321501565,-0.2937435401181365,True
COQ6,3,2,0.22799511741647382,-0.21533781161079224,True
COX6C,3,2,0.155487874558028,0.26014429061268274,False
CRIPT,3,2,0.5135302017112219,0.7754121517529091,True
CSE1L,3,2,0.25056657284530076,0.4328146625371816,False
DBF4,2,2,-0.0010073132453300992,-0.0010073132453300992,False
DEPP1,3,2,0.9225597113104563,1.0515326527743845,True
EMP1,2,2,1.0367003511833621,1.0367003511833621,True
EN2,2,2,0.32790823643214795,0.32790823643214795,True
ERRFI1,3,2,0.429651733232578,0.5971639806436286,False
FAM133A,3,2,-0.005777226207812329,-0.34479707362749057,True
FLRT3,3,2,-0.08842604919883416,-0.4957555013954904,True
GAREM1,3,2,0.2325641377233172,0.3304696055692773,True
GSTM4,3,2,0.1744478252404648,-0.11455394960563003,False
ICA1,3,2,-0.11350185608173557,-0.5120255051646354,True
IL1R1,2,2,0.9653115245986451,0.9653115245986451,True
KLHDC2,3,2,0.05850475812597159,-0.39350423207652385,True
MANSC1,3,2,-0.06791818783225405,-0.35667494444612924,True
ME3,3,2,0.08339448509201326,-0.35467864383172776,True
MRPS33,3,2,0.32285942182162025,0.4763990718542259,False
MVB12A,3,2,0.471806050716259,0.32738998203140257,True
NPRL2,3,2,0.18028910560885203,-0.15896454929231774,True
OLA1,3,2,-0.08017067534396431,-0.5144245673116177,True
PFN1,3,3,0.5828324565565582,0.5828324565565582,True
PIK3CB,3,2,-0.11695325667930057,-0.34480602102987135,True
PON2,3,2,0.6038803728242929,0.8031007874301803,True
RAB9A,3,2,0.39541391344434684,0.6022459801800117,True
RAC3,3,2,-0.13301016606307284,-0.29515329859878525,True
RPL27A,3,2,0.3760328794086316,0.20785152929932504,True
RRAGD,3,2,0.5494745683492965,0.7522420130755858,True
SERP1,3,2,0.3313264311395461,0.27269329384729346,True
SFMBT2,3,2,0.5141951270453321,0.47886403671148603,True
SORL1,3,2,-0.11097079879457954,-0.3559962400152257,True
SPP1,3,2,1.1560754714138464,1.5171885133964111,True
SRGAP1,3,2,0.8019680640554917,1.0938776599591997,True
SVOP,3,2,-0.24351510937492934,-0.588925569544331,True
SYT13,3,3,-0.07043659857022888,-0.07043659857022888,False
TAL1,2,2,0.6033747391394261,0.6033747391394261,True
TBC1D4,3,2,0.011412617680577183,-0.38461684325176426,True
TOX,3,3,0.10389571651146816,0.10389571651146816,False
TPI1,3,2,0.0024429425113510206,-0.3223601202956017,True
VAT1,3,2,0.34488869777356906,0.32371374608730896,True
YKT6,2,2,0.2832846840769805,0.2832846840769805,True
