gene,cluster_id,status,discovery_direction,n_same_tissue_concordant,n_same_tissue_discordant,n_cross_tissue_concordant,reason
DEPP1,0,survived,up,0,0,0,Same-tissue replication: 0/1 concordant. Cross-tissue: 0/2 concordant.
GAREM1,0,survived,up,1,0,1,Same-tissue replication: 1/1 concordant. Cross-tissue: 1/2 concordant.
SERP1,0,survived,up,1,0,1,Same-tissue replication: 1/1 concordant. Cross-tissue: 1/3 concordant.
SFMBT2,0,survived,up,1,0,2,Same-tissue replication: 1/1 concordant. Cross-tissue: 2/2 concordant.
COQ6,1,survived,down,0,0,1,Same-tissue replication: 0/1 concordant. Cross-tissue: 1/3 concordant.
ICA1,1,survived,down,0,0,2,Same-tissue replication: 0/1 concordant. Cross-tissue: 2/3 concordant.
KLHDC2,1,survived,down,0,0,1,Same-tissue replication: 0/1 concordant. Cross-tissue: 1/3 concordant.
ME3,1,survived,down,0,0,2,Same-tissue replication: 0/1 concordant. Cross-tissue: 2/3 concordant.
OLA1,1,survived,down,0,0,3,Same-tissue replication: 0/1 concordant. Cross-tissue: 3/3 concordant.
SVOP,1,survived,down,1,0,2,Same-tissue replication: 1/1 concordant. Cross-tissue: 2/2 concordant.
SYT13,1,survived,down,0,0,2,Same-tissue replication: 0/1 concordant. Cross-tissue: 2/2 concordant.
TBC1D4,1,survived,down,0,0,1,Same-tissue replication: 0/1 concordant. Cross-tissue: 1/3 concordant.
TOX,1,survived,up,1,0,1,Same-tissue replication: 1/1 concordant. Cross-tissue: 1/2 concordant.
