gene,cluster_id,max_level_survived,mean_log2fc_sig,direction
DEPP1,0,3,1.0515326527743845,up
GAREM1,0,3,0.3304696055692773,up
SERP1,0,4,0.27269329384729346,up
SFMBT2,0,4,0.47886403671148603,up
COQ6,1,4,-0.21533781161079224,down
ICA1,1,4,-0.5120255051646354,down
KLHDC2,1,4,-0.39350423207652385,down
ME3,1,4,-0.35467864383172776,down
OLA1,1,4,-0.5144245673116177,down
SVOP,1,4,-0.588925569544331,down
SYT13,1,3,-0.07043659857022888,down
TBC1D4,1,4,-0.38461684325176426,down
TOX,1,4,0.10389571651146816,up
