gene,cluster_id
AFG3L2,647
AGA,785
AGAP3,732
AGBL1,117
AGBL2,354
AGBL5,496
AGFG1,375
AGGF1,451
AGK,374
AGL,703
AGMAT,95
AGO1,805
AGO2,753
AGO3,246
AGPAT4,636
AGR2,338
AGR3,602
AGRN,444
AGT,666
AGTPBP1,758
AGTR1,283
AGTRAP,638
AHCTF1,569
AHCY,213
AHCYL2,150
AHNAK,52
AHNAK2,330
AHRR,135
AHSA1,325
AICDA,370
AIDA,79
AIFM2,81
AIFM3,193
AIG1,497
AIMP1,54
AIMP2,219
AIRIM,392
AJUBA,299
AK2,54
AK3,409
AK5,198
AK6,238
AK8,346
AKAP11,422
AKAP13,506
AKAP17A,160
AKAP19,363
AKAP5,163
AKAP6,373
AKAP7,75
AKAP8,183
AKAP8L,210
AKAP9,691
AKIP1,324
AKIRIN1,492
AKIRIN2,722
AKR1B1,318
AKR1B10,363
AKR1C1,105
AKR1C3,83
AKR7A2,267
AKR7A3,192
AKT2,301
AKTIP,785
ALAD,135
ALAS1,249
ALCAM,503
ALDH1A1,262
ALDH1A3,186
ALDH1B1,498
ALDH1L1,132
ALDH2,615
ALDH3A2,684
ALDH4A1,666
ALDH6A1,590
ALDH7A1,55
ALDH9A1,29
ALDOA,665
ALDOB,534
ALDOC,82
ALG1,748
ALG10,11
ALG12,396
ALG13,102
ALG3,0
ALG5,565
ALG8,136
ALG9,238
ALKAL2,151
ALKBH2,4
ALKBH3,240
ALKBH6,-1
ALKBH7,469
ALKBH8,172
ALOX5,388
ALOX5AP,580
ALPI,190
ALPK1,15
ALS2,178
ALYREF,-1
AMD1,32
AMIGO1,558
AMIGO2,1
AMMECR1,621
AMN,764
AMOTL2,654
AMPD1,262
AMPD2,625
AMT,537
AMZ2,6
ANAPC10,133
ANAPC11,753
ANAPC13,540
ANAPC5,80
ANAPC7,12
ANG,515
ANGEL1,788
ANGPT2,386
ANGPTL1,362
ANGPTL2,290
ANK2,765
ANK3,161
ANKEF1,13
ANKFY1,693
ANKIB1,187
ANKLE2,772
ANKMY2,524
ANKRA2,759
ANKRD10,561
ANKRD12,105
ANKRD13A,24
ANKRD13B,685
ANKRD13C,335
ANKRD16,393
ANKRD17,77
ANKRD22,608
ANKRD27,611
ANKRD35,400
ANKRD39,596
ANKRD40,246
ANKRD40CL,764
ANKRD42,601
ANKRD44,105
ANKRD52,332
ANKRD9,103
ANKS4B,50
ANKS6,445
ANKZF1,374
ANLN,57
ANO10,409
ANO5,765
ANO6,297
ANO7,517
ANOS1,627
ANP32B,420
ANPEP,364
ANTXR1,301
ANTXR2,60
ANXA1,62
ANXA13,233
ANXA2,33
ANXA3,566
ANXA4,144
ANXA5,1
ANXA6,270
ANXA7,250
ANXA9,58
AOAH,32
AOC1,3
AOC3,38
AP1AR,128
AP1M1,-1
AP1S1,614
AP1S2,727
AP1S3,95
AP2S1,376
AP3B1,62
AP3D1,124
AP3M1,664
AP3M2,620
AP4B1,663
AP4M1,26
AP4S1,47
AP5M1,570
APBA2,543
APBA3,178
APBB1IP,41
APBB2,497
APC,537
APCDD1,667
APELA,153
APEX1,773
APEX2,447
API5,133
APLF,586
APLNR,345
APLP2,518
APMAP,735
APOA2,542
APOBEC1,538
APOBEC3B,233
