gene,cluster_id,max_level_survived,mean_log2fc_sig,direction
CHCHD7,0,4,-0.2909721327451016,down
ELP2,0,3,-0.21051765460117,down
EMC1,0,4,-0.19942662646732945,down
KLHDC2,0,4,-0.39350423207652385,down
TRIM44,0,4,-0.2060933767845894,down
P3H2,2,4,0.6170678759949252,up
TMIGD3,2,3,1.014264472990552,up
UBE2L6,2,4,0.32525690817405994,up
DYNLT1,3,4,0.6837544287618078,up
EFR3A,3,4,0.16132101914295896,up
IDH1,3,4,0.6080770177215363,up
LCMT1,3,4,0.21644158215159295,up
MSN,3,4,1.0410114232284824,up
YAP1,3,4,0.833031736527648,up
