gene,cluster_id,max_level_survived,mean_log2fc_sig,direction
MANF,1,4,0.3830609957079105,up
NGFR,1,4,0.28721010586669715,up
TRAF3IP2,1,4,0.6065930624831748,up
ZFYVE21,1,4,0.2753867854175054,up
BST2,2,4,0.8618405843978599,up
SLA,2,4,0.6587424625623977,up
SP110,2,4,0.8950186882162559,up
ACTR6,3,4,-0.3555935825449845,down
APBA2,3,4,-0.26454672328367046,down
CORO2A,3,4,-0.610684247178841,down
DPP8,3,4,-0.391246006286051,down
NTN4,3,4,-0.4987694890673431,down
ARL3,4,3,-0.23586885066873542,down
NMNAT2,4,4,-0.5083146875348756,down
SLC35B4,4,4,-0.3652309893185959,down
SNX14,4,4,-0.27415390903181835,down
