gene,cluster_id,max_level_survived,mean_log2fc_sig,direction
COLGALT1,0,4,0.4430081049420238,up
H2AC20,0,4,0.4291545258254801,up
PLIN2,0,4,1.0501228358988002,up
S100A8,0,4,1.0868930479508583,up
SELENOK,0,3,0.5020718994590911,up
AARS1,2,4,-0.24757447404502608,down
ACTR1B,2,4,-0.5387780190170117,down
GPAT3,2,3,-0.541734887542681,down
RCOR3,2,4,-0.2336033849215382,down
SLC25A27,2,4,-0.4710183189153154,down
SNX14,2,4,-0.27415390903181835,down
TTC19,2,4,-0.3442998183915673,down
VPS39,2,3,-0.2122404574856267,down
