gene,n_datasets_detected,n_datasets_significant,mean_log2fc,consistent_direction
MUC5B,3,3,1.5798866565242757,True
MXRA5,3,3,1.5740131173720828,True
NEK11,3,3,0.7793529775270769,True
NELL2,3,3,1.328880441698413,True
NLRP3,3,2,-0.6138867905830995,True
NOTCH1,3,2,-0.3359014900877688,True
NPR1,3,3,-1.2251826158333328,True
OGN,3,3,1.286565568190475,True
P2RY1,3,2,-1.4202006907021467,True
PAPSS2,3,3,-1.2339764311951449,True
PDGFRA,3,3,-1.2027503305256766,True
PECAM1,3,2,-0.39937041755368846,True
PEBP4,3,3,-1.6888667469402419,True
PGC,3,3,-1.7814546379486458,True
PLA2G1B,3,3,-2.058622906500467,True
PLA2G4F,3,2,-0.9434442543445377,True
PLLP,3,3,-1.2120597920639593,True
PLOD2,3,2,0.3035708917189533,True
POSTN,3,2,1.6380364407591046,True
PPP1R14A,3,2,-0.771987004492997,True
PROK2,3,2,-1.6322503748263293,True
PRSS12,3,3,1.3806909987913165,True
PSD3,3,3,1.2244562060695605,True
PTPRB,3,3,-1.3809278584509794,True
RRM2,3,2,0.45925636222642413,True
S100A8,3,3,-1.636570366316527,True
S100A9,3,3,-1.2573186144948645,True
S100A12,3,3,-2.7214042906643328,True
SCN7A,3,3,-1.2496016709295046,True
SERPINB3,3,2,1.6182330917726422,True
SERPIND1,3,3,1.9745164235004664,True
SERPINE1,3,2,-0.8052450032413639,True
SERPINI2,3,3,0.9239662783366013,True
SFRP2,3,3,3.266161326292251,True
SFRP4,3,3,1.708707163793652,True
SFTPA2,3,2,-0.5042287757983189,True
SFTPC,3,2,-0.2822024626377206,True
SFTPD,3,2,-0.5534144060784314,True
SLAMF7,3,3,1.8390785961022411,True
SLC6A4,3,2,-2.18046999348226,True
SLC27A2,3,2,1.2719186910284783,True
SLC39A8,3,3,-1.3304662090392156,True
SLCO2A1,3,3,-1.2719772585326792,True
SLCO4A1,3,3,-2.5659089851325865,True
SLN,3,3,1.3051328369654531,True
SMAD6,3,2,-0.877427118220822,True
SMAD7,3,2,-0.32274196752194206,True
SOX2,3,3,1.6472572486083097,True
SPAG17,3,2,1.2225393263155933,True
SPARC,3,2,0.22089824840802955,True
SPATA17,3,2,1.1595493209785246,True
SPATA18,3,3,1.7930938623954251,True
SPP1,3,2,2.4546231840784305,True
STOML3,3,2,1.015912875993464,True
STX11,3,3,-1.0169594564122317,True
SULF1,3,3,1.8552756732086841,True
SLITRK6,3,3,1.4381412845961725,True
SYNPO2,3,2,1.0928440956872085,True
SYTL2,3,3,0.7896117030424832,True
TAGLN,3,2,0.43374429620915045,True
TDO2,3,2,1.9163097823459376,True
TEKT1,3,2,1.1835438156405227,True
TGFB2,3,3,0.9079257347469659,True
THBS1,3,2,-0.9189568419355751,True
THBS2,3,2,1.342545890971522,True
THY1,3,3,1.9389522460662931,True
TIMP2,3,2,0.13747963937441787,True
TIMP3,3,3,-0.9571386804668524,True
TLR2,3,2,-0.8302282611615324,True
TLR3,3,2,-0.14212469479318365,True
TMEM45A,3,3,1.4769905351937436,True
TMEM100,3,2,-1.8962240605130714,True
TMPRSS4,3,3,1.7301995022577028,True
TNNC1,3,2,-0.8901247054080298,True
TP63,3,3,1.9856203146605973,True
TRIM2,3,3,1.0658298035499534,True
TSPAN1,3,2,1.50188546176424,True
VCAM1,3,3,1.7699759648842204,True
VEGFA,3,3,-0.5159454437656386,True
VIPR1,3,2,-1.8710492661918776,True
VSIG1,3,3,1.5251974121400558,True
WDR49,3,3,1.0871581909197008,True
DNAI3,3,2,1.0803838571386548,True
WNT5A,3,2,0.49895416361391187,True
ZBTB16,3,3,-1.8342584110821678,True
ZBTB7C,3,2,0.39604141816713323,True
ZG16B,2,2,1.044511374901961,True
ZKSCAN1,3,2,0.31728490474042914,True
