gene,cluster_id,max_level_survived,mean_log2fc_sig,direction
ARHGAP45,0,4,0.6088935478746476,up
BIRC3,0,4,0.9171978421798311,up
GADD45B,0,4,1.0581376907773357,up
PNP,0,4,0.9351798081040412,up
POU3F2,0,3,0.2576752015313204,up
GOT2,2,4,-0.418355461138634,down
PFKP,2,4,-0.41598382450081406,down
VPS36,2,4,-0.3824868463188613,down
FBLN7,3,4,-0.738431686165459,down
NDRG3,3,4,-0.5395675907369588,down
NFS1,3,4,-0.3226318759521698,down
PTH2R,3,4,-0.7807750994895828,down
SCN2B,3,4,-0.6491464428567344,down
