gene,avg_log2fc,neg_log10_min_p,n_sig_datasets,direction_consistency,tier_score
ADCY7,0.5397494503691888,0.16472468702826593,0.0,1.0,0.0
ARHGAP27,0.7334802701911857,0.03992946140793114,0.0,1.0,0.0
ARHGAP45,0.7067782064982998,0.6077777639919367,0.0,1.0,0.0
ARL1,0.2458034685332368,0.2186623433404595,0.0,0.33333333333333326,0.0
ARMCX5,0.4028956646123626,0.9736443079272158,1.0,0.33333333333333326,0.0
ASAP3,0.5872238482666425,0.28977428207713174,0.0,1.0,0.0
ATP6AP1,0.2408295464822132,0.6159548155295499,0.0,0.33333333333333326,0.0
BIN2,0.7227574541818471,0.7175742550332916,0.0,1.0,0.0
BIRC3,0.8635801582427215,0.3815937213780575,0.0,1.0,0.0
CKS2,0.7734667054847565,0.10770770205442733,0.0,1.0,0.0
COA1,0.29877935738106404,0.3444340090983903,0.0,0.33333333333333326,0.0
CWC15,0.32413304274562604,0.0,0.0,0.33333333333333326,0.0
CYGB,0.23390895539718673,0.3699806450917233,0.0,0.33333333333333326,0.0
ERRFI1,0.70081260994673,0.034131022193454846,0.0,0.33333333333333326,0.0
FAM216A,0.18684480872156892,0.3692199916106562,0.0,0.33333333333333326,0.0
FBLN7,0.021535638573269563,0.6470807258011559,0.0,0.33333333333333326,0.0
FRS3,0.2724326340569708,0.23094646929479568,0.0,0.33333333333333326,0.0
GADD45B,0.9352614281661823,0.40307909272476317,0.0,1.0,0.0
GOT2,0.1843247327190432,0.4740867736888369,0.0,0.33333333333333326,0.0
GPR22,0.07288518004665945,0.39039525007428605,0.0,0.33333333333333326,0.0
HCLS1,0.7529074169745721,0.4673348760306531,0.0,1.0,0.0
KCNG1,0.6802521792039372,0.014950361946717707,0.0,1.0,0.0
LHFPL2,0.8777719376883382,0.3624147512096853,0.0,1.0,0.0
LIN54,0.2988888237983658,0.38694216913429386,0.0,0.33333333333333326,0.0
MCF2,0.030319653577932322,0.5428348853803958,0.0,0.33333333333333326,0.0
MRPL11,0.3034736193258365,0.07198991115196265,0.0,0.33333333333333326,0.0
NDRG3,0.12267687750849854,0.6444884548115299,0.0,0.33333333333333326,0.0
NELL1,0.4047651812284864,0.41129024739980563,0.0,0.33333333333333326,0.0
NFS1,0.23300924753917499,1.0,0.0,0.33333333333333326,0.0
NOP58,0.66039941976082,0.07991404310801409,0.0,0.33333333333333326,0.0
NPTX1,0.191678797266494,0.08277667258610527,0.0,0.33333333333333326,0.0
PFKP,0.18553093471008852,0.6537119099709743,0.0,0.33333333333333326,0.0
PGP,0.2556901186142238,0.5363478926934794,0.0,0.33333333333333326,0.0
PHLDB3,0.7551910931478711,0.30770455216073206,0.0,1.0,0.0
PIK3CB,0.22173159331679881,0.5148433378935859,0.0,0.33333333333333326,0.0
PITPNA,0.28482914307981033,0.17644159390729997,0.0,0.33333333333333326,0.0
PLIN3,0.7481628206798381,0.2743662143300586,0.0,1.0,0.0
PMP2,1.0,0.6714007744792355,0.0,1.0,0.0
PNP,0.8727256920714742,0.6085214610722439,1.0,1.0,0.0
POU3F2,0.528150392314928,0.3505904930995959,0.0,1.0,0.0
PPA2,0.5732583193156388,0.2928155127525034,0.0,0.33333333333333326,0.0
PTH2R,0.0,0.7900324223927793,0.0,0.33333333333333326,0.0
PTPN3,0.17770797528989254,0.24753502905802308,0.0,0.33333333333333326,0.0
RAB11FIP5,0.2637741053620984,0.6942003032882927,0.0,0.33333333333333326,0.0
RABL2A,0.5581600820656107,0.4126410323124291,0.0,0.33333333333333326,0.0
SARNP,0.8501607261305186,0.2703329504104945,0.0,1.0,0.0
SCARB2,0.6574774606728412,0.18905355167147572,0.0,0.33333333333333326,0.0
SCN2B,0.06694564638498424,0.7542217389755658,0.0,0.33333333333333326,0.0
SGCB,0.5575955063621753,0.42069005203761645,0.0,0.33333333333333326,0.0
SMARCD1,0.7909463874909074,0.0388523577380644,0.0,1.0,0.0
SVIL,0.7970885511371717,0.22275747822513592,0.0,1.0,0.0
TMTC4,0.17079359190543128,0.11180632843903324,0.0,0.33333333333333326,0.0
TRRAP,0.7643936045011201,0.2812957914917726,0.0,1.0,0.0
TSEN34,0.7641947351138341,0.19583481361201488,0.0,1.0,0.0
TSPAN7,0.6282792831731108,0.09536956826951384,0.0,0.33333333333333326,0.0
TTF1,0.4418514544192576,0.161647587630474,0.0,0.0,0.0
USP46,0.6489887157934247,0.5447000631670003,0.0,0.33333333333333326,0.0
VPS16,0.2935407389407601,0.3965088894805826,0.0,0.33333333333333326,0.0
VPS36,0.20256732263425825,0.5952839559972916,0.0,0.33333333333333326,0.0
ZC3HAV1,0.8699172555335042,0.7590887691046095,1.0,1.0,0.0
ZHX2,0.5834099849199704,0.13818142294648753,0.0,1.0,0.0
