gene,cluster_id,status,discovery_direction,n_same_tissue_concordant,n_same_tissue_discordant,n_cross_tissue_concordant,reason
ARHGAP45,0,survived,up,0,0,1,Same-tissue replication: 0/1 concordant. Cross-tissue: 1/2 concordant.
BIRC3,0,survived,up,1,0,1,Same-tissue replication: 1/1 concordant. Cross-tissue: 1/3 concordant.
GADD45B,0,eliminated,up,0,1,1,Significant opposite direction in same-tissue dataset(s): ['GSE102741']. Discovery direction: up.
PNP,0,survived,up,0,0,1,Same-tissue replication: 0/1 concordant. Cross-tissue: 1/3 concordant.
POU3F2,0,survived,up,1,0,0,Same-tissue replication: 1/1 concordant. Cross-tissue: 0/2 concordant.
GOT2,2,survived,down,1,0,2,Same-tissue replication: 1/1 concordant. Cross-tissue: 2/3 concordant.
PFKP,2,survived,down,1,0,2,Same-tissue replication: 1/1 concordant. Cross-tissue: 2/3 concordant.
VPS36,2,survived,down,0,0,1,Same-tissue replication: 0/1 concordant. Cross-tissue: 1/3 concordant.
FBLN7,3,survived,down,1,0,1,Same-tissue replication: 1/1 concordant. Cross-tissue: 1/2 concordant.
NDRG3,3,survived,down,1,0,2,Same-tissue replication: 1/1 concordant. Cross-tissue: 2/3 concordant.
NFS1,3,survived,down,0,0,3,Same-tissue replication: 0/1 concordant. Cross-tissue: 3/3 concordant.
PTH2R,3,survived,down,0,0,2,Same-tissue replication: 0/1 concordant. Cross-tissue: 2/2 concordant.
SCN2B,3,survived,down,0,0,2,Same-tissue replication: 0/1 concordant. Cross-tissue: 2/2 concordant.
