gene,cluster_id
ADCY7,0
ARHGAP27,0
ARHGAP45,0
ARL1,1
ARMCX5,-1
ASAP3,0
ATP6AP1,2
BIN2,0
BIRC3,0
CKS2,0
COA1,4
CWC15,1
CYGB,4
ERRFI1,5
FAM216A,4
FBLN7,3
FRS3,1
GADD45B,0
GOT2,2
GPR22,4
HCLS1,0
KCNG1,0
LHFPL2,0
LIN54,4
MCF2,3
MRPL11,1
NDRG3,3
NELL1,4
NFS1,3
NOP58,5
NPTX1,1
PFKP,2
PGP,2
PHLDB3,0
PIK3CB,2
PITPNA,1
PLIN3,0
PMP2,0
PNP,0
POU3F2,0
PPA2,5
PTH2R,3
PTPN3,1
RAB11FIP5,2
RABL2A,5
SARNP,0
SCARB2,5
SCN2B,3
SGCB,5
SMARCD1,0
SVIL,0
TMTC4,1
TRRAP,0
TSEN34,0
TSPAN7,5
TTF1,1
USP46,5
VPS16,4
VPS36,2
ZC3HAV1,0
ZHX2,0
