gene,n_datasets_detected,n_datasets_significant,mean_log2fc,mean_log2fc_sig,consistent_direction
APOC1,2,2,0.9050275732561341,0.9050275732561341,True
ATP5F1A,3,3,0.1947665866426466,0.1947665866426466,False
BAX,3,2,0.34706096998805425,0.3296681899275744,True
CHN1,3,2,0.0233658620431522,0.1560262130647283,False
CHSY1,3,2,0.5153773718276226,0.3836273291695136,True
CREB3L2,3,2,0.6714425915670835,0.9427094609477411,True
CUTA,3,2,0.33350710108385595,0.5465169510103993,False
ELOVL4,3,2,-0.022203075288304674,-0.45390668946432466,True
FBXO40,2,2,-0.3907390015059853,-0.3907390015059853,False
FNDC5,3,2,0.03492985000926888,0.17200839312608274,False
FUCA1,3,2,0.13183619583706566,0.23986786589085551,False
GHITM,3,2,0.2531205705989971,0.45328241518054657,False
GHR,2,2,0.9516382874496573,0.9516382874496573,True
HERC3,3,2,-0.09468819469581409,-0.3474194010705176,True
IL13RA1,3,2,0.5582445229942823,0.7614299465606242,True
IRF9,2,2,0.8692778219245376,0.8692778219245376,True
JAM2,3,2,0.5210411181096575,0.8262626825411035,True
KLHL42,3,2,-0.006684818052767365,-0.29766008790802534,True
LRPPRC,3,2,0.1472873317596418,-0.3074020635885599,True
MAPKAPK2,3,2,0.4883339900103964,0.6539921268768489,True
NCKIPSD,3,2,0.006878943084226208,-0.37235084732933466,True
NIPSNAP2,3,2,0.13727301422820778,-0.2125862112398913,True
NR3C1,3,2,0.07705681276307381,-0.29349212862691987,True
OAS3,2,2,0.7548494767919145,0.7548494767919145,True
OGA,3,2,0.35715075681132574,0.5934378457474927,False
PARN,3,2,0.0075917023313119,-0.22865956628747286,True
PCGF3,2,2,0.27749979622905174,0.27749979622905174,True
PDCD4,3,2,0.3672758913393401,0.4718407012397785,False
PGP,3,2,0.02969870189107689,-0.2780367043154204,True
PIK3AP1,2,2,0.953136840672439,0.953136840672439,True
PNP,3,3,0.9351798081040412,0.9351798081040412,True
PPARA,2,2,0.6545049673564671,0.6545049673564671,True
PREX1,3,2,0.42303525260844044,0.48921834532653596,True
RAMAC,3,2,-0.005937153371331642,-0.20872590163994698,True
RRP15,3,2,0.41322618007055967,0.7479222581734266,True
RTN4IP1,3,2,-0.006962757789995629,-0.2825686147272479,True
SEC61B,3,2,0.4674861426306401,0.16914646436854142,True
SLC45A1,3,3,-0.04806255805905598,-0.04806255805905598,False
SMARCC1,3,2,0.4551965231984279,0.25842464364843254,True
SNAP23,3,2,0.5618373238952247,0.481361234699893,True
SOX9,3,2,0.714067261531817,0.5508290755857739,True
STX2,3,2,0.39311581993096567,0.22263598910675064,True
TEAD2,2,2,0.6862414761145077,0.6862414761145077,True
TIMCC,3,2,0.1808450089687462,-0.2508760455607202,True
TSPAN14,3,2,0.37118855768203396,0.41885524879111724,True
UBLCP1,3,3,0.10474986505346469,0.10474986505346469,False
UBTD1,3,2,0.33599912131321,0.3479733381964438,True
USP11,3,2,-0.05343883787234146,-0.3731875733030954,True
VAMP1,3,2,-0.313094602301879,-0.9075396805426736,True
VPS45,3,2,0.1690592134925799,-0.22658864938225554,True
