gene,n_datasets_detected,n_datasets_significant,mean_log2fc,mean_log2fc_sig,consistent_direction
ACBD6,3,2,0.2388158493966186,0.16337336626616716,False
AK2,3,2,0.3854604018312558,0.24114056989107002,True
ANAPC5,3,2,0.10419824206598587,-0.32040831644837997,True
ANKRD37,3,2,0.6206479288988446,0.8611825874107675,True
ASB8,3,2,0.1255956556460731,0.20551150715821187,False
ATP6V1B2,3,3,0.18337932668058285,0.18337932668058285,False
BBS7,3,2,-0.12841670109114092,-0.4006795891153665,True
BCAR3,3,2,0.4609033740993042,0.629194388646392,True
BMPR1A,2,2,0.3411095572897225,0.3411095572897225,True
BNIP3,3,2,0.4445892648159247,0.6836988008328615,False
BST2,3,3,0.8618405843978599,0.8618405843978599,True
CACNG2,3,2,-0.021730617368090382,-0.36115414093439346,True
CAP2,3,2,0.0995368763011489,0.2647505141023636,False
CDKN1A,3,3,1.3171104542010474,1.3171104542010474,True
CMC1,3,2,-0.13150920209843905,-0.2564425005253925,True
CRYM,3,2,-0.45726952536909504,-0.8939597106103654,True
CTPS1,3,2,0.1462826082071403,0.27291322549473884,False
CUL1,3,2,0.04279594372932394,-0.14160718754265256,True
CUTA,3,2,0.33350710108385595,0.5465169510103993,False
DCUN1D2,3,2,-0.042361684509987896,-0.2757551918450236,True
DNAJA2,3,2,0.0620563001707047,-0.29918444681366774,True
FKBP14,3,2,0.5447621827460742,0.7713540781607773,True
HCST,2,2,0.8086445021860813,0.8086445021860813,True
HDAC1,3,2,0.6011807919981341,0.5008802687058236,True
HYLS1,3,2,-0.07538066273238304,-0.4168836787835071,True
ID3,3,2,0.673606517173822,0.5631307214122011,True
IL13RA1,3,2,0.5582445229942823,0.7614299465606242,True
IL1R1,2,2,0.9653115245986451,0.9653115245986451,True
KCTD5,3,2,0.45759996768125655,0.252172008830424,True
KIF1C,3,3,0.5159525277176039,0.5159525277176039,True
MAPK4,3,2,0.4655854161598751,0.25533062893411307,True
MAPKAPK2,3,2,0.4883339900103964,0.6539921268768489,True
MAT2A,3,2,0.6570816207466965,0.9477028570110706,True
MSX1,3,2,0.8299989623860592,1.0864899885050505,True
NBEA,3,2,-0.14304614647817124,-0.3734515268305998,True
NDUFAF5,3,2,-0.0049675334018468575,-0.31827070473796093,True
NFE2L2,3,2,0.5918654191296433,0.4359866935563055,True
NIF3L1,3,3,0.16541074371756018,0.16541074371756018,False
NMNAT2,3,2,-0.25216094568366404,-0.5083146875348756,True
PRR5,3,2,0.5936948771979035,0.49831215218058933,True
RABL2A,3,2,0.2642358449230236,0.3166803103196485,False
RGN,3,2,0.05575453688842321,-0.09849960815666758,False
RHOT1,3,2,0.40071565155633593,0.5850845634627095,False
S100A16,3,2,0.7174473678008546,0.7169399811972116,True
SAMD9L,2,2,1.0721889745882978,1.0721889745882978,True
SEMA3E,3,2,-0.018603030723208274,-0.4291327886069305,False
SERP1,3,2,0.3313264311395461,0.27269329384729346,True
SH3GLB1,3,2,0.4488867973858784,0.26634382917486965,True
SLC2A5,3,2,0.7877110299936215,0.6291337341726642,True
SNAPIN,3,2,0.1909835883621082,0.30128562434557393,True
SPAG9,3,3,0.31426742095990257,0.31426742095990257,False
SUDS3,3,2,-0.052032661628418055,-0.1601842383091583,True
SV2A,3,2,-0.006911204981722226,-0.40032959769453047,True
TCEA2,3,2,0.15730525588897612,-0.19148314325025506,True
TGFB3,3,2,0.7259975934813102,0.6350582922446013,True
TLE1,3,2,0.36685141691359363,0.18835601516641187,True
TOPBP1,3,2,0.12465349455264096,-0.2182851994481112,True
TPK1,3,2,0.007910692032051822,-0.3210526285878761,True
USP4,3,2,0.26815001204785044,0.08020051227316305,False
VRK1,3,2,-0.08921964785812397,-0.33006907477141056,True
WSCD1,3,3,0.6184854627492665,0.6184854627492665,True
YBX3,3,3,1.1938554767287959,1.1938554767287959,True
