gene,n_datasets_detected,n_datasets_significant,mean_log2fc,mean_log2fc_sig,consistent_direction
CD79B,2,2,0.6296990548643171,0.6296990548643171,True
CD99,3,3,0.5719956763109796,0.5719956763109796,True
CDAN1,3,2,0.40153846430637774,0.5858292494499522,True
CPLX1,3,2,-0.26370763628287336,-0.3668070408834647,True
CTSH,3,3,0.6927910475824574,0.6927910475824574,True
DDIT3,3,2,0.2883995956934875,0.36849894929512583,True
DOK1,2,2,0.509805998347024,0.509805998347024,True
FGR,2,2,0.6840197028946813,0.6840197028946813,True
FRG1,3,2,0.11182226023731283,-0.27429130663415946,True
GADD45A,3,2,0.7059599217518846,0.9657849246448138,True
GINS1,2,2,0.021641024471833692,0.021641024471833692,False
HLA-F,3,3,0.6298942317361313,0.6298942317361313,True
IL13RA1,3,2,0.5582445229942823,0.7614299465606242,True
KIF1C,3,3,0.5159525277176039,0.5159525277176039,True
LMBR1,3,2,0.15065299963392795,-0.3159150760348828,True
MANSC1,3,2,-0.06791818783225405,-0.35667494444612924,True
MLC1,3,2,0.2890489699594084,0.33104210302649717,True
NPAS3,3,2,0.43596387126978325,0.3087010008871882,True
NPL,2,2,0.7530857730463442,0.7530857730463442,True
NRDC,3,2,0.25715307590644354,-0.11847852294818084,True
PBX3,3,2,0.5562073646044154,0.3988922626054673,True
PIK3R4,3,2,0.027992179599166295,-0.2764032857814649,True
RBM38,3,2,0.2676412136094924,0.3928107058357173,True
SBF2,3,2,0.3746706556395374,0.22849746929813364,True
SLC16A3,3,2,0.7579656256954138,1.0205165548423332,True
SLX4IP,3,2,0.423358047137474,0.32067863369453753,True
TAGLN3,3,3,0.13324244985155995,0.13324244985155995,False
TMED5,3,2,0.38184322010540744,0.25263203709301485,True
TOMM20,3,2,-0.12553117557894597,-0.5087832558180208,True
TRMT11,3,2,0.1361634246806688,-0.3335735021557018,True
UROD,3,2,0.1172599979810025,-0.2630228364622833,True
