gene,cluster_id,max_level_survived,mean_log2fc_sig,direction
ACTL6B,0,4,-0.5014298500035088,down
GLS2,0,4,-0.558996545840468,down
LPCAT4,0,4,-0.36102882400716485,down
PRC1,0,4,-0.37642665874211967,down
SCN4B,0,4,-0.6076519227594406,down
SP110,1,4,0.8950186882162559,up
UGDH,1,4,0.6406781414493237,up
YAP1,1,4,0.833031736527648,up
KLF9,2,4,0.5770798764536456,up
NIF3L1,2,4,0.16541074371756018,up
SSX2IP,2,3,0.10524437438002703,up
CPEB1,3,4,-0.22322816199714546,down
SLC25A3,3,3,-0.34247619181957845,down
SRGAP3,3,3,-0.2433601742610847,down
TTC1,3,3,-0.1806277131388625,down
