cluster_id,n_iron_clad_members,members,min_modal_count,max_modal_count,mean_modal_count
265,12,CLPTM1L|IP6K1|KLHDC4|MAN1B1|NKIRAS2|RCN2|RXYLT1|SELENON|SLC39A1|SNAP47|TIMM13|ZNF579,1,1,1.0
267,13,AP1AR|CEP85L|CGRRF1|CYP2J2|ELAC1|FLNB|GTF3C6|IMPACT|NDUFS2|NMRK1|SHOC2|SPECC1L|VAV1,2,2,2.0
268,15,CDC25A|DNAJC6|FAIM2|FCGR3B|GPR180|MCEE|NCOA1|PRSS33|SALL4|SERPINE1|SH3TC2|SLC5A1|SRSF8|TNFAIP6|ZIC2,1,2,1.2
270,1,FBXO5,2,2,2.0
271,16,AK2|CARM1|EXOSC2|HSD17B8|JMJD1C|LAMB3|NCLN|NCR3LG1|NR2C2AP|OAS3|PAK6|SMOX|TTLL11|TUBA4A|UNC119B|ZBTB18,1,2,1.8
272,27,ARFIP1|CMTR1|CUL4A|DESI1|DUS1L|EBPL|EIF3E|FLAD1|FOXRED2|GTPBP3|ISG20L2|LSM5|MCM5|MEA1|MLF2|NCBP2|NEU1|PTPN11|RBM19|REXO4|SMC4|SNU13|SRPK1|TBXAS1|TRIT1|ZNF746|ZNF786,2,2,2.0
273,7,BCCIP|EMC1|FBXO21|INTS8|PLP2|SLC41A3|SUCO,2,2,2.0
276,17,ALKBH7|EAF1|GALM|HUS1|LFNG|NDUFV1|NPAS2|NUPR1|OXA1L|PAPOLG|PGPEP1|RPL36AL|SATB1|SMPDL3B|STRN4|TMEM165|TNFAIP8L2,1,2,1.6
277,1,TPM4,2,2,2.0
278,11,BID|C1orf198|CCT7|DYNC2I2|ELMO2|FAM220A|HENMT1|ROGDI|SMYD2|U2SURP|UBAC2,1,2,1.9
279,6,CAMKMT|CCT5|CDK5|NIFK|PAN3|RCC2,2,2,2.0
281,18,AQP1|BIN2|CHRNA3|CRACR2A|EIF3B|FSIP2|JOSD1|MIDEAS|NDE1|NDN|PHGDH|POU2AF3|PTGS1|RCAN1|STOX2|TCFL5|TTLL7|UTP14A,2,2,2.0
282,3,SLC2A10|WFDC1|ZSCAN10,2,2,2.0
283,11,CKMT1A|FXYD3|GLTP|MPDU1|NPY|PAFAH2|PAQR8|PEG3|SNX24|SPATA18|TMEM140,1,1,1.0
284,8,GOLGA8N|IL15|NTN1|PLEKHH2|RAB30|SH3BGRL|SLC35A5|WDFY4,2,2,2.0
285,11,ACOX3|ADH5|CLK3|ITGA1|LEPROTL1|LIX1L|NR2C2|PRDM1|RBM4|SLC25A12|SYNRG,2,2,2.0
286,12,ARL5B|DET1|EPSTI1|GRPEL1|HECA|METTL26|NABP1|PCBD1|PEA15|SIGLEC6|SLTM|ZNF275,1,2,1.3
287,7,AXIN1|GLCE|NBN|POLR2G|SEPTIN1|SNX20|ZFP69B,1,2,1.1
288,15,ARHGAP27|ATOH1|BTLA|CCDC110|FMC1|GABRA2|GALNT1|HSD3B2|NAALADL1|PLA2G2A|SFSWAP|TEF|TLR1|UBE2QL1|ZSCAN30,1,2,1.9
289,19,ABCB1|ACOT11|ADRB1|C1orf115|CBR1|CCL28|DOP1B|EDIL3|GTF2A2|ITM2C|JDP2|KCNIP4|MYO1A|PDE7B|PHLPP1|PPARGC1A|SLC25A34|ST6GALNAC1|TLR3,2,2,2.0
291,6,EFNA3|IL13RA2|IL17RD|PRRX1|S100A9|TDO2,3,3,3.0
292,11,CFL1|CXCR4|EMC4|GPC3|HIVEP1|LRG1|LRRC27|PALM2AKAP2|PRF1|SKP1|TSGA10,1,1,1.0
293,15,ARL3|CRLS1|DCLRE1B|HABP4|ILKAP|LIN9|MEPCE|MFSD12|PIGX|PRRC2B|SEMA4F|SMARCD1|SNRPD3|SPHK1|WWC3,2,2,2.0
294,4,CD40|GTF2H4|MOSPD2|MRPL10,2,2,2.0
295,8,AHNAK2|ARHGAP26|DHRS12|MMD|PDE4B|TBC1D16|TIMP3|TUBB2A,2,2,2.0
298,8,ANAPC7|CDC34|CDK2AP1|EMD|NEU3|PSMC2|RAD18|TBC1D4,1,1,1.0
299,11,BTF3L4|EMG1|GRPEL2|KPNA3|NUP93|PXMP4|SMIM29|TARBP1|UMPS|WDR54|ZNF281,2,2,2.0
301,9,ASF1B|GNPDA1|IRAK1|MORC4|SLC3A2|SULT2B1|TCF3|TUBG1|ZPR1,1,1,1.0
302,8,CDR2L|DSN1|FAM216A|IMPDH1|LAGE3|NT5C3B|POLR1C|TIMM50,1,1,1.0
303,12,ADO|BUD23|C19orf53|HSPBAP1|MORF4L2|MRPL58|POLR1H|PTK2|RBBP7|SAE1|SLBP|TDP1,2,2,2.0
305,13,CARF|H2AZ1|HECW1|NIPAL3|NUDT22|OPN5|PARK7|PLPBP|PPP6R1|PRKAG2|RABL3|SYF2|TSFM,2,2,2.0
307,7,ABO|FCRL5|MC3R|OPCML|PARP15|SLC7A2|SORL1,2,2,2.0
309,8,ATP7B|DCUN1D2|DPP7|HPS4|TRAF2|TRIM47|TTC9|ZBED3,2,2,2.0
311,6,KIAA1958|PDIA6|PUSL1|RNF39|TIMM10|TYMP,3,3,3.0
312,15,CCL21|DNAH10|ENPP6|MFAP4|MFAP5|PAPSS2|PHC3|RIC1|RTN1|SGK1|SLAIN2|SLC30A1|SMIM5|SVOPL|TMEM35A,2,2,2.0
316,7,APOE|ATP5MK|ECI1|MAGIX|PTGDR2|TAOK3|TMEM120A,2,2,2.0
318,13,ABCE1|ACKR1|B9D1|CCNB2|GALNT2|KIAA0930|MAGED2|MRTO4|P3H2|POU2AF1|SLC16A9|STMN1|ZNFX1,1,2,1.3
319,10,ACP1|ADRA2A|BBIP1|CD1D|CR2|DCLRE1C|FOXP2|MT1G|TTF1|VPS41,2,2,2.0
321,11,COPS4|ERCC6L2|HIPK1|MCM4|NOTCH3|PLCXD2|RPGRIP1L|SCFD1|SLC7A6|TRMT1|TSC1,2,3,2.5
322,7,ADORA3|FBXO32|GNE|PHGR1|PLAAT4|SLC25A35|SPART,2,2,2.0
324,17,AGMAT|AP1S3|BDH2|BTBD3|CENPK|CRABP2|DENND5B|DUS3L|ETV5|GADD45A|LRRC61|MPI|POLR3A|POMZP3|TPRA1|ZFP1|ZNF584,2,2,2.0
325,16,CASP5|CLEC2D|CPA3|CXCL13|ENTPD3|FCRL1|GAPT|GCSAM|HLA-DPA1|NEUROD1|PCDH7|PCSK5|PI15|PTPRZ1|ST8SIA1|TPSAB1,2,2,2.0
326,9,CA9|CHN1|CKAP2L|HSF1|MKI67|NOD2|PARPBP|RAB36|SGO2,2,2,2.0
329,17,CEP192|COASY|COPS9|CREBL2|ERAL1|HVCN1|L3MBTL2|LAMP1|PARP2|PEX19|PGGHG|PPIP5K2|PPOX|PRR5|SPATA2L|STYXL1|VPS13D,2,2,2.0
330,4,C4orf33|DSEL|SH3BGR|ZDHHC2,2,2,2.0
331,4,MBD2|MSRA|SNX13|STON2,2,2,2.0
332,8,COL4A5|CYP2C18|EPHA7|KCTD4|MYLK|RBM24|RFX6|THEMIS,2,2,2.0
333,13,ABCA9|ADGRG7|ATP5PB|CD164|CLU|GOLM2|MFSD1|NHERF4|NLRC3|PRPF18|RNF152|TAS2R39|TRHDE,2,2,2.0
334,12,ABCD3|ADHFE1|ATL1|CCDC28A|CHMP5|GNAL|MBNL1|PSEN1|RCHY1|SARAF|UBR2|ZNF829,2,2,2.0
336,27,ADGRG1|CBX4|DDIT4|DHX30|GRWD1|HEATR3|IFI6|IFITM2|IFITM3|IRAK2|JAG2|JPH1|KANSL2|MZT1|NDUFA11|ORC6|PFDN4|SERPINE2|SF3A3|SFRP4|SMURF2|SNTB1|STK4|TFB1M|WNT5A|ZNF260|ZNF587,1,2,1.4
339,10,AGT|ALDH4A1|CDCA5|CSE1L|GTF3A|HSPH1|LARP6|LRRC8E|STXBP1|TMEM97,1,1,1.0
340,4,CNTN1|DNAAF9|KLC4|SNAI2,2,2,2.0
342,5,CCDC59|GID8|LRIF1|SPG21|XRN2,1,1,1.0
344,6,AHCY|CAD|CFB|MELK|NUDCD1|SORD,2,2,2.0
345,14,CCL8|CD48|CIAO1|CRIP1|DNPH1|NIBAN1|PTPRH|REEP3|SGK2|SPG11|SRPRA|STAB1|STK17A|TMPO,1,2,1.8
347,18,ALG3|BGN|CKAP5|CXCL5|DNAAF11|GMPR2|HYAL2|NAGA|NFE2L3|PDLIM5|PPP1R13L|PSAT1|SLC6A6|TAPT1|TMEM125|TNRC18|TRIM29|WFS1,2,2,2.0
348,37,ADAMTS2|AJUBA|BOK|C5orf34|CCND1|CDK1|CENPI|CIBAR1|CKMT2|CXCL2|DNMT3B|FAP|FZD3|GDF15|HAUS6|IFT56|KIF4A|LOXL2|LYAR|MMP10|MSX1|MTFR2|MYEOV|OLFML2B|PHF19|RGS16|SKA3|SLC25A15|SLC2A12|SLC7A5|SP5|STIL|TESC|THEM6|TMEM185B|UBE2T|WNT11,2,2,2.0
351,1,C14orf132,2,2,2.0
352,9,AOC1|CMA1|GRAMD1C|GSTM4|LANCL3|LURAP1|MEF2C|PTPN21|SELENOP,2,2,2.0
353,12,ACAD8|ANKRD9|CTH|FAM162A|MED11|NDUFS4|OCEL1|SNX6|SYTL2|TBC1D9|UQCR10|ZBED11,1,2,1.7
354,29,ARG2|ARHGEF9|BCKDK|BDH1|BICD1|CAPN2|CBX1|CCNJL|COL28A1|CRADD|CXCL10|DGKA|DHDDS|ECH1|HMGCL|KLF12|KRT6B|MTMR10|NUDT16|PTK2B|RBMS3|RRP12|SLC2A3|SOCS3|TMED9|TMEM273|TRAF3IP2|TSPAN3|WRAP53,2,3,2.2
355,19,ANKIB1|ANLN|AXIN2|DUSP14|ELN|GTF2IRD1|IER2|MAGOHB|MYCBP2|PDXK|PMEPA1|RNF115|SCD|SKIL|TEAD1|TPX2|UBE2C|UBE2L6|WNT2,2,2,2.0
360,9,F3|GAS1|HOXA11|HPDL|MLLT10|N4BP1|RNF182|STYXL2|UBALD1,2,2,2.0
361,6,GPC1|HSD3B7|PROSER2|SERPINB5|SLC25A22|SULT1C2,2,2,2.0
362,6,ACVRL1|CFHR1|RAPGEFL1|SOWAHA|SSPN|SYNE1,2,2,2.0
363,2,ASB7|FCRLB,2,3,2.5
365,11,AGFG1|BORCS5|CHORDC1|CLDN12|E2F8|EIF1AD|IDH3B|ING1|NUAK2|RPS4X|SDAD1,1,2,1.3
367,17,BCR|BRMS1|BRPF1|DNASE2|DPH7|FUNDC1|HSD17B12|KRI1|LRRC42|NECTIN4|P4HA1|PGAM5|POLR2H|RFNG|RNF220|SSR3|TMED3,2,2,2.0
368,8,DNAJB1|FAM50A|HSP90AA1|MLLT1|MMP14|PSMD1|RIOX1|TARDBP,2,2,2.0
369,14,CACYBP|COPS7A|CTNNB1|FAF1|KDM2B|OTUD5|PAPSS1|PMPCA|POLR3C|POLR3K|RABL6|SF1|SNAPC4|ZWILCH,2,2,2.0
371,6,DOLK|GUK1|INO80B|MRPL47|PDIA4|ZDHHC20,2,2,2.0
372,6,FIBIN|FSBP|KRT17|LONRF1|PLEKHA2|SLC2A14,1,1,1.0
374,6,BUB1|CHEK1|COL1A1|EEF1E1|KIF20A|TSPAN5,2,2,2.0
376,10,ANGPTL2|CSGALNACT2|IFT81|KLHL23|LEMD1|MTCL1|PLA1A|TCEAL4|VMP1|WNK1,2,2,2.0
377,1,FOXN3,2,2,2.0
378,13,AEBP1|ASAP3|BCAR3|CASD1|CASP7|CLSPN|NDRG2|PDE4D|PGM2L1|PITPNM3|PLPP1|SLC22A23|TTC22,1,2,1.8
380,11,AHCTF1|CRTC3|DHX40|DYNLT3|GET4|NDUFA7|POLE3|RHOT1|RINT1|SCAMP3|STX2,2,2,2.0
381,9,APMAP|CDADC1|DONSON|DUS4L|MTFR1|NUP37|PUM3|TBL3|TMEM231,1,1,1.0
382,3,NCDN|RBP1|SMC2,2,2,2.0
383,8,ADA|CDC25C|CENPW|FBRSL1|FGFRL1|GPR157|SAA2|VASH2,2,2,2.0
385,1,MED22,1,1,1.0
386,4,DIPK2A|LANCL1|NOP10|P2RX5,3,3,3.0
387,8,BRD3|CSPP1|DFFA|GAD1|INTS2|MANF|MAP1S|TECR,1,1,1.0
389,5,CITED4|OBSCN|RAD51C|SERPINA10|STX1A,2,2,2.0
390,5,CCDC86|CDC20|MRGBP|NKD2|UTP4,2,2,2.0
391,10,CEP72|CMTM8|DDX21|DTL|GINS2|KPNA2|PLAAT3|SPARC|TMEM9|TWNK,2,2,2.0
392,9,AGR2|DLST|GSTK1|LDLRAD4|LGALSL|LRIG3|MPPE1|PRKAA2|VAMP2,1,1,1.0
393,5,ATP9B|JAM3|LAMA2|RPS6KA5|SATB2,2,2,2.0
396,9,ARHGEF3|CNIH4|EFNA2|ELP4|GGPS1|LTBP4|PLXNA2|RGS3|S1PR2,1,2,1.7
397,5,ADIRF|CCR10|CYLD|GAL3ST1|PDE1A,2,2,2.0
398,11,ANG|APOL6|ASB8|EIF3K|INAFM2|MFNG|MYL5|PAPLN|RPS6KA1|STARD10|TIGD7,2,2,2.0
399,5,EFCAB7|PRKRA|RAVER1|RPA2|SBF1,2,2,2.0
400,3,CEP120|HACD1|LTBP1,2,2,2.0
405,6,COLGALT1|MRI1|RLIG1|SAC3D1|SLC38A7|UBL4A,2,2,2.0
406,18,CIP2A|E2F3|EVA1A|FJX1|GAS2|HS2ST1|IFRD2|LY6E|NOX4|PRC1|PTTG1|RRM2|SLC39A6|SMYD5|TEX10|TOP2A|URB2|ZNF280B,2,2,2.0
408,7,ADH1A|ANK2|CNTN4|GHR|LDHD|MS4A8|MYH11,1,1,1.0
409,10,ARL14|CRACD|GPAT3|HPGDS|INSM1|NR5A2|PLAAT2|PRIMA1|SCUBE2|SLITRK6,1,1,1.0
410,7,ARID3A|IQGAP3|KIF18B|LMNB2|POLR1G|RIPK2|SHROOM4,1,1,1.0
412,8,ADRM1|CXCL16|GART|GMPS|HMGA1|LRP11|RRP9|SACK1H,1,1,1.0
413,13,FDPS|INVS|KNOP1|LDB1|MRPL55|PDS5B|RNF149|RPS21|SLC12A7|STOML2|ZFP30|ZMYND8|ZNF182,2,2,2.0
415,5,COMP|HCAR3|IL1RN|NMU|ZFP41,2,2,2.0
416,9,AGO2|ANAPC11|CFAP298|DCTD|G6PC3|RBM42|RSL1D1|SSRP1|STX16,1,1,1.0
417,9,ANKRD52|B4GALT6|C1QTNF1|CDC5L|DHX35|GON4L|MNAT1|MRPS31|PIERCE1,2,2,2.0
418,9,BIRC3|EHBP1|GBP2|HBG2|MLLT11|MXRA7|OAT|SYTL4|ZNF696,2,2,2.0
419,12,ABCC10|AIRIM|CENPA|DDX49|DHX33|FBXO6|MTR|PITRM1|SLC22A15|TCTN1|USP6NL|YBX3,1,2,1.7
420,18,ABI3BP|ASPA|B2M|CNOT8|FKBP2|IRAG2|MFN1|MMP28|MYL6|PLAC8|PPP1R8|TAGAP|TBC1D12|TSPYL4|TTC23|TXNL4B|UBE2D4|WBP1L,1,2,1.8
421,5,DIS3|LONP1|PWP1|SMC1A|YEATS2,1,1,1.0
422,21,CREG1|DCPS|DDX50|GLMN|GPR19|IRAK1BP1|KCNQ1|NPEPL1|OSBPL8|PBK|PDLIM7|PIGW|RAD51B|RAP2A|RPAIN|SAXO5|SLC26A11|STEAP3|TRNT1|TTC9C|VWA1,2,2,2.0
423,7,AP2S1|CALR|CATSPERB|ERH|SERPINB8|TBC1D10B|ZCCHC24,2,2,2.0
425,11,CAMK2N1|CDC42SE2|CPEB2|CRYZL1|LYSET|MBNL3|SECISBP2L|SENP8|SLC35A1|TET2|ZNF844,2,2,2.0
428,7,AFF4|ARMC8|GIT2|SIK3|TCIM|YIPF5|ZNF211,2,2,2.0
429,1,ROPN1B,2,2,2.0
430,1,RBKS,1,1,1.0
431,5,ATAD3A|MAPRE1|PHF13|PODXL|SRXN1,2,2,2.0
432,8,C12orf43|CEP104|PSMD6|SRPK2|STRA6|SUZ12|TAF10|TMEM216,2,2,2.0
433,1,PRMT8,2,2,2.0
435,2,CAT|FZD5,1,1,1.0
438,1,TAF1B,2,2,2.0
440,4,DHODH|TMUB1|UHRF2|ZC3H3,2,2,2.0
441,20,DDX23|DDX51|DNMT3A|ENTPD6|IL23A|KIF16B|LRRC8A|MAP4|MNS1|MRPS12|MTA1|PAFAH1B2|PEX3|PRRC2C|PUS7L|RABGGTB|SLC10A3|TM2D2|ZFAND1|ZNF692,2,2,2.0
442,7,AKIP1|ASNSD1|KLHL11|LSM12|RNASEH1|TMEM258|YWHAB,2,2,2.0
443,7,ARHGEF19|GLS|GPN3|NUDT14|NUDT5|TTF2|ZNF697,1,1,1.0
444,1,EFTUD2,2,2,2.0
445,12,ARMCX6|EXOSC3|HAUS3|LIMS4|LRATD2|NAT14|NAT9|PGP|R3HDM1|SCAND1|TOMM40|TOP1,2,2,2.0
446,7,APOL3|ENTREP1|ERRFI1|ISCU|MAFF|MAN1C1|TRIM22,2,2,2.0
447,6,CDC42EP3|CLK1|CPLANE1|EGR1|RMC1|TBC1D2,2,2,2.0
448,12,BOLA2B|DERA|GLOD4|PPIC|PPP2R3C|RNF14|SH3D19|SLC49A4|SPATA13|TENT2|UBXN7|ZCCHC10,1,2,1.8
450,5,HS1BP3|M6PR|NARS2|ORC2|PIN4,2,2,2.0
455,20,ABHD15|ADAM12|ANO6|AQP9|CCDC74B|CCL20|CCNG1|DAAM1|DNAH7|GALC|PLA2G4F|RSPH3|SLC66A2|STX8|TAC3|TNRC6B|TOMM40L|XYLT1|ZNF251|ZNF784,2,2,2.0
456,4,ARPC5|NUDT9|SNIP1|STAG1,2,2,2.0
457,4,CHKB|GDPGP1|MARF1|PHACTR4,3,3,3.0
460,5,ACER2|CD28|CPA5|SOX5|ZNF155,1,1,1.0
463,12,ANO7|CD14|CD79B|CRTAM|EFNA5|H2BC5|MCOLN2|OSBPL7|PDCD4|PDK2|PLXDC2|SEMA4G,2,2,2.0
464,37,ACBD4|ADA2|ALDH6A1|BKGD|CDC42EP5|CHP1|COX7C|CREBRF|CYP4V2|CYYR1|DNAJC28|DNAJC4|ELL3|EPHA10|FBLIM1|GAREM1|GPR15|GYPB|H1-2|HADHB|KMT5B|LY9|MAPK6|P2RY8|POLD4|RAB9A|RAP1A|RNF138|SCARB2|SLC35A3|SMIM8|STARD5|STX12|USP53|VAT1L|XCL2|ZFYVE28,1,2,1.7
465,3,HNRNPC|PIP4K2B|PSMB1,2,2,2.0
466,27,ALCAM|CCT8|DAZAP1|EIF3G|FOXN2|HCFC1|KNSTRN|LPAR2|LSM7|NME4|NPM1|PDCD11|PLAA|PLK4|PPP1R3D|RAB29|RBMX2|RPP25|SEC61A1|SFR1|SKA2|SNRPD1|TIMM23B|TRPM2|TUBB|ZNF337|ZYX,3,3,3.0
467,13,ATP6V1H|B3GALNT2|FAM98A|LMLN|ODF2|PABPC3|PMS1|QTRT2|SLC35A2|TANGO6|USP42|ZFP90|ZNF202,2,2,2.0
469,24,ABHD18|ACTN1|AKAP11|BMP6|CDC42EP2|CDKN2AIP|CERT1|DNAJC10|GAB2|INPP5A|IPO9|MAML3|MMADHC|PSME4|TCP11L2|TMCC1|TRIP4|TRMT6|TTPAL|TULP3|VAMP5|WARS1|WEE1|YAP1,1,2,1.5
470,14,CERCAM|CYP2S1|ENO2|IL17A|IRX5|MIOS|NUP188|PATL1|PPP1R35|RNF8|SEMA4D|SLCO3A1|TASP1|TMED1,1,2,1.6
471,3,IL15RA|PREB|ZXDB,1,1,1.0
472,4,MRPL30|RIPK4|TMEM160|TMEM39A,2,2,2.0
474,8,ACACB|AVPI1|C1orf226|GMFG|ISLR|LIMCH1|PTCD2|RABGEF1,2,2,2.0
475,9,ACADVL|ANKS4B|CDC14A|CLDN7|HPSE|MARCKS|NEO1|NOSTRIN|PRADC1,2,2,2.0
476,7,ARPIN|C1orf21|DHRS1|FGD4|IMPA2|MYORG|ZSWIM6,2,2,2.0
477,6,EXOC4|GPX4|LTV1|ROBO3|TCERG1|YTHDC1,1,2,1.7
478,11,ACTR5|CEP57L1|ECHDC1|MMAA|PIGU|PIR|RUVBL2|SLC18A1|STAU1|TIGIT|TMEM176B,1,2,1.5
481,2,MKKS|ZFAND2B,1,2,1.5
482,3,COPA|GTF2H5|NUDT21,2,2,2.0
483,2,KLHL29|NANP,2,2,2.0
484,20,ANGEL1|CAMLG|CD320|EEPD1|ERF|EXT2|GALNT11|MACROD1|MANEAL|MARCKSL1|MAT2A|OGFR|PITPNB|PRAF2|RBM12|SETD6|SS18L2|TTC27|YIF1A|ZNF318,1,2,1.6
485,7,C2|CADPS|F2RL2|LRP8|RFC3|SOX9|STC1,2,2,2.0
486,8,ALAS1|BCL6|CCN2|DLAT|GEM|ITM2B|UBE2O|WT1,2,2,2.0
487,3,CFAP20|GTF3C3|JMJD6,2,2,2.0
489,3,BAIAP2L2|PIEZO2|TSPAN11,2,2,2.0
490,3,CD4|GNGT2|KLHL34,2,2,2.0
491,4,B3GNT5|FMN2|PLAT|SNRK,1,2,1.8
492,9,ACAP2|ACSL6|BCL10|CRIPTO3|EMC3|ESM1|ETV4|MMUT|SLC35D3,1,2,1.6
493,3,PLEKHB2|STXBP5|TIMM21,1,1,1.0
494,21,AGA|AKTIP|ARMCX5|ASCC2|AVL9|CCS|COQ10B|EPG5|ETS1|GNL2|IKZF5|ITSN1|MCMBP|NBPF20|SLC2A5|SURF6|TMEM19|TTC31|TZMP1|UBE4A|ZNF407,2,2,2.0
496,2,CEP43|TIMM9,2,2,2.0
497,6,CCNA2|DARS1|HELLS|POLQ|RRP15|RSRC1,1,1,1.0
498,17,ANKRD16|CHD6|CPSF4|GLG1|HNF1A|HRAS|IMP4|MACROH2A1|METTL2A|POLD1|POLR1E|RABEPK|SMG5|UPF1|UQCC1|ZNF526|ZXDC,2,2,2.0
499,8,DXO|GTF3C4|HPRT1|KICS2|NBEAL2|RAI1|RHOBTB1|SNRPG,2,2,2.0
500,11,BCAS1|CD160|CES3|CHGB|CLDN23|FRMD3|KCNMA1|PRKAR2B|RNF125|SCN9A|SELENBP1,2,2,2.0
505,3,API5|LY96|ZNF830,1,2,1.7
506,8,ACOT13|ATXN7|DOK4|GNRH1|MORN5|OXCT1|PTGR1|SPINT1,1,1,1.0
507,16,CD3D|CLTB|CRYL1|FBXO25|FOSL2|GSDMB|IL18R1|MVP|NAPG|PGR|PRIMPOL|PROS1|PZP|SYNE2|TM6SF2|ZNF655,1,1,1.0
511,9,ABHD5|ACOX1|GNA11|HADH|PTP4A1|PYROXD2|SHD|SLC22A4|TAGLN3,2,2,2.0
512,9,EIF3J|EIF4A3|FAIM|FTSJ3|KRTCAP2|NRDC|PIK3R2|PSMA2|SLC12A9,2,2,2.0
513,15,ATP1A2|ATP8B2|BTNL3|CCDC68|DENND1B|ENTPD5|GCNT3|ISX|ITM2A|MT1HL1|PPP1R9A|PSD3|RGS9|TEX11|TGM6,1,3,1.8
516,8,BTG2|CEP126|FBN1|HELQ|IFNGR1|RBM7|SLC71A1|ZFP36,2,2,2.0
517,10,ATP6V0D2|CD2|CLEC1A|FKBP5|HLA-DMB|INPP5K|MAP1B|MTSS1|PLSCR2|WASL,2,2,2.0
518,9,ACVR2A|ATG4D|DCTN2|FNDC5|HMG20A|MARCHF7|PSTPIP1|VMA22|ZBTB34,2,2,2.0
519,19,ADISSP|AMOTL2|BRCA1|CKS1B|DCUN1D5|E2F6|EEF1AKMT1|FANCI|FOXA2|HMGB3|MAD2L2|NKRF|NUP155|NUP62CL|RPP40|SHH|SLC17A9|VEGFA|ZFTA,2,2,2.0
521,6,BORA|CCNJ|CSTF3|IMMP2L|SS18L1|TIMM29,2,2,2.0
524,18,AHSA1|BMS1|CLTA|CTU2|FAM174C|FOXK1|PHB1|PHF6|PKMYT1|PPIA|RPRD1B|SEC61G|TARBP2|TMEM208|USP39|VGLL4|VPS35|ZC3HC1,2,2,2.0
525,11,AGTRAP|BCAP31|ICA1|NAA80|NUP85|SEM1|SNRPC|STRAP|TARS1|TBL2|UTP6,1,1,1.0
528,1,KLK7,1,1,1.0
529,7,COA4|ERG28|GAR1|NAXE|SLC25A39|ZC3H8|ZNF629,2,2,2.0
530,10,AUTS2|BAG2|CCT6B|CREM|HLA-A|HPS5|PLD6|SPATA33|VRK2|YARS2,2,2,2.0
531,1,LRRC14,2,2,2.0
532,5,MYDGF|RCCD1|SLC7A6OS|SPRYD3|TUBA1C,2,2,2.0
533,6,CNPY2|EPRS1|LYRM4|NAA15|NMD3|TAP1,2,2,2.0
534,11,BTN3A3|CD247|CD53|IPMK|SPAG16|SVIL|TPK1|UBE2J1|ZNF256|ZNF493|ZNF518B,2,3,2.1
535,6,AKT2|FMO3|JMJD4|NINJ1|SPATC1L|TFRC,3,3,3.0
536,3,DKK4|IRS1|SBK1,2,2,2.0
537,8,CDC50B|EHHADH|HIGD1A|NEDD4L|PLS1|PPM1A|SH3RF2|SUCLG2,1,1,1.0
538,6,LYPLAL1|NFATC3|NFYB|RBM33|TRAM1|ZGPAT,2,2,2.0
539,8,IGF2BP2|KRAS|NUP133|PCBP4|TMEM14A|TMEM184B|TSPYL5|USP36,1,2,1.8
542,14,ACAA2|CDH11|CEACAM1|DDX60|GINS3|GNAI1|KIF3A|NOVA1|POMGNT2|RAVER2|SCLY|SF3A2|SPC24|SYNE4,1,2,1.4
543,12,BRIP1|CCNE2|DPH6|FOSL1|IL1B|MAP3K20|MEGF6|METTL6|MIPEP|SCRN1|SLC6A14|WDR18,1,2,1.5
544,9,ATP2A3|CCN6|CLIC5|JAK1|MAOA|P2RY14|SYNE3|TMX4|ZNF101,2,2,2.0
546,21,APCDD1|BECN1|C1QTNF5|COL4A1|CSF1|DDIAS|DEPDC1B|ELOVL5|FADS2|FAM219A|LDLRAD3|MSX2|MTBP|ODAM|PLCB4|PLPP4|PUS7|SLC6A20|SPATA32|WDR4|ZFP82,1,2,1.6
547,24,ACTL10|ANKLE2|ARRDC1|ASPSCR1|AUH|CMC2|CNOT9|DROSHA|GK5|KEAP1|MEF2A|MIS18A|MYO5B|NMRAL1|NNT|OSBPL10|PPME1|PRSS22|SPIN3|STK26|TRAPPC8|WDR5B|YIF1B|ZBTB9,1,2,1.2
548,5,CSNK1E|INTS5|PABIR2|PRIM2|ZNF443,1,1,1.0
549,6,AMZ2|ITPRIP|LRRC58|NKX2-2|NUP153|PPHLN1,1,3,2.7
550,11,CDA|CHRM2|CTSE|DNAI4|EPB41L4A|GDPD2|HCK|INSL5|LGI1|LYVE1|PTPRR,1,2,1.9
551,3,PTPRD|RIPOR3|ZNF436,2,2,2.0
552,8,BTG1|C10orf143|GIMAP8|GNAQ|LRCH2|MAP2K6|NCBP3|SMAD7,2,2,2.0
553,10,AKIRIN1|BRD3OS|DLGAP5|KCNH5|NT5C|PLEKHG4|PPCS|REEP6|SLC2A1|WDR3,2,2,2.0
554,7,ABHD11|ADGRL1|ATP2A2|DAXX|FKBPL|HSDL1|PCED1A,1,1,1.0
556,9,ADAMTS9|BHLHE40|CFI|MOB3A|PMAIP1|RUBCNL|SLC16A4|SNX22|TTLL4,2,2,2.0
557,7,AREG|DUOXA2|GZMB|IER3|PDPN|REG1B|REG3A,2,2,2.0
559,4,ABRACL|EMC7|GADD45B|SEC24B,2,2,2.0
560,6,EPS15L1|IGF2BP3|PACS1|PXDC1|RGS4|THOC7,2,2,2.0
561,6,ARMC6|MRPL37|PRR14|SMARCAL1|TUBA1B|YKT6,2,2,2.0
563,6,ARHGEF12|CYB5A|KGD4|MLX|UBB|ZNF654,1,1,1.0
564,15,CRYBG3|DDX60L|EGF|EID1|FEM1C|FLII|MRPL45|PCLO|PCYT2|SETD9|STK17B|SYNJ1|TEK|TULP4|UXT,1,2,1.3
