gene,n_datasets_detected,n_datasets_significant,mean_log2fc,consistent_direction
ABCA3,2,2,-1.493511229411764,True
ABCA13,2,2,1.2009593340336142,True
ACADL,2,2,-1.335066446218487,True
ACVRL1,2,2,-1.2146371794117647,True
ADAM17,2,2,-0.3868764121848744,True
AFF3,2,2,-1.058861032352942,True
AGER,2,2,-1.1776205071428572,True
AKAP13,2,2,-0.42662213907562885,True
ANXA3,2,2,-1.291761978991596,True
AOC3,2,2,-0.7993873815126054,True
ASPN,2,2,2.810243460084033,True
ATP11A,2,2,-0.36550312310924393,True
BCHE,2,2,1.100321761344538,True
BMP4,2,2,0.7380155785714285,True
BMPR2,2,2,-0.5096283155462178,True
C12orf75,2,2,1.2215298306722693,True
CA2,2,2,-1.152340903781511,True
CA4,2,2,-2.0444199760504196,True
CACNA2D2,2,2,-1.2869484134453784,True
DNAI7,2,2,0.9283546865546218,True
CCL2,2,2,1.456409821428572,True
CCL18,2,2,0.7536657369747899,True
CCL21,2,2,0.8924217714285712,True
CDH2,2,2,1.3147811319327727,True
CDH3,2,2,1.96769439789916,True
CDH5,2,2,-0.7767756600840332,True
CDH13,2,2,-1.1093921348739495,True
CFH,2,2,1.2264336516806718,True
CHI3L2,2,2,-1.1067646533613456,True
CLCA2,2,2,0.9003472718487396,True
CLDN1,2,2,1.9269208823529405,True
CLEC4E,2,2,-1.8111326563025198,True
COL1A1,2,2,1.932028327310924,True
COL1A2,2,2,1.062643636974792,True
COL3A1,2,2,1.521594415966387,True
COL5A2,2,2,0.919966092436974,True
COL6A3,2,2,1.1996468512605032,True
COL14A1,2,2,2.3983968201680668,True
COL15A1,2,2,1.6409882021008402,True
COL17A1,2,2,1.9916583873949578,True
COMP,2,2,1.862200268487395,True
CPA3,2,2,1.2581197016806716,True
CRTAC1,2,2,-1.5206121773109245,True
CSF3R,2,2,-1.161267864285715,True
CTSK,2,2,1.5175005747899157,True
CXCL1,2,2,1.2000334621848743,True
CXCL12,2,2,1.5049678802521005,True
CXCL13,2,2,1.5210742239495803,True
CXCL14,2,2,2.581016236134454,True
DCLK1,2,2,1.0327690831932779,True
DIO2,2,2,2.025140692436974,True
DNAH7,2,2,1.149529650840336,True
DPP9,2,2,-0.20107173445378201,True
DSP,2,2,0.5327447840336135,True
EDNRA,2,2,0.49729810504201666,True
EDNRB,2,2,-1.2078016260504212,True
EGFR,2,2,-0.3651183243697481,True
ENG,2,2,-0.4919356672268907,True
EPHA3,2,2,1.273047930252101,True
EZH1,2,2,-0.36391367100840344,True
FAM13A,2,2,-0.04718916722689137,False
FAM81B,2,2,1.3861866063025208,True
SACK1D,2,2,1.352755512605042,True
FAM107A,2,2,-1.6785554953781507,True
FANK1,2,2,1.2372294281512604,True
FAP,2,2,1.6291220134453779,True
FCN3,2,2,-2.360372337394958,True
FGF1,2,2,0.23545436848739507,True
FGF7,2,2,0.606139943697479,True
FKBP5,2,2,-1.9846937000000016,True
FMO5,2,2,-1.8341238655462178,True
FNDC1,2,2,1.9181384226890759,True
FPR1,2,2,-1.0655198163865536,True
GEM,2,2,1.5977271802521014,True
GPNMB,2,2,0.59764875672269,True
GPR4,2,2,-1.186928835294117,True
GPR87,2,2,1.5478166899159662,True
