gene,n_datasets_detected,n_datasets_significant,mean_log2fc,consistent_direction
GPX3,2,2,-1.8432335710084033,True
TAMALIN,2,2,-1.3361059176470589,True
GREM1,2,2,1.1293924323529407,True
GREM2,2,2,1.0226537205882358,True
GSTA1,2,2,1.5285634936974788,True
HECTD2,2,2,0.29830811932772944,True
HGF,2,2,0.6346821865546219,True
HHIP,2,2,-1.688378460924369,True
HHLA2,2,2,1.0462594218487395,True
HIF3A,2,2,-2.053918816806722,True
HMCN1,2,2,1.1491593928571424,True
HSD17B6,2,2,-1.435604308823529,True
HSPA4L,2,2,1.139412976890756,True
ID1,2,2,-1.263721433613445,True
IFNG,2,2,0.3287568365546221,True
IGFL2,2,2,0.8089506298319329,True
IGF1,2,2,1.1960080289915973,True
IL1R2,2,2,-2.8346038840336125,True
IL1RL1,2,2,-2.491669969747899,True
IL1RN,2,2,0.925737505462185,True
IL13RA2,2,2,2.46627876302521,True
IL18R1,2,2,-1.5456121071428572,True
IL18RAP,2,2,-1.5338277596638663,True
IL33,2,2,0.8527953117647069,True
ITGA5,2,2,-0.4443194373949583,True
ITGA11,2,2,0.4388929558823525,True
ITGAV,2,2,0.4702510697478981,True
ITGB8,2,2,0.778794378151261,True
IVD,2,2,-0.3654429794117634,True
KDR,2,2,-0.7752289180672274,True
KRT5,2,2,2.348023582352942,True
KRT14,2,2,0.4670636424369756,True
KRT15,2,2,1.6907894810924384,True
KRT17,2,2,1.961212456722689,True
LAMA3,2,2,-1.0749465504201678,True
LAMC2,2,2,0.32811288991596554,True
LIN7A,2,2,-0.7498814567226894,True
LOXL2,2,2,0.5015358243697472,True
LPL,2,2,-1.0137237978991605,True
LRRC17,2,2,1.5136831172268905,True
LRRC32,2,2,-0.8686391508403364,True
LRRN1,2,2,1.548978407983193,True
LTBP1,2,2,1.0842903029411761,True
LUM,2,2,1.1413893945378155,True
MARCKS,2,2,0.31615604201680736,True
MGAM,2,2,-1.4522598403361344,True
MME,2,2,-1.2120376298319324,True
MMP1,2,2,3.513554586554622,True
MMP3,2,2,0.6522724869747898,True
MMP7,2,2,3.506376832773109,True
MMP10,2,2,1.2044644466386556,True
MMP13,2,2,1.409429977310925,True
MNS1,2,2,1.1341916936974787,True
MS4A2,2,2,1.3865133222689079,True
MSMB,2,2,1.8066128655462181,True
MUC5B,2,2,0.9672519684873944,True
MXRA5,2,2,1.4677615987394965,True
NEK11,2,2,0.8524351731092434,True
NELL2,2,2,1.335074806302521,True
NOTCH1,2,2,-0.37968676638655485,True
NPR1,2,2,-1.3685885088235294,True
OGN,2,2,1.2858829172268897,True
P2RY1,2,2,-1.537646939915966,True
PAPSS2,2,2,-1.36181993277311,True
PDGFRA,2,2,-1.0212270457983184,True
PECAM1,2,2,-0.434505753781512,True
PEBP4,2,2,-1.7254152680672257,True
PGC,2,2,-2.018696143697479,True
PLA2G1B,2,2,-2.1890591189075623,True
PLA2G4F,2,2,-1.220476977310924,True
PLLP,2,2,-1.3480770168067222,True
PLOD2,2,2,0.5043725999999988,True
POSTN,2,2,1.623082505462186,True
PPP1R14A,2,2,-0.7552397252100831,True
PRSS12,2,2,1.1679327130252104,True
PSD3,2,2,1.0641615760504197,True
PTPRB,2,2,-1.4923426882352933,True
S100A8,2,2,-1.480511689915966,True
S100A9,2,2,-1.0678998626050418,True
S100A12,2,2,-2.033734993697479,True
SCN7A,2,2,-1.2629530273109244,True
SERPINB3,2,2,1.76620088907563,True
SERPIND1,2,2,1.3370664894957982,True
SERPINI2,2,2,0.879575470588235,True
SFRP2,2,2,3.2698154596638664,True
SFRP4,2,2,1.8203590134453784,True
SFTPA2,2,2,-0.5829970084033599,True
SFTPD,2,2,-0.5762561647058826,True
SLAMF7,2,2,2.057954702521009,True
SLC6A4,2,2,-2.7155972550420175,True
SLC27A2,2,2,1.3123408768907563,True
SLC39A8,2,2,-1.4013367352941186,True
SLCO2A1,2,2,-1.4818245647058823,True
SLCO4A1,2,2,-2.3931474756302524,True
SLN,2,2,1.4629452920168073,True
SMAD6,2,2,-1.323229846218488,True
SMAD7,2,2,-0.6407579063025205,True
SOX2,2,2,1.386562880672268,True
SPATA17,2,2,1.0279054008403359,True
SPATA18,2,2,1.5579126088235298,True
SPP1,2,2,2.670992408823528,True
STOML3,2,2,1.1242034764705882,True
STX11,2,2,-0.9579109894957987,True
SULF1,2,2,2.0033658046218497,True
SLITRK6,2,2,1.2389380949579838,True
SYNPO2,2,2,1.3296727231092444,True
SYTL2,2,2,0.8260288470588233,True
TDO2,2,2,2.001006884033613,True
TEKT1,2,2,1.1140266999999997,True
TGFB2,2,2,0.8141136050420175,True
THBS2,2,2,1.4393263819327728,True
THY1,2,2,2.050146281932773,True
TIMP3,2,2,-1.054319136974789,True
TLR3,2,2,-0.3033169680672263,True
TMEM45A,2,2,1.449523005462184,True
TMEM100,2,2,-2.4023922382352936,True
TMPRSS4,2,2,2.0107660810924366,True
TNNC1,2,2,-0.9680891193277315,True
TP63,2,2,2.013753095378151,True
TRIM2,2,2,1.1139942113445385,True
TSPAN1,2,2,1.5541640193277324,True
VCAM1,2,2,1.9105556079831936,True
VEGFA,2,2,-0.5774420936974788,True
VIPR1,2,2,-2.4159341592436987,True
VSIG1,2,2,1.4211288163865539,True
WDR49,2,2,1.355466924369748,True
DNAI3,2,2,1.0611583978991592,True
WNT5A,2,2,0.5282038399159666,True
ZBTB16,2,2,-2.0347361894958005,True
